"p_val","avg_log2FC.x","pct.1.x","pct.2.x","p_val_adj","cluster","gene","avg_log2FC.y","pct.1.y","pct.2.y","sd.1","sd.2","RNA.MTC.123","RNA.MTC.456","se","log2FC","tstat","tstat_corrected"
0,1.25350278011137,0.998,0.975,0,"MTC_456","P4HB",1.25350278011137,0.998,0.975,0.453340134580469,0.3438351972113,0.4210829772307,1.68045081652996,0.00482670618694481,1.25350278011137,259.70148825338,173.140551239566
0,1.24187188170872,1,0.998,0,"MTC_456","CALR",1.24187188170872,1,0.998,0.574036032691738,0.512191422672967,1.48648000510237,4.4022755501035,0.00648042146095823,1.24187188170872,191.634431370006,132.998014589301
0,1.21486981053741,0.828,0.532,0,"MTC_456","HBEGF",1.21486981053741,0.828,0.532,0.664784781290872,0.240918580550725,0.067443076726836,0.594933680901624,0.00613066852561584,1.21486981053741,198.162697177527,104.499602510518
0,1.19512297465474,1,0.999,0,"MTC_456","PFN1",1.19512297465474,1,0.999,0.50329145694972,0.43701659516013,1.95528796479368,5.6695085486468,0.00562151239842088,1.19512297465474,212.598121279685,139.69366253581
0,1.17898254177898,0.984,0.888,0,"MTC_456","MANF",1.17898254177898,0.984,0.888,0.485876250847783,0.377164222228475,0.258205242681281,1.12088629916432,0.00521273726475101,1.17898254177898,226.173406005203,151.187710508601
0,1.17757214827627,0.999,0.955,0,"MTC_456","IFITM2",1.17757214827627,0.999,0.955,0.420092003135451,0.337106388060457,0.318515211429301,1.09156482404356,0.00455833069301766,1.17757214827627,258.334076130116,172.276978294727
0,1.17382632512769,1,0.993,0,"MTC_456","FPR1",1.17382632512769,1,0.993,0.523317470627195,0.404322472902785,0.923699215511201,2.92560607222268,0.00560564588509558,1.17382632512769,209.400727264754,136.765168302205
0,1.16350832771797,0.996,0.97,0,"MTC_456","HIF1A",1.16350832771797,0.996,0.97,0.634669747851768,0.358413954770051,0.445367689265903,1.28457563443994,0.00625108489131437,1.16350832771797,186.129023673094,106.592357682455
0,1.13730236866068,1,1,0,"MTC_456","CALM1",1.13730236866068,1,1,0.556501803508251,0.357421996178731,1.50804260475796,3.84699225638273,0.00564729748639137,1.13730236866068,201.388783112862,122.134626464388
0,1.12373321922307,0.991,0.943,0,"MTC_456","PSME2",1.12373321922307,0.991,0.943,0.465946124984713,0.32573342034948,0.282602206773387,1.0230284443763,0.00483865116402308,1.12373321922307,232.241007076185,150.054131389619
0,1.12107235827977,0.998,0.978,0,"MTC_456","ELOC",1.12107235827977,0.998,0.978,0.439567566848558,0.337016870681545,0.417455194846613,1.28456643410259,0.00469661127580629,1.12107235827977,238.698136261513,157.625221031852
0,1.11858753940919,1,1,0,"MTC_456","FTL",1.11858753940919,1,1,0.538321840598272,0.365537863406553,38.7729727661204,88.3123422525492,0.0055443822114949,1.11858753940919,201.751520140526,124.526459512238
0,1.1169587670344,0.227,0.004,0,"MTC_456","IBSP",1.1169587670344,0.227,0.004,0.728832238339489,0.0861133655088647,0.0058320045921296,0.640128804722843,0.00641868454379166,1.1169587670344,174.01677234859,44.1951756463164
0,1.11632577593511,0.957,0.615,0,"MTC_456","PLP2",1.11632577593511,0.957,0.615,0.416607743344826,0.19045339988257,0.0558556030359126,0.498366940121133,0.00395225927831854,1.11632577593511,282.452566323038,179.295990037431
