"gene","TF_symbol","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","log2FC","standardized_diff_MTC456_minus_MTC123","OddsRatio","FDR","Significance","pct_in_dorothea","pct_in_collectri","Corroborated"
"ZBTB10","ZBTB10",1.57386759732741e-190,0.00138657516992998,0.219,0.09,3.6985888537194e-188,"MTC_123",-0.00138657516992998,-0.278229699760532,0.6514525695696,0.396796749773,"NS",0,0,"Novel"
"ZBTB11","ZBTB11",1.02887113603609e-41,0.019498234725165,0.837,0.743,2.4178471696848e-39,"MTC_123",-0.019498234725165,-0.126955459820121,8.20959170423597,1,"NS",0,0,"Novel"
"ZBTB14","ZBTB14",0,0.0301507647944128,1,0.693,0,"MTC_123",-0.0301507647944128,-1.49606444620657,0.258097175413909,0.00533534351850613,"Significant",0,0,"Novel"
"ZBTB18","ZBTB18",3.7755887736539e-201,0.000885309687079103,0.205,0.08,8.87263361808666e-199,"MTC_123",-0.000885309687079103,-0.320460994460201,1.76531538254974,0.387465083733648,"NS",0,0,"Novel"
"ZBTB33","ZBTB33",0,0.00149552234480777,0.954,0.855,0,"MTC_123",-0.00149552234480777,-0.56480157537291,0.983726303062194,0.977801223739052,"NS",0.452488687782805,0,"Corroborated"
"ZBTB37","ZBTB37",0,0.0201971329816218,0.999,0.823,0,"MTC_123",-0.0201971329816218,-1.11710584320205,1.8327480413416,0.00125711888293764,"Significant",0,0,"Novel"
"ZBTB7A","ZBTB7A",0,0.00433402520617533,1,1,0,"MTC_123",-0.00433402520617533,-0.431940711774815,1.58194002179298,0.00294807145358491,"Significant",0,0.350877192982456,"Corroborated"
"ZFX","ZFX",0,0.0069913971510107,0.986,0.766,0,"MTC_123",-0.0069913971510107,-0.827936326748477,0.933084236598775,0.830529322763572,"NS",0,0,"Novel"
"ZNF100","ZNF100",0,0.010363187420985,0.999,0.895,0,"MTC_123",-0.010363187420985,-0.982203779605151,1.04934297639776,0.93062111731505,"NS",0,0,"Novel"
"ZNF131","ZNF131",0,0.0322009108286447,0.965,0.645,0,"MTC_123",-0.0322009108286447,-0.855563062722441,0.921068026803376,0.834413714472473,"NS",0,0,"Novel"
"ZNF148","ZNF148",0,0.0176324112953285,1,0.967,0,"MTC_123",-0.0176324112953285,-1.2126579859104,1.56103019545577,0.00322675592555427,"Significant",0.171526586620926,0.343053173241852,"Corroborated"
"ZNF200","ZNF200",2.10806934523661e-77,0.000391150265833409,0.169,0.094,4.95396296130602e-75,"MTC_123",-0.000391150265833409,-0.203219571560133,0.678783569984688,0.26441586394276,"NS",0,0,"Novel"
"ZNF226","ZNF226",0,0.00191225026264566,0.164,0.028,0,"MTC_123",-0.00191225026264566,-0.391557303725603,0.51711130638788,0.223699074710953,"NS",0,0,"Novel"
"ZNF250","ZNF250",0,0.00764771860818062,0.906,0.444,0,"MTC_123",-0.00764771860818062,-1.02530700594788,0.615133482091593,0.199225433180484,"NS",0,0,"Novel"
"ZNF367","ZNF367",0,0.0270380063693169,0.908,0.541,0,"MTC_456",0.0270380063693169,1.00499320194809,0.0937352696100753,2.48994061972015e-05,"Significant",0,0,"Novel"
"ZNF384","ZNF384",1.07970247740415e-209,0.000932024898171391,0.579,0.406,2.53730082189974e-207,"MTC_123",-0.000932024898171391,-0.311015753992469,0.375028536890538,0.000131666371424899,"Significant",0,1.01010101010101,"Corroborated"
"ZNF460","ZNF460",0,0.00349795999232112,0.939,0.63,0,"MTC_123",-0.00349795999232112,-0.686591611469564,0.52707097953899,0.00147465906824043,"Significant",0,0,"Novel"
"ZNF516","ZNF516",0,0.0114658409938723,0.868,0.478,0,"MTC_123",-0.0114658409938723,-0.977388944618167,1.34847426354958,0.755288602486726,"NS",0,0,"Novel"
"ZNF518A","ZNF518A",0,0.0122006986235632,0.636,0.064,0,"MTC_123",-0.0122006986235632,-0.762024195124718,6.93028933832967,0.0519228125647074,"NS",0,0,"Novel"
"ZNF557","ZNF557",2.70679972680604e-153,0.0125355753837603,0.415,0.263,6.36097935799419e-151,"MTC_456",0.0125355753837603,0.257906367644833,8.20959170423597,0.705634762018071,"NS",0,0,"Novel"
"ZNF641","ZNF641",0,0.0171626111938282,1,0.974,0,"MTC_123",-0.0171626111938282,-1.06272348374729,2.55601169838973,0.136884870972581,"NS",0,0,"Novel"
"ZNF740","ZNF740",0,0.00127007032730686,0.551,0.185,0,"MTC_123",-0.00127007032730686,-0.658960844624985,0.465407091842647,0.00128059720956389,"Significant",0,0,"Novel"
"ZNF75A","ZNF75A",2.40847198732487e-35,0.00253092239977585,0.71,0.618,5.65990917021345e-33,"MTC_123",-0.00253092239977585,-0.0977835128549685,0.748192645820774,0.805846837831666,"NS",0,0,"Novel"
"ZNF76","ZNF76",2.26553286153993e-194,0.00172444272251626,0.497,0.312,5.32400222461883e-192,"MTC_123",-0.00172444272251626,-0.227418848940485,0.459439769710941,0.098998912114822,"NS",0,0,"Novel"
"ZNF783","ZNF783",0,0.00178980065241746,0.798,0.536,0,"MTC_123",-0.00178980065241746,-0.647566894457456,1.03065182522858,1,"NS",0,0,"Novel"
"ZNF90","ZNF90",0,0.00686507893912528,0.894,0.403,0,"MTC_123",-0.00686507893912528,-0.880398828019926,0.563273106245011,0.041499527622558,"Significant",0,0,"Novel"
"ZSCAN29","ZSCAN29",8.02740212103407e-43,0.00363553915380591,0.625,0.537,1.88643949844301e-40,"MTC_123",-0.00363553915380591,-0.147821583712774,0.431325870983623,0.2354312758494,"NS",0,0,"Novel"
"ZSCAN30","ZSCAN30",0,0.0169638474335429,1,0.838,0,"MTC_123",-0.0169638474335429,-1.20639211283611,1.81125554775346,0.00305293113807116,"Significant",0,0,"Novel"
