"assay","ID","logFC","AveExpr","t","P.Value","adj.P.Val","B","z.std","cluster","gene","pos_avgLFC"
"Myeloid","TMEM65",0.495271890901498,5.19100432821902,2.933505855128,0.00624065009161575,0.0392362774152831,-2.67431612730722,2.73486164301429,"Unfavorable_Myeloid","TMEM65",0.495271890901498
"Myeloid","RBM42",-0.552291517581819,5.96211678908914,-2.92947876037046,0.00624494446444792,0.0392521700298638,-2.66359501637127,-2.73463519366044,"Favorable_Myeloid","RBM42",-0.660705962274587
"Myeloid","ZNF692",-0.443902240498397,3.79026735357808,-2.95290633067384,0.00625121534084818,0.0392787001503649,-2.56033127127117,-2.73430477170587,"Favorable_Myeloid","ZNF692",-0.443902240498397
"T Cells","TOX4",0.469355208474357,6.82066371603223,2.96297285744957,0.00625270095107073,0.0392787001503649,-2.5012624741992,2.73422653637894,"Unfavorable_T Cells","TOX4",0.312660909286329
"Myeloid","SMAD7",0.808182021055255,5.70723224053894,2.96034888759162,0.00626666265580484,0.0393552791264352,-2.57974860984811,2.73349210042202,"Unfavorable_Myeloid","SMAD7",0.85710068928667
"Myeloid","ZNF561",0.32622311152135,4.76931932572231,2.94279342668191,0.00627219900792474,0.0393789177047414,-2.5365735198591,2.73320127614935,"Unfavorable_Myeloid","ZNF561",0.32622311152135
"Myeloid","ZNF718",1.15741022916343,2.24810784967778,2.93711598628361,0.00627725871508065,0.0393995512402195,-2.32111191032131,2.7329356920337,"Unfavorable_Myeloid","ZNF718",1.15741022916343
"T Cells","ACTB",-0.677273337884451,13.1688352034316,-2.92271601472528,0.00629164887629817,0.0394787196787543,-2.64184228675629,-2.73218140420332,"Favorable_T Cells","ACTB",-0.456007819269693
"Myeloid","ANKRD54",-0.411682201231105,4.42179185669617,-3.10123168571635,0.00629440207940649,0.0394848446646902,-2.2468445878012,-2.73203726679657,"Favorable_Myeloid","ANKRD54",-0.411682201231105
"Myeloid","AC025175.2",-1.66371379693601,0.432936593414035,-2.93148546256941,0.00630344184038182,0.0395120918152406,-2.3652999637948,-2.7315644103076,"Favorable_Myeloid","AC025175.2",-1.66371379693601
"T Cells","EIF2AK2",0.655622612284486,6.21985356277807,2.93698639754893,0.00630547601093248,0.0395120918152406,-2.52591039272216,2.73145808999566,"Unfavorable_T Cells","EIF2AK2",0.00384364852490549
"T Cells","APOBEC3G",0.459355891715294,8.41554589221627,2.93145178713314,0.00630642395123185,0.0395120918152406,-2.66511646986398,2.73140855439607,"Unfavorable_T Cells","APOBEC3G",0.313496868164591
"Myeloid","KLF2",1.71104956411622,9.44932875699454,2.92608156610468,0.00630702140836847,0.0395120918152406,-2.50007728554669,2.73137733709917,"Unfavorable_Myeloid","KLF2",1.13020732516521
"T Cells","FCGR2A",-1.18543864637318,5.34070404349567,-2.92177252612389,0.00630763714247528,0.0395120918152406,-2.56286809358584,-2.73134516761057,"Favorable_T Cells","FCGR2A",0.21596001522335
"Myeloid","ZMYND19",1.20743952256142,1.77584387487241,2.93878135450238,0.00631378397419439,0.0395394493017546,-2.30758702257028,2.73102417664985,"Unfavorable_Myeloid","ZMYND19",1.20743952256142
"MONO","G0S2",-1.30213315213809,8.86416049523258,-3.3852660851731,0.00631628455544883,0.0395439635214194,-1.59616154672619,-2.73089367538977,"Favorable_MONO","G0S2",-1.32086741934504
"NEUT","UBALD2",0.830470034935342,6.61156228668281,2.99288326916734,0.00632086519303563,0.0395547331137092,-2.55900135017726,2.73065473994176,"Unfavorable_NEUT","UBALD2",0.620666952659099
"NEUT","RNF10",-0.62465261393718,6.02730693555117,-2.99943162870731,0.00632156520485987,0.0395547331137092,-2.50914982497024,-2.7306182396184,"Favorable_NEUT","RNF10",-0.360720771303665
"T Cells","TAX1BP1",0.456424231215309,7.90376898285214,2.92118002329062,0.00632591925066813,0.0395708332856406,-2.74557503354012,2.73039129070098,"Unfavorable_T Cells","TAX1BP1",0.282660195341828
"Myeloid","AC007336.1",-0.593606794735084,6.43504701302262,-2.94449906493853,0.00633270735558578,0.0396021459988068,-2.60610034473474,-2.7300377499398,"Favorable_Myeloid","AC007336.1",-0.593606794735084
"T Cells","ATF1",-0.424360319546356,6.05805369559548,-2.91735181694207,0.00636070572162195,0.0397612978723729,-2.65513828377795,-2.728583123119,"Favorable_T Cells","ATF1",-0.340633399834616
"MONO","PTRHD1",-0.793248197719031,6.032811740299,-2.99797204090393,0.00636173607886429,0.0397612978723729,-2.30146110097532,-2.72852970195595,"Favorable_MONO","PTRHD1",-0.315634437424863
"T Cells","SMC1A",0.985822464274793,6.0489296783595,2.9302596172303,0.00636691958397143,0.0397825045658778,-2.49519638770215,2.72826106966053,"Unfavorable_T Cells","SMC1A",0.800277953426145
"Myeloid","ASPSCR1",-0.298134417166546,4.89095008000866,-3.00871919851874,0.00636975028463713,0.0397890024105573,-2.49934840716501,-2.72811445323244,"Favorable_Myeloid","ASPSCR1",-0.298134417166546
"T Cells","MSN",0.361561029664792,8.54237187747263,2.91654877267123,0.006373644497235,0.0398021380225027,-2.77371979283607,2.72791284788068,"Unfavorable_T Cells","MSN",-0.0123673156054922
"T Cells","MS4A7",-1.05396972886048,5.6844084803085,-3.04728912938238,0.00638487418096841,0.0398610619350765,-2.25626236793582,-2.72733210155189,"Favorable_T Cells","MS4A7",0.17118136101108
"Myeloid","GATAD1",0.834311048145302,6.55547615355061,2.92458450244282,0.00639205554238414,0.039894685982088,-2.61390127872912,2.72696119701505,"Unfavorable_Myeloid","GATAD1",0.742800888161175
"MONO","SHTN1",0.756053074025937,6.61786939643542,3.71238695935161,0.00639557277188597,0.0399054286488443,-0.843233872033037,2.72677967514588,"Unfavorable_MONO","SHTN1",0.424693933041046
"Myeloid","ADAMTS4",-0.939684435640165,2.40518099792845,-2.93705686599423,0.00640445103962682,0.0399496063024897,-2.40426962369175,-2.72632187289608,"Favorable_Myeloid","ADAMTS4",-0.939684435640165
"Myeloid","MARS",-0.483987985591571,5.44930265965933,-2.91829607379068,0.00642344775442226,0.0400568581688207,-2.7094505461464,-2.72534423429488,"Favorable_Myeloid","MARS",-0.698023893231558
"Myeloid","MIER1",0.510674650491496,6.25234352617051,2.92321952601503,0.00642585318077465,0.0400606149897957,-2.6436400994093,2.72522062809819,"Unfavorable_Myeloid","MIER1",0.657135442112209
"NEUT","RYBP",0.758941178229379,7.33372770547891,2.9813378757036,0.00643181208427077,0.0400865168865112,-2.71663824667958,2.72491460072093,"Unfavorable_NEUT","RYBP",0.34082788164277
"NEUT","AIMP1",-0.458729067324336,6.78972922198746,-3.02901243522484,0.00643821866155614,0.0401098304053941,-2.65961289837333,-2.7245858668878,"Favorable_NEUT","AIMP1",-0.32543727377725
"Myeloid","NTNG2",1.57379008611481,0.591984782753827,2.93307395679512,0.0064411999795062,0.0401098304053941,-2.27536100712906,2.72443299004822,"Unfavorable_Myeloid","NTNG2",1.57379008611481
"T Cells","RCHY1",-0.767321800781375,5.57339111214848,-2.91428815619938,0.00644393970084086,0.0401098304053941,-2.48042002035293,-2.72429255798695,"Favorable_T Cells","RCHY1",-0.613691089587159
"Myeloid","ERCC6",0.532277245927161,4.70179602133257,2.91946889233559,0.006446488707111,0.0401098304053941,-2.65127395994235,2.72416194978738,"Unfavorable_Myeloid","ERCC6",0.532277245927161
"Myeloid","RCC2",0.500836749370678,5.97188554045868,2.92720263962282,0.00644822981805816,0.0401098304053941,-2.63841322167333,2.72407276393491,"Unfavorable_Myeloid","RCC2",0.190770684349339
"Myeloid","LPCAT3",-0.73817762684406,4.10559162286861,-2.91693472993223,0.00644939344065128,0.0401098304053941,-2.68963971434863,-2.72401317115286,"Favorable_Myeloid","LPCAT3",-0.73817762684406
"MONO","MAP3K13",-1.10505305968718,5.76520162511818,-3.1571109642077,0.00645034123877923,0.0401098304053941,-1.96229308538071,-2.72396463856998,"Favorable_MONO","MAP3K13",-0.742664301091487
"Myeloid","AKAP8L",0.519271449521336,5.34215420777681,2.91651567211573,0.00645237951290366,0.0401098304053941,-2.67934903859609,2.72386028922696,"Unfavorable_Myeloid","AKAP8L",0.697974012994189
"NEUT","YWHAB",0.527091894456742,9.36976356110258,2.99209264037333,0.00645266731691287,0.0401098304053941,-2.76386869078698,2.72384555750431,"Unfavorable_NEUT","YWHAB",0.431700583236341
"NEUT","PPP2CA",-0.75723311277169,7.10870760356539,-3.00085369593791,0.00645360473915495,0.0401098304053941,-2.71100777228968,-2.7237975780995,"Favorable_NEUT","PPP2CA",-0.518773179344624
"Myeloid","KLHL21",-0.441727051092894,3.63404391213056,-2.9804727901122,0.00647847917748685,0.0402531680214151,-2.49086181252092,-2.72252673262453,"Favorable_Myeloid","KLHL21",-0.441727051092894
"Myeloid","DPY19L1",0.733713268342883,3.03531714113173,2.9165835604301,0.00648497253245446,0.0402822490071584,-2.46517446024227,2.72219570693965,"Unfavorable_Myeloid","DPY19L1",0.733713268342883
"Myeloid","FBXO33",0.570520851580613,4.50366026553181,2.91397887456848,0.00649363871159615,0.0403248067448169,-2.70218445592765,2.72175437673453,"Unfavorable_Myeloid","FBXO33",0.599210851323253
"NEUT","PTP4A2",0.489166066965751,9.06498833402136,2.96924597737518,0.00649956965104878,0.040350359898478,-2.9021928212352,2.72145264546407,"Unfavorable_NEUT","PTP4A2",0.174165174426707
"Myeloid","IFRD1",-0.559192991988468,7.76524357533316,-2.91636029863798,0.00650344024737755,0.0403631114124251,-2.57549301011503,-2.72125586584453,"Favorable_Myeloid","IFRD1",-0.608809650052933
"MONO","HEXIM1",-0.904517574427054,5.36863018557192,-3.31061940639239,0.00651492223234522,0.0404008717684216,-1.60433808912775,-2.72067274530603,"Favorable_MONO","HEXIM1",-0.73811349454804
"NEUT","ATP6V1A",0.517681445859319,6.4564127293256,2.96325480019495,0.00651608114641724,0.0404008717684216,-2.88477608593938,2.72061394042435,"Unfavorable_NEUT","ATP6V1A",0.146808373878735
"MONO","GOLGA4",0.728583949548066,6.67724740660569,3.51969691510945,0.00651618323257087,0.0404008717684216,-1.26167411389627,2.72060876088443,"Unfavorable_MONO","GOLGA4",0.668450640309729
"T Cells","RAB21",0.694974428737242,6.38609376046613,2.92058812467606,0.00651804074276172,0.0404008717684216,-2.57512451169077,2.72051452922934,"Unfavorable_T Cells","RAB21",0.270018157119974
"Myeloid","CDKL5",0.885409992790215,2.31713702104659,2.9154421521172,0.00651993489853831,0.0404008717684216,-2.35667105454331,2.72041846341066,"Unfavorable_Myeloid","CDKL5",0.885409992790215
"T Cells","UBE2E1",-0.587930296959168,5.81617691725451,-3.24824841901121,0.00652043414022052,0.0404008717684216,-1.8369455119564,-2.72039314757138,"Favorable_T Cells","UBE2E1",-0.553229886842224
"T Cells","AGFG1",0.666906602193907,5.29915535070988,2.97737090547231,0.00653420518310674,0.0404749107787702,-2.34638874074322,2.71969552385927,"Unfavorable_T Cells","AGFG1",0.252937285874187
"T Cells","DNAJB11",-0.68790857414521,6.78642388665176,-3.10191039514684,0.00654553010763495,0.0405320638244105,-2.26579508196032,-2.7191228076182,"Favorable_T Cells","DNAJB11",-0.495231445047734
"T Cells","TIMP1",-1.03361937993649,7.73082272310661,-2.90593012296837,0.00654708029460414,0.0405320638244105,-2.77312758923364,-2.71904448199185,"Favorable_T Cells","TIMP1",-0.677745678895131
"Myeloid","WWP1",0.415678801295066,4.16994140670007,2.9197029093231,0.00655146254811939,0.0405478959210765,-2.63791515462096,2.71882315195135,"Unfavorable_Myeloid","WWP1",0.503822274675568
"NEUT","TBC1D1",0.636602822058251,5.46932826239476,2.96074498413967,0.00655552234055554,0.0405554628088446,-2.81079200083231,2.71861822690531,"Unfavorable_NEUT","TBC1D1",0.24452110187939
"NEUT","KDM1B",0.799705975172224,5.96658558244079,3.01573055204407,0.00655633567709481,0.0405554628088446,-2.52804959708781,2.71857718606035,"Unfavorable_NEUT","KDM1B",0.665392398705596
"MONO","CDK12",0.494208053437684,5.57014006217569,2.92588796837675,0.00656542535459777,0.0405989565755695,-2.75880847920419,2.71811883349689,"Unfavorable_MONO","CDK12",0.558597683231578
"MONO","NKTR",0.616899484014339,6.39484797638087,3.02053738015615,0.00656852430733439,0.0405989565755695,-2.4475035277908,2.71796269734816,"Unfavorable_MONO","NKTR",0.318961843144949
"NEUT","GPSM3",-0.453509471237211,8.73619296255209,-2.99042998671244,0.00656884868307181,0.0405989565755695,-2.83399150207985,-2.71794635798673,"Favorable_NEUT","GPSM3",-0.457757471337194
"T Cells","DYNLT1",0.472056610995653,7.52507466235525,2.92845113362041,0.00657605936565188,0.0406234851084725,-2.57869925304021,2.71758333076939,"Unfavorable_T Cells","DYNLT1",-0.101672291635748
"Myeloid","AC018362.1",-0.964330853131671,5.63117586331944,-2.95397673744354,0.00657936611974692,0.0406234851084725,-2.57259538425224,-2.71741696946584,"Favorable_Myeloid","AC018362.1",-0.964330853131671
"T Cells","SPP1",-2.39530823999088,10.6384286200432,-2.90398139104774,0.00657938762434723,0.0406234851084725,-2.77837852963653,-2.71741588782523,"Favorable_T Cells","SPP1",-1.21968345972191
"Myeloid","FBXL19",0.600538500338277,2.26355407230076,2.90871911776941,0.00658013064968687,0.0406234851084725,-2.35680509032204,2.71737851701219,"Unfavorable_Myeloid","FBXL19",0.600538500338277
"Myeloid","PBX2",0.465762969564462,4.7152723738544,2.91429193214866,0.00658783001148007,0.0406517234964559,-2.67857447986859,2.71699149718079,"Unfavorable_Myeloid","PBX2",0.465762969564462
"T Cells","TCOF1",-0.507040668202457,5.86247489053992,-2.97531812369511,0.00658836384674097,0.0406517234964559,-2.40938886345719,-2.71696467824147,"Favorable_T Cells","TCOF1",-0.470602952107578
"T Cells","INPP5D",-0.463177416104866,6.96036588088703,-2.90360920995675,0.00659203266795757,0.0406620016017795,-2.72196590764793,-2.71678041599815,"Favorable_T Cells","INPP5D",0.0153220459684289
"Myeloid","SAP30BP",-0.316755808858925,6.2049509809869,-2.90790047267107,0.00659368971471316,0.0406620016017795,-2.70671100066519,-2.71669722299791,"Favorable_Myeloid","SAP30BP",-0.306943103039436
"Myeloid","ACAP1",-0.99156782234142,1.88415403410132,-2.92678095357753,0.00659573483060401,0.0406633274698087,-2.32135514200857,-2.71659457267644,"Favorable_Myeloid","ACAP1",-0.622598957339464
"NEUT","PURA",0.520706240983047,5.81708784954037,2.98078233187532,0.00659901101860933,0.0406722401726715,-2.5477057433898,2.71643019089488,"Unfavorable_NEUT","PURA",0.774196771975674
"Myeloid","DDX43",-2.53485497181703,-0.0816023023082088,-2.91706858590397,0.00660374228142917,0.040690113630359,-2.39605547519545,-2.71619293062279,"Favorable_Myeloid","DDX43",-2.53485497181703
"Myeloid","BST1",-1.89641466752367,-0.0303084153856826,-2.90715446852426,0.00660606855135209,0.0406910012606476,-2.30693807116644,-2.71607633040895,"Favorable_Myeloid","BST1",-1.14937920486967
"B Cells","LDHA",1.09672781541696,8.85291571439009,2.75621204681513,0.00660754905929235,0.0406910012606476,-3.15006905781416,2.71600214176077,"Unfavorable_B Cells","LDHA",-0.111750861026817
"Myeloid","FGL2",0.739232591833943,7.94662507128866,2.90878136522123,0.00660949038388049,0.0406916782597508,-2.60703119068849,2.71590488411396,"Unfavorable_Myeloid","FGL2",0.493716563636614
"T Cells","SLTM",0.49580883931244,7.78936663018087,3.00099932955574,0.00661707728764819,0.0407271025635056,-2.5198800764881,2.71552503703031,"Unfavorable_T Cells","SLTM",0.232447508448877
"NEUT","TPI1",-0.779587376220052,9.36439430763542,-3.0661854490624,0.00662456867805456,0.040761919539655,-2.71748944788567,-2.71515035597918,"Favorable_NEUT","TPI1",-0.24133586450215
"NEUT","COPB2",0.756001523623382,6.27059416476445,2.97511789776627,0.00662983620470906,0.0407830372736519,-2.59734153828855,2.7148871292767,"Unfavorable_NEUT","COPB2",0.467731442552439
"Myeloid","ICAM3",-0.751249758604892,3.2037012689447,-2.91546319713727,0.00663277847791969,0.0407898436205086,-2.58745922132864,-2.71474018103588,"Favorable_Myeloid","ICAM3",-0.612158842517722
"MONO","MAML2",0.560187378080205,5.32299010550728,2.94846633844655,0.00663865420441855,0.0408094889357965,-2.58374319845236,2.71444690036043,"Unfavorable_MONO","MAML2",0.479248289545615
"Myeloid","MARK4",0.585163419534493,2.85742543832337,2.90513752806846,0.0066396463613531,0.0408094889357965,-2.47766210952159,2.71439740092946,"Unfavorable_Myeloid","MARK4",0.585163419534493
"T Cells","SYNE1",0.885991995577323,7.2868660199897,2.90192444583921,0.0066532481892528,0.0408656722502659,-2.74426841994807,2.71371946552596,"Unfavorable_T Cells","SYNE1",0.619480040238372
"Myeloid","RBM43",0.888275651173822,3.42326399932994,2.90428442955281,0.00665389696196396,0.0408656722502659,-2.61149177931744,2.71368716087053,"Unfavorable_Myeloid","RBM43",0.888275651173822
"Myeloid","RAD54L2",-0.41280169652541,4.06046455774848,-2.90971495418617,0.00665430497328692,0.0408656722502659,-2.57818489092742,-2.71366684601456,"Favorable_Myeloid","RAD54L2",-0.41280169652541
"Myeloid","PDXDC1",-0.420244870909218,5.32317127228113,-2.90460603933479,0.00665887251245796,0.0408824228666215,-2.70853343843457,-2.71343950495787,"Favorable_Myeloid","PDXDC1",-0.414337991878486
"NEUT","EWSR1",-0.495472891116621,6.99633029413955,-3.12925507068575,0.00666733142394374,0.0409128700093458,-2.41824586411004,-2.71301884782657,"Favorable_NEUT","EWSR1",-0.627717586661561
"Myeloid","FKRP",-0.318907817865055,3.49552971413392,-2.93596329847287,0.00666751439325987,0.0409128700093458,-2.50323426909149,-2.71300975416319,"Favorable_Myeloid","FKRP",-0.318907817865055
"MONO","GOLT1B",-1.03162311420899,5.33119155359344,-3.02045957634013,0.00667380598613024,0.0409401698525201,-2.23511321721506,-2.71269719536936,"Favorable_MONO","GOLT1B",-0.870574534332155
"NEUT","MKNK2",0.886817798457463,6.06390398034642,2.95503414429744,0.00668135016493482,0.0409751364379483,-2.59833430823681,2.7123227586744,"Unfavorable_NEUT","MKNK2",0.495621162190242
"Myeloid","ZNF117",1.02558027846357,4.69747630164833,2.90213277673395,0.00668996730992165,0.0410066685407323,-2.69757858412765,2.71189553267957,"Unfavorable_Myeloid","ZNF117",1.02558027846357
"T Cells","GLCCI1",0.874492637787817,5.42702817491269,2.89746672359814,0.00669018288222488,0.0410066685407323,-2.50760901148034,2.71188485125034,"Unfavorable_T Cells","GLCCI1",0.865519610933479
"Myeloid","MATR3.1",1.178384862131,3.24289485466423,2.90146117481723,0.00670126370310188,0.0410600681678772,-2.51389442198089,2.71133622200337,"Unfavorable_Myeloid","MATR3.1",1.178384862131
"NEUT","CTDNEP1",0.672276138809486,6.45206557783337,3.27938618680145,0.00670275370279026,0.0410600681678772,-2.06050375171023,2.71126251193589,"Unfavorable_NEUT","CTDNEP1",0.614801904604128
"T Cells","BIRC2",-0.784525379178129,6.28854803727501,-2.9037385744284,0.00670443887272418,0.0410600681678772,-2.58572396619612,-2.71117916457236,"Favorable_T Cells","BIRC2",-0.630282090371101
"Myeloid","ETV5",-0.433547958706808,7.2398138793852,-2.90061353733243,0.00671554666257197,0.0411120521647869,-2.67421786010491,-2.71063025149978,"Favorable_Myeloid","ETV5",-0.160161941398054
"T Cells","NUCKS1",0.613343270520804,8.16695593393954,2.90512656393854,0.0067166276321246,0.0411120521647869,-2.71106021147567,2.7105768768684,"Unfavorable_T Cells","NUCKS1",0.498149242115928
"Myeloid","SLC27A4",0.69630675016964,2.98364424151836,2.94555319477952,0.00672182324030189,0.0411250937101842,-2.38840780863183,2.71032044295299,"Unfavorable_Myeloid","SLC27A4",0.69630675016964
"Myeloid","AC051619.8",-1.38736732091808,2.15793714565405,-2.90479186739943,0.00672258183784527,0.0411250937101842,-2.37169995113357,-2.71028301659567,"Favorable_Myeloid","AC051619.8",-1.38736732091808
"Myeloid","QSER1",0.559708859687367,5.42746889413459,2.90009424995963,0.00672431097030015,0.0411250937101842,-2.74004105288004,2.71019772187239,"Unfavorable_Myeloid","QSER1",0.559708859687367
"NEUT","ACTR1A",-0.536039430541567,5.50709454285047,-2.94973078069254,0.00673131138569457,0.0411510166981425,-2.8453956535567,-2.70985260642,"Favorable_NEUT","ACTR1A",-0.371031172315144
"Myeloid","MTHFD1",-0.427011069810415,4.48156837371907,-2.9026239229826,0.00673404611409953,0.0411510166981425,-2.7180821230534,-2.70971787389737,"Favorable_Myeloid","MTHFD1",-0.427011069810415
"NEUT","DDX39A",-0.696520334333269,5.9727682464671,-2.99417015503823,0.00673488061794222,0.0411510166981425,-2.48412170227465,-2.70967676998907,"Favorable_NEUT","DDX39A",-0.219231080129534
"T Cells","PBRM1",0.608064894632727,6.22339440084396,2.90846565776714,0.00673595786179146,0.0411510166981425,-2.58687886125195,2.70962371656749,"Unfavorable_T Cells","PBRM1",0.515587022228112
"T Cells","STAU1",0.552750392550676,6.26673622569261,2.89442262419937,0.00674004260414238,0.0411646527271686,-2.73107399266943,2.70942261544272,"Unfavorable_T Cells","STAU1",0.309241126301945
"Myeloid","OTUB1",-0.395924972020381,6.07856172360576,-2.89895464236946,0.00674358253176327,0.0411749547329618,-2.72831052868964,-2.7092484253645,"Favorable_Myeloid","OTUB1",-0.270554291790094
"MONO","EHBP1L1",0.430802621331216,6.07862616273732,2.91222147094693,0.00674549087881957,0.041175291713322,-2.84468625487705,2.70915455495965,"Unfavorable_MONO","EHBP1L1",0.664480724452935
"T Cells","AC245297.3",-0.477727797043912,7.9033411596422,-2.90013390739972,0.00676169293346283,0.0412568692492597,-2.6636563249996,-2.70835854613309,"Favorable_T Cells","AC245297.3",-0.614826479456753
"MONO","ARID5B",1.33353215531394,5.88717678627621,3.79958888909019,0.00676256887374786,0.0412568692492597,-0.631927577335527,2.70831555994786,"Unfavorable_MONO","ARID5B",0.704255961729268
"Myeloid","HIST1H2BK",-1.19056763849719,1.04913114923849,-2.89748412301336,0.00676852687491192,0.0412731327796411,-2.34041924379706,-2.70802330772073,"Favorable_Myeloid","HIST1H2BK",-1.19056763849719
"Myeloid","USP27X",1.29797215074723,1.09418837452069,2.89745923410927,0.00676894981092813,0.0412731327796411,-2.32680374534684,2.70800257062795,"Unfavorable_Myeloid","USP27X",1.29797215074723
"T Cells","SERPINB9",-0.545296909833474,7.26916471000707,-2.90535231319206,0.00677951935270935,0.0413262388197117,-2.6152248703188,-2.70748471031425,"Favorable_T Cells","SERPINB9",-0.514911169200408
"T Cells","YWHAE",-0.429558932223045,7.58079270721101,-2.89182618634144,0.00678431408987835,0.0413441236322016,-2.81860536848973,-2.70725002881599,"Favorable_T Cells","YWHAE",-0.0719825487002032
"T Cells","CDC73",0.45750040973558,6.28773128271153,2.89331081309276,0.0067872508886214,0.0413506793239043,-2.69231854016341,2.70710635890851,"Unfavorable_T Cells","CDC73",0.0453197592219008
"NEUT","SMIM25",-0.700101526824559,9.60745575611337,-2.94666342315196,0.00679893827841395,0.0414034073206217,-2.91754527486754,-2.70653515797755,"Favorable_NEUT","SMIM25",-1.26412163331743
"NEUT","UBE2R2",0.569112312995586,7.90503132341731,2.97505708955359,0.00680288126322181,0.0414034073206217,-2.71811755689684,2.70634265047717,"Unfavorable_NEUT","UBE2R2",0.352932969275516
"MONO","CCDC85B",-0.556738353597603,6.67450237508087,-3.43523303932344,0.00680328898266885,0.0414034073206217,-1.42083083418886,-2.70632275019872,"Favorable_MONO","CCDC85B",-0.106829454259394
"Myeloid","TSPYL5",0.447439865321236,3.71027018490367,3.00826023285238,0.006803359292839,0.0414034073206217,-2.41644855217266,2.70631931855522,"Unfavorable_Myeloid","TSPYL5",0.447439865321236
"NEUT","RPAIN",0.619141562728269,5.75565111425803,2.94879972543236,0.00680899220691174,0.0414263411405728,-2.59480128133673,2.70604449521423,"Unfavorable_NEUT","RPAIN",0.0667364820664444
"B Cells","HSPH1",1.23085466023701,9.78270844111623,2.77097061629305,0.00681275016768015,0.0414289640685426,-2.96206866303616,2.70586126226384,"Unfavorable_B Cells","HSPH1",0.0614328216616547
"B Cells","FCGRT",1.65637813478612,8.22561296046936,2.79409311809927,0.00681315246889845,0.0414289640685426,-2.85021592353014,2.70584165199725,"Unfavorable_B Cells","FCGRT",0.160831338673881
"Myeloid","VIRMA",0.489235419103093,4.88244957359005,3.08965253182679,0.0068195489023241,0.0414565135597098,-2.28716972878111,2.70552999607248,"Unfavorable_Myeloid","VIRMA",0.686402576155979
"Myeloid","AGGF1",0.483277967404158,5.37894887180978,2.96478329233311,0.00682190952162817,0.0414595206950373,-2.54330972871649,2.7054150450518,"Unfavorable_Myeloid","AGGF1",0.421304434129941
"T Cells","GORASP2",-0.750930985748631,5.90034364428296,-2.89664314403873,0.00682434604406991,0.0414629873538937,-2.56130108455102,-2.70529643538588,"Favorable_T Cells","GORASP2",-0.530847038562029
"Myeloid","DPY30",-0.489855385005289,5.97173452660355,-2.94669101559946,0.00682789755054593,0.0414719796511868,-2.61329452643954,-2.70512361654903,"Favorable_Myeloid","DPY30",-0.54890249305416
"T Cells","NEU1",-0.598585088459924,6.80173920736227,-2.90868106413406,0.00683060415104721,0.0414719796511868,-2.58793752040132,-2.70499196566584,"Favorable_T Cells","NEU1",0.0332745631670153
"T Cells","DOCK10",0.663384735933981,6.20086897371921,2.89026405563291,0.00683142560526323,0.0414719796511868,-2.70927441815094,2.70495201884796,"Unfavorable_T Cells","DOCK10",-0.180989521235308
"Myeloid","DOP1A",0.884446047386665,3.73808074311589,2.89357713813395,0.00683522340154705,0.0414796832161179,-2.67628266681034,2.70476739041632,"Unfavorable_Myeloid","DOP1A",0.884446047386665
"Myeloid","KLF7",-0.81944521188504,4.77653826541083,-2.90645756435869,0.00683642827928456,0.0414796832161179,-2.73583405049427,-2.70470883500078,"Favorable_Myeloid","KLF7",-0.700642557195922
"T Cells","SELENOW",0.457057704322002,8.27333765729377,2.8875746343084,0.00685739753848145,0.0415955544383072,-2.83848166485059,2.70369123975677,"Unfavorable_T Cells","SELENOW",0.425877754212516
"MONO","FHL3",-1.05067662617351,4.84497861778777,-3.04944248934126,0.00685969981678004,0.0415981632721167,-2.29084990497986,-2.70357968529659,"Favorable_MONO","FHL3",-0.549965351117908
"Myeloid","HMGA1",-0.534526101880607,6.03488984764678,-2.89503372669787,0.0068636393751121,0.0415994198522314,-2.70046105407434,-2.70338887617027,"Favorable_Myeloid","HMGA1",-1.09604635998121
"MONO","SRPK2",0.404517366580496,5.45072676786436,2.91815468114208,0.00686365152249338,0.0415994198522314,-2.74667284935394,2.70338828797448,"Unfavorable_MONO","SRPK2",0.449782297359448
"B Cells","ID2",1.4505542654008,8.3902902521969,2.85423727211358,0.00687214472169066,0.041624556401182,-2.89631533116641,2.70297726232707,"Unfavorable_B Cells","ID2",-0.508215484851993
"Myeloid","SUPT7L",-0.330933066984646,4.53733957418477,-2.9017099248032,0.00687331497436045,0.041624556401182,-2.73611105105188,-2.7029206641044,"Favorable_Myeloid","SUPT7L",-0.330933066984646
"NEUT","LPAR6",-0.65762389979103,6.79215927026483,-2.94422961171005,0.0068754069755271,0.041624556401182,-2.82225016139358,-2.70281950790967,"Favorable_NEUT","LPAR6",-0.562427269129375
"NEUT","HIPK3",0.534720408335365,6.8231879612018,2.94075656712101,0.00687788044228993,0.041624556401182,-2.87151035673376,2.70269994207604,"Unfavorable_NEUT","HIPK3",0.453719820279807
"MONO","GNAQ",-0.823558271563992,6.54358584980534,-2.95681460122999,0.00687882049982803,0.041624556401182,-2.39825291311881,-2.70265451041454,"Favorable_MONO","GNAQ",-0.375169281696291
"NEUT","DNMT1",0.546367772983952,5.52328275310849,2.95106363719907,0.00688002382525571,0.041624556401182,-2.74892485467271,2.70259636352473,"Unfavorable_NEUT","DNMT1",0.713521548268341
