"assay","ID","logFC","AveExpr","t","P.Value","adj.P.Val","B","z.std","cluster","gene","pos_avgLFC"
"B Cells","C1QC",3.004575188288,10.4042459894592,7.03962758671519,6.8561804838947e-11,1.52337474171656e-06,5.97854909839136,6.52377003273394,"Unfavorable_B Cells","C1QC",0.571205125497807
"MONO","VMO1",2.9243070240638,7.20195342019345,9.70404677755966,4.85568060371204e-10,5.3944183666939e-06,12.7575178540025,6.22369905784131,"Unfavorable_MONO","VMO1",1.8854155634938
"NEUT","FAM89B",1.61945522772097,6.65759624910994,9.61507100233369,1.18998686708729e-09,6.64025321133298e-06,12.0670811722956,6.0815871072474,"Unfavorable_NEUT","FAM89B",1.16162055520184
"B Cells","PLEK",2.07766758140791,8.39628205221408,6.50553982448673,1.40061897195817e-09,6.64025321133298e-06,4.67284193357146,6.0554083547611,"Unfavorable_B Cells","PLEK",0.573568101072501
"B Cells","HSPA1A",2.44612138434166,12.2627046967731,6.36278382096301,1.78469895582387e-09,6.64025321133298e-06,4.69916377170137,6.01628078980506,"Unfavorable_B Cells","HSPA1A",0.685548323259206
"B Cells","APOC2",2.87415132992536,9.21861950756214,6.38503710424571,1.79312837067365e-09,6.64025321133298e-06,4.71640783486028,6.01551758317417,"Unfavorable_B Cells","APOC2",0.711436212153452
"MONO","RBM3",-1.77740054084056,8.44123472050715,-8.60040852398149,4.25827751667027e-09,1.3516381163271e-05,11.5343036050955,-5.87383479344086,"Favorable_MONO","RBM3",-0.940434819830337
"NEUT","RRAS",3.17191483084566,6.80963182860985,8.74792604168446,5.03567743402338e-09,1.39859646133207e-05,10.3950380586455,5.84598886094134,"Unfavorable_NEUT","RRAS",2.26519297048157
"B Cells","GSN",3.19614572240522,8.4390102720284,6.23740765863834,6.56611328408445e-09,1.557948503411e-05,4.39381002280439,5.8016611924075,"Unfavorable_B Cells","GSN",0.393130098034937
"NEUT","PPP1R14B",1.81753523134405,6.24102886642933,9.68303326496628,7.01178497417074e-09,1.557948503411e-05,11.112034112903,5.79064209266137,"Unfavorable_NEUT","PPP1R14B",1.38709259410051
"MONO","MXD4",1.80628474445233,5.36208546275974,8.0754664667526,8.31520323574197e-09,1.58281940169362e-05,10.1677043417896,5.76194107220686,"Unfavorable_MONO","MXD4",1.53131336064019
"MONO","AP1S2",-1.3319548354102,8.69831761330808,-7.90488452367288,8.54846429646856e-09,1.58281940169362e-05,10.2219458260633,-5.75727095000476,"Favorable_MONO","AP1S2",-0.520363655215839
"NEUT","YPEL3",1.78575319964223,6.35103162745112,8.23887082545859,1.20264742699072e-08,2.05550947540822e-05,9.44978039605639,5.69935049156124,"Unfavorable_NEUT","YPEL3",1.296954514418
"MONO","LSP1",-1.96613950291577,8.46680548930516,-7.94269684508995,1.54099152243213e-08,2.44566361692282e-05,9.44497247620813,-5.65693604444078,"Favorable_MONO","LSP1",-0.879727529229872
"B Cells","TREM2",3.27163821359372,8.56208940403895,6.01424476848447,1.96348751044503e-08,2.879578143613e-05,3.86843776937348,5.61518790660337,"Unfavorable_B Cells","TREM2",1.0352432278744
"B Cells","C1QB",2.37832462233319,11.0208644853001,5.89230231470789,2.07359693495693e-08,2.879578143613e-05,3.16054047159473,5.60574614872175,"Unfavorable_B Cells","C1QB",0.297185699831621
"NEUT","MBD2",1.84220021696564,7.91304184381729,7.90305506565828,2.72825811416536e-08,3.56583335521413e-05,8.51156629993691,5.5580368388535,"Unfavorable_NEUT","MBD2",1.65261085173862
"NEUT","MAP2K2",2.0805300039448,6.52424269613801,8.80068075927726,3.05262003822243e-08,3.76812025718135e-05,9.65942278408469,5.53839165244908,"Unfavorable_NEUT","MAP2K2",1.50378291289138
"NEUT","ZNF106",1.37104872656961,7.64722576563736,7.66016707469798,5.02933495950415e-08,5.88141018238015e-05,8.43609619427382,5.45027020265345,"Unfavorable_NEUT","ZNF106",0.881391298044513
"MONO","CLK1",-1.25027389467731,7.94974262164765,-7.35661984999308,6.19251983157658e-08,6.87957990689e-05,8.08530684128156,-5.4131510813108,"Favorable_MONO","CLK1",-1.00736510021077
"MONO","HNRNPA1",-1.25652087161385,9.71113958367648,-7.2227261513699,7.19311595424685e-08,7.38967581872004e-05,8.04064658112386,-5.38627929498379,"Favorable_MONO","HNRNPA1",-1.12334419905469
"MONO","SASH3",-1.24036097761849,5.95646344885409,-7.22261406112234,7.31684000233318e-08,7.38967581872004e-05,8.11614551855457,-5.38321169551636,"Favorable_MONO","SASH3",-0.720606773205533
"MONO","NLRP3",-1.65778081827542,7.01958751602255,-7.24828788067331,8.13819951191838e-08,7.86185456327454e-05,7.80655404191913,-5.36403750357954,"Favorable_MONO","NLRP3",-0.480385137660642
"T Cells","IRF8",-2.44623546221277,5.88728351896325,-6.85014071133891,9.69821186228011e-08,8.97852372366674e-05,7.43404066980936,-5.33228957928322,"Favorable_T Cells","IRF8",-0.981919832433704
"T Cells","UBE2Q1",2.1347205212726,5.65016907981601,6.89234075832619,1.05844747689837e-07,9.40705779568197e-05,7.28121332950195,5.31639242917738,"Unfavorable_T Cells","UBE2Q1",1.15916650939466
"NEUT","CIRBP",-1.46567397023456,8.4786387139816,-7.36005092505279,1.16837295404289e-07,9.8553584053304e-05,7.4561336134266,-5.29837582001166,"Favorable_NEUT","CIRBP",-0.959018567117601
"NEUT","ZFYVE16",1.3297524262546,6.68445317846888,7.25183279389166,1.19759969820388e-07,9.8553584053304e-05,7.71192826909175,5.29386177307574,"Unfavorable_NEUT","ZFYVE16",0.909076211390326
"NEUT","KIN",1.02418594476504,5.9160519888251,7.40979650348818,1.41285291232454e-07,0.00011211492449621,7.35798160281937,5.26356920326868,"Unfavorable_NEUT","KIN",0.650431773030602
"MONO","SERPINA1",-1.83428411266302,9.67780238119369,-6.91482498098353,1.50941863476869e-07,0.000115647491882502,7.35994086663926,-5.2514068483892,"Favorable_MONO","SERPINA1",-0.917234210094312
"Myeloid","PTCH2",-1.99357187549579,4.58496920764213,-6.7002165169494,1.65719544804207e-07,0.000122737418866823,7.15893012911159,-5.23417928089263,"Favorable_Myeloid","PTCH2",-1.99357187549579
"Myeloid","IER5L",1.95480269271573,5.85274671709531,6.63719437472308,1.82240311144497e-07,0.00013061927333289,6.99878557247179,5.21659684649074,"Unfavorable_Myeloid","IER5L",1.95480269271573
"NEUT","DPY30",-1.11289828924419,6.06438097666301,-7.08745852703799,1.88947451907022e-07,0.000131194482310066,7.00724770508735,-5.20989507907942,"Favorable_NEUT","DPY30",-0.54890249305416
"B Cells","MARCKS",1.89829524601767,9.2127010484324,5.64680594942764,2.20943186178605e-07,0.000146202782041663,3.28191975398437,5.18079417205204,"Unfavorable_B Cells","MARCKS",0.754694898977442
"B Cells","CD81",2.90480192786413,8.81062403934819,5.477054986092,2.2372269631471e-07,0.000146202782041663,2.75189061259423,5.17846194632586,"Unfavorable_B Cells","CD81",1.95610997975127
"T Cells","CERT1",1.31289103918117,5.75679900574283,6.76304615435654,2.39530524250417e-07,0.000148909456604282,7.47054956039555,5.16570797189926,"Unfavorable_T Cells","CERT1",0.743945895417093
"NEUT","SRSF2",-1.17041758841935,7.97642684254759,-7.94130472936036,2.45818266230517e-07,0.000148909456604282,8.12318280878581,-5.16085977020444,"Favorable_NEUT","SRSF2",-0.70850024482317
"B Cells","CEBPD",3.32911276193939,8.91246211969629,5.37574465605631,2.51314681391566e-07,0.000148909456604282,2.40965935428884,5.15671887407342,"Unfavorable_B Cells","CEBPD",1.19631797294313
"NEUT","NHP2",-1.49809382464377,6.41850010309353,-7.07873478351387,2.55028115220116e-07,0.000148909456604282,7.01886372942818,-5.15397047357305,"Favorable_NEUT","NHP2",-0.746165999015684
"T Cells","XRN1",1.39419741507939,6.51432464718716,6.47169843276826,2.61373995569873e-07,0.000148909456604282,6.89118348664014,5.14936200068117,"Unfavorable_T Cells","XRN1",0.752315043550943
"NEUT","TLE5",1.40289956021236,6.53134809586616,7.48598104210235,2.8118979339372e-07,0.000155809280203846,7.29919137377986,5.1356371047872,"Unfavorable_NEUT","TLE5",0.832348089615987
"B Cells","ITGB2",2.12418056201711,8.96571527420265,5.69669337773426,2.87509810898676e-07,0.000155809280203846,3.26895557379205,5.13145575637725,"Unfavorable_B Cells","ITGB2",0.0825230530902584
"NEUT","RAB32",1.3316790331562,7.17192578478404,7.06088431869741,3.01853393112348e-07,0.000159687631941982,6.66288883057471,5.12228612000624,"Unfavorable_NEUT","RAB32",0.899247884593659
"NEUT","ABHD17A",1.05007408343367,6.37193109605233,6.95590299644372,3.45930022257819e-07,0.000177010570934518,6.64837388312831,5.09653314340862,"Unfavorable_NEUT","ABHD17A",1.04634671882761
"MONO","PFKFB3",-1.51677006514294,6.54200464569866,-6.64205928828174,3.5053175755519e-07,0.000177010570934518,6.39179568766853,-5.09402973238079,"Favorable_MONO","PFKFB3",-0.826468475563567
"MONO","DPM1",-1.37954221234172,5.9504672269192,-6.59651485515522,3.70120378538219e-07,0.000182748993127571,6.3505690795835,-5.08371643644723,"Favorable_MONO","DPM1",-1.05540706987348
"T Cells","JUND",2.80271524229284,9.58142759186764,6.34386948203129,3.95298777348719e-07,0.000190937902911113,6.08165344584465,5.07120783463423,"Unfavorable_T Cells","JUND",2.29081455145559
"T Cells","TMOD3",1.36184239833,6.70308253459472,6.31807377808511,4.07601165485286e-07,0.000191275876269108,6.46851425389903,5.06537313150251,"Unfavorable_T Cells","TMOD3",0.846452210840971
"NEUT","TET2",1.39127550290433,6.78180268581277,6.84388828658375,4.20296298305232e-07,0.000191275876269108,6.60651404254599,5.0595276648749,"Unfavorable_NEUT","TET2",0.950488915351807
"MONO","EEF1D",-1.11812013901033,10.0078905428841,-6.44905829193547,4.23623676071344e-07,0.000191275876269108,6.26598440350304,-5.05802375416852,"Favorable_MONO","EEF1D",-0.718090472232336
"MONO","HMGN2",-0.833428503962233,8.76088512671364,-6.5335520008253,4.30433134409983e-07,0.000191275876269108,6.38913953206015,-5.05498121450156,"Favorable_MONO","HMGN2",-0.519241551675516
"NEUT","TUBB",-1.24580602029329,7.79256035125606,-6.89302849001832,4.5902863800473e-07,0.000199353281680082,6.14504044032599,-5.04269164595498,"Favorable_NEUT","TUBB",-0.61775591254479
"MONO","AC103591.3",-2.33554508726253,5.92698367432066,-6.5334990881947,4.7344141366046e-07,0.000199353281680082,5.52318925338927,-5.03677472907798,"Favorable_MONO","AC103591.3",-2.0557165654205
"NEUT","CXCL2",-3.94703037015317,7.28188720148104,-6.86152618567073,4.77767571341173e-07,0.000199353281680082,5.95644291385885,-5.0350325785327,"Favorable_NEUT","CXCL2",-2.58990878845376
"NEUT","ELF2",0.849505184671978,6.86941810181994,6.67955946806614,4.84498726797985e-07,0.000199353281680082,6.33468754064668,5.03235195549663,"Unfavorable_NEUT","ELF2",0.616873279982387
"B Cells","VAMP2",-1.66962970238558,7.88630622004103,-5.29595047350617,5.32012926444179e-07,0.00021290718149788,1.97397314926047,-5.01439247833538,"Favorable_B Cells","VAMP2",-0.73269327760439
"Myeloid","TRIM5",0.81381966456184,4.04353256409305,6.26021386828422,5.36603904940874e-07,0.00021290718149788,6.02474481044411,5.01273996994219,"Unfavorable_Myeloid","TRIM5",0.81381966456184
"T Cells","RALBP1",1.1649260659922,6.8000752621788,6.22397694280681,5.69993041658174e-07,0.000220886288824029,6.02697981039707,5.0011163334084,"Unfavorable_T Cells","RALBP1",0.861660151840678
"NEUT","RALBP1",1.00660794084069,6.78056466670838,6.67376842965527,5.89531499661814e-07,0.000220886288824029,5.85033682752037,4.99461534152244,"Unfavorable_NEUT","RALBP1",0.861660151840678
"T Cells","MDFIC",2.18886463998266,6.05528351396633,6.19020639154756,5.90717027843369e-07,0.000220886288824029,6.08838670156983,4.99422759678592,"Unfavorable_T Cells","MDFIC",2.18886463998266
"MONO","FRAT2",0.957666329321855,5.32155687530936,6.3197293045467,5.96479469347934e-07,0.000220886288824029,6.0267908277436,4.99235352430426,"Unfavorable_MONO","FRAT2",1.34029062102469
"Myeloid","FEM1A",-0.897209905434649,4.50036705985753,-6.67722688108033,6.18606056793112e-07,0.000224603425454223,6.96913784751258,-4.98531606133296,"Favorable_Myeloid","FEM1A",-0.897209905434649
"NEUT","METRNL",1.5995565190498,7.92412969214586,6.61059777765854,6.41799789098908e-07,0.000224603425454223,5.85915726074237,4.97819500098468,"Unfavorable_NEUT","METRNL",1.34345919882211
"NEUT","MDM2",1.1410699136689,6.29900851718817,6.5635979540192,6.46164358410216e-07,0.000224603425454223,6.07726480748331,4.97688274834997,"Unfavorable_NEUT","MDM2",0.6565300040084
"Myeloid","MBD2",1.64030089544861,5.22927324084689,6.25380635847646,6.47823328015439e-07,0.000224603425454223,5.45918961654522,4.97638620148591,"Unfavorable_Myeloid","MBD2",1.65261085173862
"B Cells","BHLHE41",3.89977185782564,8.62350076574044,6.2618867968464,6.69193958789339e-07,0.000224603425454223,4.73618312440751,4.97009705471543,"Unfavorable_B Cells","BHLHE41",1.82584348724733
"B Cells","CTSZ",2.51353300105683,8.79616408183275,5.73085731735592,6.75089381165826e-07,0.000224603425454223,2.33008678788207,4.96839615047016,"Unfavorable_B Cells","CTSZ",1.20402456186386
"T Cells","PPP2R1A",-0.862903629911359,6.55702150288704,-6.13576378274616,6.92025364658518e-07,0.000224603425454223,5.95663945803943,-4.96358835768068,"Favorable_T Cells","PPP2R1A",-0.68713239771974
"Myeloid","UBE2Q1",1.22410908753292,5.24162912482873,6.26907806294308,7.00080148328839e-07,0.000224603425454223,5.52933930714737,4.9613414141626,"Unfavorable_Myeloid","UBE2Q1",1.15916650939466
"B Cells","BTG1",-3.15422638647712,10.8136649388804,-5.27994462166384,7.02530234836556e-07,0.000224603425454223,2.23560778579618,-4.96066288319906,"Favorable_B Cells","BTG1",-0.994212963744696
"MONO","DUSP1",-1.10655870522105,12.4666858370498,-6.28022331953836,7.07603392672741e-07,0.000224603425454223,5.84131463067287,-4.95926513316435,"Favorable_MONO","DUSP1",-0.497992610786126
"NEUT","NIPBL",1.45348905456907,6.82973121310351,6.7945807316518,7.31588341497825e-07,0.000227828014174324,5.71902396270327,4.95278489005332,"Unfavorable_NEUT","NIPBL",0.851185397369469
"Myeloid","AL035071.1",-1.13487161920621,3.53853879058452,-6.19203420643145,7.41431519041796e-07,0.000227828014174324,5.56427857646131,-4.95018452160752,"Favorable_Myeloid","AL035071.1",-1.13487161920621
"Myeloid","AC026979.2",-1.5849172807304,4.01279824927601,-6.17808617509483,7.48523562479213e-07,0.000227828014174324,5.63932537826952,-4.94833148013971,"Favorable_Myeloid","AC026979.2",-1.28209735026111
"T Cells","LTN1",1.36622470857782,5.76411044169073,6.11588806294521,7.60017780798958e-07,0.000228200473940163,5.57566013702786,4.94536383955603,"Unfavorable_T Cells","LTN1",0.923912771708221
"Myeloid","GPR89A",-1.09294030278703,3.56139507002589,-6.44091312142325,8.11897612240623e-07,0.000237370490775061,6.67829635296867,-4.93248561347146,"Favorable_Myeloid","GPR89A",-1.09294030278703
"T Cells","AC114760.2",-2.51951184081461,7.01467676970615,-6.08626314751765,8.11924807547802e-07,0.000237370490775061,5.45680020769135,-4.93247907295419,"Favorable_T Cells","AC114760.2",-2.26960183090126
"T Cells","KIF2A",1.43152447772222,7.11142547085759,6.05976191781469,8.63390078169984e-07,0.000246015500938267,5.74636064594532,4.92046461819358,"Unfavorable_T Cells","KIF2A",1.24562215422925
"MONO","UBAC1",1.49180140391052,5.84187230323684,6.39495714199293,8.63639636040542e-07,0.000246015500938267,4.63811153075136,4.92040805726139,"Unfavorable_MONO","UBAC1",1.15053998968067
"NEUT","FGD3",1.12437083767768,5.52175810760184,6.43494116825799,8.90943574778403e-07,0.000246399248516776,5.80595597513506,4.91431290987955,"Unfavorable_NEUT","FGD3",0.184181002424957
"B Cells","CSF1R",2.34822558166224,8.59525746254509,5.20749674108901,9.02116595022961e-07,0.000246399248516776,2.26710128959538,4.91187043480727,"Unfavorable_B Cells","CSF1R",0.165880626951402
"NEUT","HNRNPA1",-1.25081676312081,9.5958617160599,-6.47836741150694,9.08721180286615e-07,0.000246399248516776,5.56744821815001,-4.9104403031639,"Favorable_NEUT","HNRNPA1",-1.12334419905469
"Myeloid","COPG2",-0.726944817779548,3.21941237968708,-6.07625927709737,9.09345082063804e-07,0.000246399248516776,5.51396439625726,-4.91030572363863,"Favorable_Myeloid","COPG2",-0.726944817779548
"T Cells","PARP4",1.50797512586129,5.49963338104287,6.19298781665619,9.39870095145425e-07,0.000251602092096822,5.68673771686406,4.90382755158644,"Unfavorable_T Cells","PARP4",1.16800235727323
"NEUT","CSNK1G2",1.14873208039011,5.89774330646632,6.38472108060757,1.01045951764353e-06,0.000264919304974527,5.66374090565363,4.8895905156378,"Unfavorable_NEUT","CSNK1G2",0.943923644499588
"MONO","CKS2",-1.91746881567432,6.79739466084089,-6.40938442488967,1.01406681882807e-06,0.000264919304974527,5.20622450519751,-4.88888894045964,"Favorable_MONO","CKS2",-1.16179674304358
"Myeloid","INAFM2",0.933597515204,5.3618986847206,6.14013021429327,1.03317639660447e-06,0.000264919304974527,5.44597686498598,4.8852119719137,"Unfavorable_Myeloid","INAFM2",0.933597515204
"NEUT","CDKN2D",1.24567743010337,6.57116444606743,6.37170243640471,1.05732791658946e-06,0.000264919304974527,5.47686266233,4.88065738920274,"Unfavorable_NEUT","CDKN2D",0.431268559705341
"Myeloid","PHACTR2",1.05602563519739,4.56172067716689,6.03613712349842,1.05926834465279e-06,0.000264919304974527,5.25819647472998,4.88029581384502,"Unfavorable_Myeloid","PHACTR2",0.738140747801362
"Myeloid","WRNIP1",0.659440497939925,3.89700201613625,6.19549803601939,1.06859176415262e-06,0.000264919304974527,5.44927506448738,4.87856734890868,"Unfavorable_Myeloid","WRNIP1",0.659440497939925
"MONO","CFAP298",1.15329676828413,5.1198927510995,6.19671412833973,1.07307878157016e-06,0.000264919304974527,5.37281434216417,4.87774066955119,"Unfavorable_MONO","CFAP298",0.517166132787091
"T Cells","MYC",-2.18240130023536,5.80909886859547,-7.25312674456669,1.15742726682957e-06,0.000280639063395252,7.90200176352026,-4.86278982420593,"Favorable_T Cells","MYC",-1.03659919619921
"NEUT","FRAT2",1.69250201543701,5.803510494622,6.58568354543578,1.16201421451745e-06,0.000280639063395252,5.67064518344581,4.86200715522963,"Unfavorable_NEUT","FRAT2",1.34029062102469
"Myeloid","AC100858.3",-1.28163128747729,3.26104105102327,-6.52718760690622,1.2020591537882e-06,0.000285980703630891,6.11473788820313,-4.85529786738238,"Favorable_Myeloid","AC100858.3",-1.28163128747729
"MONO","PRKDC",1.34129131428857,5.36189832363005,6.2159660600387,1.20987380806084e-06,0.000285980703630891,5.35653615123868,4.85401368617388,"Unfavorable_MONO","PRKDC",0.997666296770953
"MONO","JUND",1.78210403305402,9.7661740554408,6.34903970134347,1.26028590654702e-06,0.000294760974290193,5.66859386649835,4.8459163844619,"Unfavorable_MONO","JUND",2.29081455145559
"Myeloid","GPR89B",-1.05306649258533,2.87995607557004,-5.98099794202203,1.34185366718862e-06,0.000310569235742333,5.11576776874092,-4.83345241186138,"Favorable_Myeloid","GPR89B",-1.05306649258533
"MONO","BLOC1S2",-1.06248660059754,6.73717476908852,-6.09276285646022,1.40583280664286e-06,0.000322022671451522,5.2659004963765,-4.82417594230314,"Favorable_MONO","BLOC1S2",-0.604162673647795
"MONO","PEPD",0.950773707911651,6.11136029881572,6.13269497322269,1.48868515702089e-06,0.000337521382692318,5.15565758393849,4.81274859529833,"Unfavorable_MONO","PEPD",0.404755867656544
"NEUT","PQBP1",-0.874634142640734,6.18754488605177,-6.25465830789556,1.53691393734869e-06,0.000341936161976043,5.21512759026413,-4.80637513871392,"Favorable_NEUT","PQBP1",-0.430357875907001
"NEUT","CFLAR",1.17834784252135,7.95797528943792,6.21765173553176,1.53893587459401e-06,0.000341936161976043,5.16699946989913,4.80611215789502,"Unfavorable_NEUT","CFLAR",0.600244516721342
"NEUT","LMO2",1.37294910188089,7.38478645710685,6.3776639499636,1.57358572449919e-06,0.000346173279333143,5.26515942265064,4.80165635221529,"Unfavorable_NEUT","LMO2",1.30684351214464
"NEUT","NPM1",-1.05269351406962,8.96123536693823,-6.18805022629251,1.65852389696557e-06,0.000361281788888999,5.05261434567781,-4.79112060626302,"Favorable_NEUT","NPM1",-0.665220411085964
"NEUT","POLR2G",-0.904194027838209,6.49637726258948,-6.18027751312617,1.69146172119586e-06,0.000364879494983018,5.10761530589132,-4.78717400727763,"Favorable_NEUT","POLR2G",-0.615045022562366
"B Cells","APOE",2.9779314213203,11.1385565024034,4.94738356463167,1.72328507408836e-06,0.000367649696113226,1.32906386278421,4.78343048412728,"Unfavorable_B Cells","APOE",0.647486010012678
"NEUT","SMAP1",0.844090143342002,6.42384014601223,6.31663245608571,1.75351224071704e-06,0.000367649696113226,5.06887008030678,4.77993574944184,"Unfavorable_NEUT","SMAP1",0.371220127180819
"NEUT","MIER1",0.992901726131572,6.54069945909703,6.59747404785119,1.75394337224906e-06,0.000367649696113226,5.79746550526629,4.77988632382873,"Unfavorable_NEUT","MIER1",0.657135442112209
"MONO","EWSR1",-0.633960594038069,6.98707090596099,-5.89581070052056,1.93045745175953e-06,0.000400441963154277,4.95966033109995,-4.76057127189387,"Favorable_MONO","EWSR1",-0.627717586661561
"T Cells","MARS",-0.912059800871545,5.44991295093098,-5.86324994217983,1.94643017330492e-06,0.000400441963154277,5.08935418181602,-4.75890810821174,"Favorable_T Cells","MARS",-0.698023893231558
"B Cells","PCBP2",-1.34634037874206,8.31246411315268,-4.981333823488,2.00696351287972e-06,0.000409107543969491,1.56177049461919,-4.75272186068364,"Favorable_B Cells","PCBP2",-0.524305746283783
"MONO","TGIF1",-2.08025666042056,6.86493737173422,-6.05943244541581,2.11742821907207e-06,0.000427154826601771,5.18657350313052,-4.74188116433945,"Favorable_MONO","TGIF1",-1.11191994491983
"Myeloid","MAP2K2",1.42569590466967,5.96347864595536,5.87362704378171,2.13519393415294e-06,0.000427154826601771,4.48330686946992,4.74018858339594,"Unfavorable_Myeloid","MAP2K2",1.50378291289138
"MONO","STK24",-1.05989311964395,6.02552397976057,-5.93568791369987,2.15317253609066e-06,0.000427154826601771,4.8777538770185,-4.73848943428494,"Favorable_MONO","STK24",-0.262036448891935
"T Cells","NUB1",1.08480798955625,6.89847657195563,5.74023764759004,2.19653035508052e-06,0.000429416532946318,4.65120797395891,4.73444711296668,"Unfavorable_T Cells","NUB1",0.804385076861986
"T Cells","RBM3",-0.951822954567512,8.2451699692928,-5.73896095398835,2.20322628182547e-06,0.000429416532946318,4.82119945862498,-4.73382968135732,"Favorable_T Cells","RBM3",-0.940434819830337
"MONO","ABRACL",-1.34786700876746,7.71331731960321,-6.07623250663785,2.26965469027385e-06,0.000438517022288649,5.21997653378179,-4.72780009766184,"Favorable_MONO","ABRACL",-0.599245480674869
"NEUT","SRRM2",1.24584500915461,8.26627613534366,6.04714952686659,2.37105064831859e-06,0.000454158399611989,4.55127220982371,4.71891568092324,"Unfavorable_NEUT","SRRM2",0.996541676835421
"Myeloid","FAM89B",1.21813180110981,5.13791216619879,5.89862474739366,2.41317937730094e-06,0.000455000515939511,4.7473525994457,4.71533115582502,"Unfavorable_Myeloid","FAM89B",1.16162055520184
"Myeloid","STK11IP",-0.70758963030685,3.36722538863556,-5.73544858100507,2.41640311809093e-06,0.000455000515939511,4.78817373267865,-4.71505934358035,"Favorable_Myeloid","STK11IP",-0.70758963030685
"MONO","C7orf50",-1.0629550561516,5.9122930648536,-5.80972747293858,2.45462765137175e-06,0.000458314048620411,4.75489108544859,-4.71186268309928,"Favorable_MONO","C7orf50",-0.74223092552793
"NEUT","TMEM123",-0.936626831811536,7.38596343438834,-6.08595854024551,2.5074314874742e-06,0.000464271835168244,4.63907867655939,-4.70752450313376,"Favorable_NEUT","TMEM123",-0.574007708856219
"T Cells","ORAI2",-0.948354259549199,5.66713697706256,-5.78026375213965,2.54722009700613e-06,0.000464994080997722,4.67518606950672,-4.70431316273964,"Favorable_T Cells","ORAI2",-0.418286459208829
"B Cells","HSPA1B",2.13365681198286,10.8515923299936,4.88566446348588,2.55318771689645e-06,0.000464994080997722,1.50822144137559,4.70383567326952,"Unfavorable_B Cells","HSPA1B",0.61541642515083
"MONO","ACTB",-1.2993837296395,13.4741880276482,-5.843147153053,2.60474871940322e-06,0.000470527738182277,4.61206119642136,-4.69975415326691,"Favorable_MONO","ACTB",-0.456007819269693
"NEUT","BRI3",1.45955708855591,9.54274614273714,6.28263271957846,2.8047996991277e-06,0.000502579391249342,4.43619279845207,4.6846198794354,"Unfavorable_NEUT","BRI3",1.15040264876482
"NEUT","TLN1",1.60892328735864,8.32079292806579,6.30900818971775,2.87847158218541e-06,0.000511654080676621,5.0098266178845,4.67930629533163,"Unfavorable_NEUT","TLN1",1.28631987704002
"NEUT","TMEM134",-1.04055191744351,5.91688122482817,-5.94529817416459,3.17882021154021e-06,0.000560557192700094,4.4762701325833,-4.65891396202686,"Favorable_NEUT","TMEM134",-0.332369570656958
"Myeloid","UBXN11",-0.820797902657612,3.12591339961011,-5.68857092793966,3.25135303162364e-06,0.000565447654640456,4.45745401459795,-4.65426697650944,"Favorable_Myeloid","UBXN11",-0.578628414508497
"NEUT","GNAS",1.58928253698421,8.86809367551993,5.96860402993028,3.25745082109809e-06,0.000565447654640456,4.24257899757883,4.65388085030701,"Unfavorable_NEUT","GNAS",1.29170357557762
"MONO","DDX24",0.809595838425579,7.29143985558976,6.81669043285498,3.32994930649589e-06,0.000573551501093273,7.01838059624235,4.649342451656,"Unfavorable_MONO","DDX24",0.530127644233017
"Myeloid","RFNG",1.3955721796302,4.36262202716524,5.62978825930691,3.3995415935877e-06,0.000576624411368818,4.41784950849492,4.64507425400845,"Unfavorable_Myeloid","RFNG",1.3955721796302
"NEUT","LRRFIP2",1.15600340225576,5.88602895318414,5.93860050634618,3.39969386062897e-06,0.000576624411368818,4.38296530511921,4.64506500743947,"Unfavorable_NEUT","LRRFIP2",0.48641261983659
"NEUT","CKS2",-1.74854948155112,7.20152093977747,-6.06201310976692,3.47683513744487e-06,0.000585240908476421,4.27836620743914,-4.6404308469238,"Favorable_NEUT","CKS2",-1.16179674304358
"NEUT","ID2",-1.31625168856384,8.45212537809593,-6.16461821514103,3.52508531149369e-06,0.000588901282226153,4.34279289884054,-4.63758214358288,"Favorable_NEUT","ID2",-0.508215484851993
"T Cells","SLC39A1",-1.21454660788595,5.9103638308827,-5.5848503742068,3.64966556748419e-06,0.000605163576447248,4.18343165255167,-4.63039628577761,"Favorable_T Cells","SLC39A1",-0.682390472555771
"NEUT","JUND",2.28806647380089,10.153306204321,6.46860457579958,3.7164797425029e-06,0.00061167750665683,5.33929109253288,4.62663872064188,"Unfavorable_NEUT","JUND",2.29081455145559
"T Cells","MXD4",1.4576330240836,6.40680285468924,5.6325534524061,3.7457524346553e-06,0.000611962304011809,4.30836359725936,4.62501281393202,"Unfavorable_T Cells","MXD4",1.53131336064019
"NEUT","ERGIC3",-1.12075012076351,6.81367403047172,-6.80273701411681,3.87628474283718e-06,0.000628359006581431,6.45448523850299,-4.61790776012328,"Favorable_NEUT","ERGIC3",-0.825381284681659
"NEUT","ZNF593",-0.874755951672642,6.17649715096497,-5.85189828779059,3.90267531879191e-06,0.000628359006581431,4.30953931311232,-4.61649919707313,"Favorable_NEUT","ZNF593",-0.565448466282913
"Myeloid","DENND1C",-0.676257391850867,4.42727288993969,-5.55696921222181,4.05023675960303e-06,0.000645058428938006,4.26921746588395,-4.60878767998998,"Favorable_Myeloid","DENND1C",-0.656143495766352
"MONO","AREG",-3.0960967953137,7.26436087964251,-5.62988531220518,4.06445744863949e-06,0.000645058428938006,4.15314883099875,-4.60805879506054,"Favorable_MONO","AREG",-1.79533518543386
