"assay","estimate","std.error","statistic","p.value","FDR","log10FDR"
"MTC_1",-0.783929049732889,0.670778487633597,-1.16868543667593,0.242530391608877,0.24579117640948,0.60943371178909
"MTC_2",-1.90370895734248,0.646283557535725,-2.9456249275493,0.00322302964439947,0.00958886994985845,2.01823257150072
"MTC_3",-1.46004066521138,0.474299967913452,-3.07830648109553,0.00208180691282178,0.00958886994985845,2.01823257150072
"MTC_4",1.19284809436989,0.415680014536635,2.86963061166069,0.00410951569279648,0.00958886994985845,2.01823257150072
"MTC_5",1.72146800754811,1.03747980937272,1.6592785632994,0.0970596728558569,0.1358835419982,0.866833141149785
"MTC_6",1.18033527774018,1.01697545254821,1.16063300720056,0.24579117640948,0.24579117640948,0.60943371178909
"MTC_Prolif",1.47574793063566,0.643597094361507,2.29296860343925,0.0218498125863061,0.0382371720260356,1.41751423509112
