source,target,ligand_complex,receptor_complex,lr_means,cellphone_pvals,expr_prod,scaled_weight,lr_logfc,spec_weight,lrscore,lr_probs,cellchat_pvals,specificity_rank,magnitude_rank
NEUT,MONO,HLA-A,APLP2,2.2543144,0.0,4.7743735,0.672817,0.83487546,0.035902373,0.94500595,0.12885445340540305,0.0,0.02541546781445934,0.0010953320235754674
NEUT,NEUT,VCAN,CD44,2.2529964,0.0,4.909739,2.7411206,2.9571514,0.15697968,0.94572794,0.13960993910094266,0.0,0.00026635912961100105,0.0011112271618267332
T Cells,NEUT,HLA-C,LILRB2,2.2321846,0.0,3.7892544,1.3602396,1.7470008,0.086996384,0.93868285,0.10337800570563928,0.0,0.014529270779358382,0.0012525146467535244
B Cells,MONO,HLA-A,APLP2,2.2310882,0.0,4.6954174,0.65342915,0.95426154,0.035308637,0.944571,0.13106243520184707,0.0,0.028094965857831774,0.0012786142555332289
MTC_456,T Cells,SPP1,CD44,3.4802673,0.0,6.0548058,0.93726057,2.6649728,0.03921197,0.9508631,0.08349996510664219,0.0,0.014529270779358382,0.0012862869384625776
NEUT,NEUT,HLA-A,APLP2,2.2276983,0.0,4.624851,0.6465639,0.72621703,0.034777988,0.9441733,0.1287938181934625,0.0,0.03151632864973109,0.0013050696913387073
MONO,MONO,VCAN,CD44,2.2234178,0.0,4.7310066,2.6954622,3.5428896,0.15126504,0.94476837,0.13244333063181377,0.0,0.00028996590112189807,0.0013318832459783192
MTC_Prolif,MTC_Prolif,C3,CD81,2.2214215,0.0,4.8649077,0.4221869,0.3772117,0.08138302,0.945492,0.13125045614846997,0.0,0.014529270779358382,0.0013590572088727124
MTC_Prolif,NEUT,HMGB1,CXCR4,2.219244,0.0,4.280048,0.8995007,1.1653546,0.032595355,0.9420958,0.10900374666085424,0.0,0.04838032217783993,0.0013958537470140767
MTC_456,B Cells,SPP1,CD44,3.4188752,0.0,5.3252897,0.8474821,2.4405031,0.0344875,0.9477756,0.08227118850866559,0.0,0.033210852737405795,0.0014025386416913965
MTC_Prolif,T Cells,LGALS1,CD69,2.21363,0.0,4.8930683,1.1275209,1.8624922,0.057713415,0.94564056,0.12047968771310236,0.0,0.014529270779358382,0.0014144955051698515
NEUT,MONO,VCAN,CD44,2.211546,0.0,4.6891627,2.68049,3.120103,0.14992717,0.9445361,0.13088321199234806,0.0,0.00031456977386280956,0.0014522693801842512
MTC_123,T Cells,HMGB1,CXCR4,2.2086887,0.0,4.852763,0.9055743,1.6299437,0.036956962,0.9454276,0.12820596715517035,0.0,0.02095137039561839,0.0014618154995224167
MONO,T Cells,B2M,CD3D,3.033202,0.0,6.069183,1.8914497,1.8732842,0.14364907,0.95091856,0.08049439826764751,0.0,0.0016172419939160308,0.001499360136260408
B Cells,NEUT,HLA-A,APLP2,2.2044723,0.0,4.5483675,0.62717605,0.8456031,0.034202848,0.94373214,0.13100091722140841,0.0,0.035215433679573256,0.0015101662169115513
MONO,MONO,LGALS1,ITGB1,2.204227,0.0,3.6500747,0.85640347,1.3793299,0.04633481,0.9375971,0.09804170603293413,0.0,0.014529270779358382,0.0015199609743683175
B Cells,T Cells,B2M,CD3D,3.0191967,0.0,6.0337863,1.875208,1.8716682,0.14281128,0.9507818,0.08106314503154013,0.0,0.0017386522639858768,0.0015395905135468819
MTC_Prolif,B Cells,LGALS1,CD69,2.193595,0.0,4.807742,1.1081705,1.7716641,0.056706995,0.9451867,0.12298494937887343,0.0,0.014529270779358382,0.001661507943622201
MONO,MONO,HLA-A,APLP2,2.1904554,0.0,4.5572877,0.6195152,0.83345234,0.034269925,0.9437841,0.12589124865734505,0.0,0.03455244019053779,0.0016929257968037743
MONO,NEUT,MIF,CD44_CD74,2.176939,0.0,4.6290493,1.594096,1.8099267,0.06631762,0.9441972,0.13072030978375926,0.0,0.014529270779358382,0.0018671031629402287
MTC_Prolif,T Cells,B2M,CD3D,2.8942392,0.0,5.717968,1.7302618,1.6695834,0.13533631,0.9495086,0.07595411040258895,0.0,0.0024549254850862474,0.002019775499508872
MONO,NEUT,HLA-A,APLP2,2.1638396,0.0,4.4145637,0.593262,0.7247939,0.033196665,0.9429341,0.12583180643191966,0.0,0.04231173712667173,0.0020407331061577908
MTC_Prolif,MTC_456,HMGB1,HAVCR2,2.1584053,0.0,3.9122956,0.6148124,1.013188,0.04948749,0.93959606,0.10127468837401084,0.0,0.014529270779358382,0.0020887610049123376
MONO,MTC_Prolif,LGALS1,ITGB1,2.1529806,0.0,3.3114834,0.80250716,1.1206367,0.042036667,0.9346877,0.08838248697404515,0.0,0.014529270779358382,0.0021995269729761548
MTC_Prolif,T Cells,HLA-B,KLRD1,2.151806,0.0,4.285487,1.7623645,1.9587306,0.13011818,0.94213045,0.11157362136682429,0.0,0.0032464183054640413,0.0022120672705203833
MONO,MONO,MIF,CD44_CD74,2.135489,0.0,4.421083,1.5334656,1.9728783,0.06333821,0.9429738,0.1224701590928424,0.0,0.014529270779358382,0.002379388581788163
MTC_123,MTC_123,C3,CD81,2.1346102,0.0,4.4278617,0.35038477,0.84033823,0.07407186,0.943015,0.12252705464437745,0.0,0.014529270779358382,0.0024058452623779603
NEUT,MONO,LGALS1,ITGB1,2.131093,0.0,3.4884646,0.8075274,1.0921402,0.0442833,0.93625903,0.0904819629872574,0.0,0.014529270779358382,0.0024458914431428223
MTC_456,T Cells,B2M,CD3D,2.7901042,0.0,5.454777,1.6094711,1.560419,0.12910694,0.948367,0.07355391744848519,0.0,0.0038916846434769036,0.0024716897375890406
MONO,NEUT,HLA-B,LILRB2,2.1269755,0.0,3.5494285,1.1234161,1.1825144,0.06889559,0.9367741,0.09405582565481503,0.0,0.014529270779358382,0.0024999639528334805
T Cells,T Cells,B2M,CD3G,3.164309,0.0,4.5730143,2.0643146,2.0397983,0.16650355,0.94387543,0.07302159402094191,0.0,0.00032856517390391813,0.002510462537056325
B Cells,NEUT,HLA-B,LILRB2,2.1263695,0.0,3.5480468,1.1228976,1.2339299,0.06886878,0.9367625,0.09563921218644911,0.0,0.014529270779358382,0.0025136036256615483
MTC_Prolif,MTC_Prolif,HMGB1,HAVCR2,2.1182218,0.0,3.6693974,0.5773483,0.71057546,0.046415016,0.9377514,0.09291424127685358,0.0,0.014529270779358382,0.00256865094865623
MTC_Prolif,NEUT,HMGB1,CD163,2.1160932,0.0,3.6565309,0.823593,1.2109004,0.04855228,0.9376488,0.08675970231240243,0.0,0.014529270779358382,0.002666877554694557
MONO,NEUT,LGALS1,ITGB1,2.1131103,0.0,3.048055,0.76056975,1.1362407,0.03869265,0.9321115,0.08088698802878898,0.0,0.01454784403980166,0.00270971821295537
MTC_456,T Cells,LGALS1,CD69,2.1120646,0.0,4.4263096,1.0596455,2.0593066,0.052208025,0.9430055,0.10437441912268453,0.0,0.014529270779358382,0.0027530081673318822
MTC_123,T Cells,B2M,CD3D,2.6194,0.0,5.023339,1.4114623,1.2253834,0.118895404,0.94631195,0.06924292637399496,0.0,0.014529270779358382,0.0028562639778568727
MTC_456,B Cells,LGALS1,CD69,2.0920296,0.0,4.3491225,1.0402952,1.9684786,0.05129761,0.94253093,0.10658537127656174,0.0,0.014529270779358382,0.0030844043715495544
T Cells,T Cells,HLA-B,CD3D,2.5077796,0.0,4.7412286,2.1216292,2.382175,0.1768979,0.94482464,0.06582855184608394,0.0,0.0001746088151489835,0.003208985932908987
MTC_456,MONO,CD14,ITGB1,2.083407,0.0,3.383089,0.42016268,1.1503885,0.04263462,0.93533766,0.09382818834092684,0.0,0.014529270779358382,0.0032271728921073484
NEUT,T Cells,B2M,CD3G,2.8828397,0.0,4.10467,1.7378286,1.5672294,0.1494511,0.940944,0.0655906168809294,0.0,0.003685002320694003,0.003254984243298624
MTC_456,T Cells,SPP1,PTGER4,3.3271952,0.0,4.2358627,0.66795754,2.3569849,0.068638146,0.9418121,0.06554502551105432,0.0,0.014529270779358382,0.0032781446241633566
NEUT,MTC_Prolif,LGALS1,ITGB1,2.0798466,0.0,3.164865,0.7536311,0.8334468,0.04017546,0.93329173,0.08150024208009413,0.0,0.014529270779358382,0.0033411614206922315
B Cells,T Cells,B2M,CD3G,2.8033273,0.0,3.9723673,1.6455989,1.5090319,0.14463398,0.94002706,0.06463390033383909,0.0,0.005007401058691467,0.0034914667342984735
T Cells,T Cells,HLA-A,CD3D,2.4505713,0.0,4.5966406,2.219826,2.5671108,0.197798,0.9440118,0.06442344265073699,0.0,4.576002857400621e-05,0.003613814205483928
MONO,T Cells,B2M,CD3G,2.8173325,0.0,3.9956708,1.6618406,1.5106479,0.14548245,0.94019175,0.06417237309652689,0.0,0.004945693702773549,0.003688553370463466
T Cells,T Cells,HLA-C,CD3D,2.294156,0.0,4.2013164,2.0851548,2.4501605,0.18540931,0.9415873,0.06150144448486655,0.0,0.00010710916520960548,0.003997628680743666
MTC_Prolif,T Cells,B2M,CD3G,2.6783698,0.0,3.7644472,1.5006526,1.3069471,0.1370636,0.93849355,0.060492162269657264,0.0,0.012414448825746289,0.004077458245965585
T Cells,MONO,HMGB1,CD163,2.047043,0.0,4.148103,0.7882482,1.2175608,0.055079494,0.9412358,0.1151398000204542,0.0,0.014529270779358382,0.004213640004610175
NEUT,NEUT,LGALS1,ITGB1,2.0399764,0.0,2.9131,0.7116937,0.8490508,0.0369795,0.93066454,0.07454068429525483,0.0,0.020919892981842207,0.004368861469744188
NEUT,T Cells,HLA-B,CD3D,2.326338,0.0,4.282653,1.9661016,1.9992672,0.15978818,0.9421124,0.05912647634901805,0.0,0.00045639814607496685,0.00437908308387545
MTC_Prolif,MTC_Prolif,CD99,CD81,2.0367265,0.0,3.946741,0.57870626,0.55189157,0.06213141,0.9398444,0.11060620135702895,0.0,0.014529270779358382,0.004428020103896701
MTC_456,T Cells,B2M,CD3G,2.5742347,0.0,3.5911741,1.379862,1.1977826,0.13075472,0.9371194,0.058549616452464745,0.0,0.014529270779358382,0.004549589040471393
MTC_456,MTC_Prolif,CD14,ITGB1,2.0321608,0.0,3.0692644,0.36626637,0.8916951,0.038679715,0.93233055,0.08454517996339576,0.0,0.014594954894253246,0.00469043087133579
B Cells,MONO,HMGB1,CD163,2.0286453,0.0,4.080347,0.7723005,1.1593497,0.05417981,0.9407787,0.11180521036461254,0.0,0.014529270779358382,0.004794003359229705
B Cells,T Cells,HLA-B,CD3D,2.188341,0.0,3.9338787,1.8478128,1.9370896,0.14677522,0.939752,0.056699259588753576,0.0,0.001286659979825995,0.004873351130509093
NEUT,NEUT,S100A9,CD36,2.646362,0.0,4.141726,2.6137888,3.0185537,0.22057104,0.9411932,0.05601155400944087,0.0,1.3209477083603924e-05,0.005025359800813918
MTC_Prolif,MTC_123,HMGB1,HAVCR2,2.0180082,0.0,3.0636346,0.48390812,0.66175926,0.038752586,0.9322726,0.07947514875022396,0.0,0.014529270779358382,0.0050919349385935165
MONO,T Cells,HLA-B,CD3D,2.188947,0.0,3.9354103,1.8483313,1.8856741,0.14683236,0.939763,0.05572083509825499,0.0,0.0012739467411957458,0.005180435492703015
MTC_123,T Cells,B2M,CD3G,2.4035308,0.0,3.3071353,1.1818532,0.8627471,0.12041286,0.93464756,0.055065757113378466,0.0,0.014529270779358382,0.005306723182725951
MTC_Prolif,B Cells,TGFB1,CXCR4,2.001007,0.0,3.0026155,1.2407479,2.006395,0.06914774,0.9316347,0.07473070343948389,0.0,0.014529270779358382,0.0054243042328446164
MTC_123,MTC_456,C3,CD81,1.9969168,0.0,3.7412248,0.24847788,0.6727617,0.0625854,0.9383148,0.10040591765540854,0.0,0.014529270779358382,0.005561119622691651
MTC_456,NEUT,CD14,ITGB1,1.9922903,0.0,2.8251045,0.32432896,0.9072991,0.035602745,0.92966837,0.07734750169718009,0.0,0.026766657295462938,0.005630364407384373
MTC_456,T Cells,SPP1,ITGA4_ITGB1,3.2595882,0.0,3.4324963,1.149961,2.554003,0.07368149,0.9357747,0.05381115152637376,0.0,0.014529270779358382,0.005831969186671723
MTC_456,T Cells,HLA-B,KLRD1,1.987924,0.0,3.7726593,1.6218897,1.7274066,0.11454743,0.9385565,0.10338871128329381,0.0,0.006982089298385716,0.005841471950386708
NEUT,B Cells,AGTRAP,RACK1,1.9874148,0.0,2.5547183,0.9961289,1.3808844,0.05428195,0.9263075,0.06505019603312535,0.0,0.014529270779358382,0.005889075795178702
NEUT,NEUT,HLA-C,LILRB2,1.9860544,0.0,3.228196,1.1572131,1.2147975,0.0741152,0.93390584,0.08789169597411345,0.0,0.014529270779358382,0.005936932257339024
MTC_456,NEUT,SPP1,ITGA4_ITGB1,3.2615683,0.0,3.4560266,1.1560359,2.345189,0.07418659,0.9359797,0.05345812018783173,0.0,0.014529270779358382,0.0059683758488314415
T Cells,NEUT,B2M,LILRB1,3.1123743,0.0,4.00208,0.8493812,0.98285353,0.038534794,0.9402368,0.05327504486313608,0.0,0.014928159304641498,0.0060027998505317445
NEUT,NEUT,HLA-A,LILRB2,1.9743268,0.0,3.2014627,1.1491312,1.1615462,0.07166895,0.93364877,0.08668909847669262,0.0,0.014529270779358382,0.006204685573734965
T Cells,T Cells,HLA-B,CD3G,2.2919102,0.0,3.1214068,1.8920202,2.0195389,0.17915563,0.93286,0.05231116987503247,0.0,0.0003890240938768585,0.006212068530693556
B Cells,T Cells,HLA-A,CD3D,2.0130723,0.0,3.4909036,1.8546586,1.984092,0.15021704,0.9362799,0.05214374503289685,0.0,0.0008209969904007027,0.006282868030487934
NEUT,T Cells,HLA-C,CD3D,2.0480258,0.0,3.5792456,1.8821282,1.9179572,0.15795656,0.9370214,0.05192506466364013,0.0,0.0007121828415046365,0.006354192108759642
MTC_Prolif,T Cells,SPP1,PTGER4,2.672186,0.0,3.3019068,0.3497251,0.5248239,0.053504277,0.9345992,0.051771651783689844,0.0,0.014529270779358382,0.0063900514155974565
NEUT,NEUT,S100A8,CD36,2.4136753,0.0,3.6974046,2.5476537,2.974514,0.22130983,0.9379729,0.0512386316568709,0.0,1.2013025651177464e-05,0.0065348088950881525
NEUT,T Cells,HLA-A,CD3D,2.0362983,0.0,3.5496051,1.8740464,1.8647059,0.15274304,0.9367755,0.05118697096903445,0.0,0.0009196002687421646,0.006571329426942541
T Cells,T Cells,HLA-A,CD3G,2.234702,0.0,3.0262167,1.990217,2.2044744,0.20032248,0.93188363,0.051178781860090033,0.0,0.00011470461803898387,0.0066079828627402725
MTC_Prolif,MONO,CD14,ITGB1,1.9574025,0.0,3.104647,0.34126288,0.31108803,0.039125618,0.9326912,0.08208481540398005,0.0,0.015316387183050596,0.0067897319068585295
T Cells,MONO,B2M,LILRB2,3.072482,0.0,3.5635314,1.1225117,1.3502576,0.043878768,0.93689144,0.049967164762696456,0.0,0.014529270779358382,0.0068682966346753
B Cells,NEUT,HLA-A,LILRB2,1.9511008,0.0,3.1485186,1.1297433,1.2809323,0.07048372,0.9331304,0.08824774922962142,0.0,0.014529270779358382,0.006921495936879048
MTC_123,MONO,HMGB1,CD163,1.9451418,0.0,3.7728176,0.6999209,1.1175077,0.050096363,0.9385576,0.10490607583372269,0.0,0.014529270779358382,0.006948047214676687
MONO,NEUT,S100A9,CD36,2.3084848,0.0,3.4965405,2.369116,3.1445088,0.18621115,0.936328,0.04993836917544838,0.0,0.00010223530707895046,0.006981875136541958
MONO,T Cells,HLA-A,CD3D,1.9724393,0.0,3.3882082,1.8207446,1.8632828,0.14579795,0.9353834,0.04990752465145408,0.0,0.0013779895350746712,0.007020004966653513
MTC_123,MTC_123,C3,C3AR1,1.9427135,0.0,3.4709287,0.31075495,0.7960658,0.07419666,0.93610847,0.0970169100340133,0.0,0.014529270779358382,0.007028099343103317
MTC_Prolif,T Cells,HLA-B,CD3D,2.0013447,0.0,3.4612637,1.6875219,1.6460923,0.12914169,0.9360251,0.04960670085524487,0.0,0.0033885990208729756,0.0070966714293894265
NEUT,MONO,S100A9,CD36,2.5582213,0.0,3.377024,2.3545527,2.9583516,0.1798462,0.93528336,0.04937423126673556,0.0,0.00013668282893559118,0.007212691396344359
MTC_Prolif,NEUT,HLA-B,LILRB2,1.9393733,0.0,3.1217856,0.9626068,0.9429326,0.060594905,0.93286383,0.0841099499182906,0.0,0.014529270779358382,0.007217220650644073
T Cells,T Cells,HLA-C,CD3G,2.078287,0.0,2.7659533,1.8555458,2.0875242,0.18777567,0.92897344,0.04882615937164778,0.0,0.0002478931161810512,0.007369298328490501
MONO,T Cells,VIM,CD44,2.124654,0.0,3.2918556,1.7733417,2.7771552,0.052465305,0.934506,0.04865020016166211,0.0,0.01300464812820265,0.00740879323120013
MTC_123,T Cells,HLA-B,KLRD1,1.934488,0.0,3.6054451,1.5760822,1.6934088,0.10947038,0.93723625,0.10236222286080128,0.0,0.009447876295687524,0.007409628946957757
NEUT,T Cells,VIM,CD44,2.1821473,0.0,3.4090357,1.8237791,2.42998,0.054332912,0.93556833,0.04855049284266796,0.0,0.010049773403711436,0.007528105015718452
MTC_123,MTC_Prolif,C3,C3AR1,1.9279852,0.0,3.3974822,0.2976043,0.58606684,0.07262662,0.93546593,0.08952560578179436,0.0,0.014529270779358382,0.007605349838002226
MONO,B Cells,VIM,CD44,2.063262,0.0,2.8952348,1.6835631,2.5526857,0.046143997,0.9304658,0.04790746144246286,0.0,0.014529270779358382,0.007689125321025628
T Cells,T Cells,HLA-E,KLRK1,1.9915047,0.0,3.1755924,1.7319636,1.8057891,0.12087632,0.933397,0.04790113112859383,0.0,0.005227308381840557,0.0077704699040839825
NEUT,B Cells,VIM,CD44,2.1207552,0.0,2.9982965,1.7340007,2.2055106,0.047786586,0.9315889,0.047809199849206466,0.0,0.014529270779358382,0.00785237307609833
NEUT,NEUT,B2M,LILRB1,2.830905,0.0,3.5922077,0.5228952,0.51028454,0.034588262,0.93712795,0.047750045785633466,0.0,0.032578283602945575,0.00793483656113709
B Cells,T Cells,HLA-C,CD3D,1.9167528,0.0,3.2474656,1.7738472,1.8828652,0.14331469,0.9340893,0.049432744612201276,0.0,0.001647055877931513,0.008065287865601057
T Cells,MTC_Prolif,CD99,CD81,1.9135895,0.0,3.3345957,0.46276838,0.63327444,0.05249473,0.9348997,0.09260745363407878,0.0,0.014529270779358382,0.008153492469271087
MTC_123,MTC_456,C3,C3AR1,1.9127727,0.0,3.3216217,0.2840123,0.68859816,0.07100498,0.93478096,0.09309217937505891,0.0,0.014529270779358382,0.008183032970265226
B Cells,NEUT,B2M,LILRB1,2.7513926,0.0,3.4764228,0.43066555,0.45208704,0.033473406,0.9361558,0.04704045461806537,0.0,0.04009384766192708,0.008227896069166152
MONO,NEUT,HLA-A,LILRB2,1.9104679,0.0,3.0558953,1.0958294,1.1601231,0.06841023,0.93219274,0.08460138209754631,0.0,0.014529270779358382,0.008272072405320421
MONO,T Cells,LGALS1,ITGB1,2.1196327,0.0,3.0911503,0.76743424,1.4055765,0.03923971,0.93255436,0.04700956539120116,0.0,0.014529270779358382,0.008312902245690965
MTC_456,NEUT,MIF,CD44_CD74,1.905242,0.0,3.6263485,1.3852155,1.7172077,0.051952522,0.93740606,0.10432741648141194,0.0,0.014529270779358382,0.008391769577898483
NEUT,T Cells,HLA-B,CD3G,2.1104689,0.0,2.8195016,1.7364924,1.6366309,0.16182755,0.92960346,0.04691619671074607,0.0,0.0029081242200620742,0.008398478182636143
MONO,NEUT,B2M,LILRB1,2.7653978,0.0,3.4968169,0.44690722,0.45370305,0.033669773,0.9363304,0.04669828377865024,0.0,0.03863339183531048,0.008484625591349973
MTC_123,MTC_123,HSPA1A,TLR4,2.5193865,0.0,3.1861877,0.3656687,1.0544554,0.053587735,0.93350047,0.04608292494357235,0.0,0.014529270779358382,0.008790666523705588
MONO,MONO,VCAN,ITGB1,1.8946855,0.0,2.9660563,1.7477586,2.5204055,0.09190679,0.93124354,0.08433529387892554,0.0,0.014289295043354668,0.008819575863870301
MTC_Prolif,NEUT,MIF,CD44_CD74,1.8918114,0.0,3.5767827,1.3749014,1.2976433,0.051242422,0.93700105,0.10155599958301884,0.0,0.014529270779358382,0.008881824736585182
NEUT,MTC_123,S100A9,TLR4,2.5396967,0.0,3.216305,1.4332036,2.4915977,0.11070605,0.9337919,0.04569262601123662,0.0,0.008719331047321451,0.009013606539703472
MTC_Prolif,T Cells,HLA-C,CD3D,1.8828139,0.0,3.1616883,1.7458522,1.7293804,0.13952924,0.9332605,0.04610378206716395,0.0,0.002067914053191324,0.009054481347676566
NEUT,MONO,VCAN,ITGB1,1.8828139,0.0,2.9398227,1.7327864,2.0976186,0.09109391,0.9309586,0.08328746122757973,0.0,0.014529270779358382,0.009054481347676566
MONO,NEUT,S100A8,CD36,2.1552098,0.0,3.2038574,2.3496342,3.177762,0.19176835,0.9336719,0.04531580794566011,0.0,6.842517532298943e-05,0.00919458256073432
NEUT,MONO,S100A8,CD36,2.3255346,0.0,3.0147393,2.2884176,2.914312,0.18044859,0.93176293,0.045139850876155366,0.0,0.00013094817604878995,0.00928594990314289
NEUT,T Cells,AGTRAP,RACK1,1.8765869,0.0,2.3760035,0.90281785,1.177346,0.050484665,0.9237936,0.059067469488515385,0.0,0.014529270779358382,0.009293419735337602
B Cells,T Cells,HLA-B,CD3G,1.9724716,0.0,2.5898848,1.6182036,1.5744532,0.1486485,0.9267727,0.0449662717569406,0.0,0.0036344744357590933,0.009331854147794763
MTC_456,T Cells,CD14,ITGB1,1.9988128,0.0,2.8650475,0.3311935,1.1766349,0.036106117,0.930126,0.044880114953008296,0.0,0.02454540641755019,0.009424104840438135
NEUT,MONO,B2M,LILRB2,2.7910128,0.0,3.198573,0.79602575,0.8776886,0.03938493,0.9336208,0.04476899398400188,0.0,0.014529270779358382,0.009470451710640492
MONO,T Cells,HLA-B,CD3G,1.9730777,0.0,2.590893,1.6187222,1.5230378,0.14870638,0.92678595,0.04418083334676179,0.0,0.004703806326994325,0.00970440973366824
MTC_Prolif,MTC_123,C3,CD81,1.8665391,0.0,3.4757464,0.15950862,0.2049396,0.058144312,0.93614995,0.096911782924473,0.0,0.042923168273240914,0.009750334164112973
B Cells,MONO,B2M,LILRB2,2.7115004,0.0,3.0954762,0.703796,0.8194911,0.03811547,0.93259835,0.0441016511659029,0.0,0.016503741798027948,0.009799034586276699
MTC_456,MONO,MIF,CD44_CD74,1.8637917,0.0,3.46343,1.3245851,1.8801593,0.04961849,0.9360438,0.09755606115240008,0.0,0.014529270779358382,0.009850105684957986
MONO,MONO,S100A9,CD36,2.220344,0.0,2.8509614,2.10988,3.0843067,0.15183032,0.9299657,0.043987179349101235,0.0,0.0007035703246291654,0.00994209316638929
T Cells,T Cells,LGALS1,CD69,1.8566304,0.0,3.2524223,0.88894534,1.4384075,0.0383621,0.9341362,0.08073719087150419,0.0,0.01566267392340904,0.010051634465176738
B Cells,NEUT,HLA-C,LILRB2,1.8547814,0.0,2.9289567,1.0489321,1.1797055,0.06724505,0.9308395,0.08382567252967808,0.0,0.014529270779358382,0.010119401207461408
MONO,MONO,B2M,LILRB2,2.7255056,0.0,3.1136355,0.72003776,0.8211071,0.03833907,0.93278193,0.04377987502444486,0.0,0.015762754581089063,0.010134939845367058
MTC_Prolif,MONO,MIF,CD44_CD74,1.8503611,0.0,3.416091,1.314271,1.4605949,0.04894029,0.9356306,0.09494545470653266,0.0,0.014529270779358382,0.010428025342070033
MTC_456,MTC_Prolif,CD99,CD81,1.8460703,0.0,2.9989407,0.399201,0.4484203,0.0472107,0.93159574,0.08024780514036986,0.0,0.014529270779358382,0.010602094229826404
NEUT,T Cells,LGALS1,ITGB1,2.0464988,0.0,2.954287,0.7185582,1.1183866,0.037502337,0.93111616,0.04319632725298574,0.0,0.018635874068290953,0.01067775796986051
MONO,MTC_Prolif,VCAN,ITGB1,1.8434392,0.0,2.6909165,1.6938623,2.261712,0.083381265,0.9280607,0.07591279786568532,0.0,0.014529270779358382,0.010778039486702291
NEUT,MTC_456,ANXA1,FPR1,1.8422234,0.0,3.366371,1.3220787,1.8405203,0.08569463,0.9351877,0.09071974543317304,0.0,0.014529270779358382,0.01084894497456607
NEUT,NEUT,MIF,CD44_CD74,1.8409841,0.0,3.389204,1.3358263,1.313484,0.0485551,0.93539226,0.09565829617062765,0.0,0.014529270779358382,0.010920152682010846
MTC_456,T Cells,HLA-B,CD3D,1.8374627,0.0,3.0470674,1.5470471,1.4147683,0.11368779,0.93210125,0.04573360580166071,0.0,0.007655298097097005,0.01099166317949415
MTC_Prolif,T Cells,SPP1,ITGA4_ITGB1,2.604579,0.0,2.6756728,0.83172864,0.72184205,0.05743562,0.92787087,0.04239163075072305,0.0,0.014529270779358382,0.011032821591729507
T Cells,B Cells,LGALS1,CD69,1.8365954,0.0,3.195706,0.86959493,1.3475795,0.037693135,0.933593,0.08249355666803175,0.0,0.01787429374138004,0.011099497903756457
MTC_Prolif,NEUT,GNAI2,C5AR1,1.8360083,0.0,3.3707592,0.9504037,1.1490012,0.07509521,0.93522716,0.10086720152177664,0.0,0.014529270779358382,0.01113559482404815
MTC_Prolif,NEUT,SPP1,ITGA4_ITGB1,2.606559,0.0,2.694015,0.8378034,0.513028,0.057829354,0.92809916,0.04211018362405185,0.0,0.014529270779358382,0.011135657072172761
MTC_Prolif,MTC_456,HMGB1,CD163,1.9688654,0.0,2.7665796,0.68453676,1.3813591,0.036735296,0.92898095,0.042061556864452156,0.0,0.021978835032738616,0.011187307302657724
MONO,T Cells,VCAN,CD44,1.8517795,0.0,2.7356946,2.151945,3.1226568,0.0874687,0.9286097,0.04201948290209615,0.0,0.0029530020327651054,0.011239112802213883
NEUT,MTC_123,S100A8,TLR4,2.30701,0.0,2.871262,1.3670683,2.447558,0.11107686,0.93019634,0.0417601134653154,0.0,0.008675043610204417,0.011447891619692568
NEUT,MTC_Prolif,VCAN,ITGB1,1.8315676,0.0,2.6671166,1.6788901,1.8389254,0.08264379,0.9277636,0.07496104451712382,0.0,0.014529270779358382,0.011537700798684346
MTC_Prolif,MONO,C1QA,CD93,2.2188585,0.0,3.1065435,0.82112324,1.0779326,0.10268712,0.9327104,0.041537452029242354,0.0,0.014529270779358382,0.011606116165271827
NEUT,T Cells,VCAN,CD44,1.8399079,0.0,2.7114987,2.136973,2.6998699,0.086695075,0.9283147,0.041473594109448286,0.0,0.0031071417063987783,0.011659171241801726
MONO,NEUT,PKM,CD44,1.828511,0.0,3.343172,1.5216877,1.6343281,0.0695158,0.93497777,0.09782242390464654,0.0,0.014529270779358382,0.011723546769871876
MONO,T Cells,HLA-C,CD3D,1.825294,0.0,3.0163126,1.6984062,1.6839225,0.13311362,0.9317795,0.045410610148507266,0.0,0.0027795367243766324,0.01179842547308394
MTC_Prolif,MONO,B2M,LILRB2,2.5865428,0.0,2.9334538,0.5588498,0.6174063,0.036120445,0.9308889,0.041217641298584594,0.0,0.024473991259648924,0.011872964834866393
NEUT,T Cells,HLA-C,CD3G,1.8321564,0.0,2.3564105,1.6525191,1.5553209,0.15997253,0.9235017,0.04113693495992835,0.0,0.004024612127351324,0.011980808476421996
MTC_Prolif,NEUT,HLA-C,LILRB2,1.8208425,0.0,2.8515925,1.020937,1.0262207,0.06546887,0.9299729,0.0783715362728161,0.0,0.014529270779358382,0.012024921431994318
MONO,MTC_123,S100A9,TLR4,2.2018194,0.0,2.7152789,1.1885308,2.6175528,0.093460605,0.928361,0.04069006773108388,0.0,0.014529270779358382,0.01219839764428635
MTC_Prolif,MONO,HMGB1,THBD,1.9702756,0.0,2.7751043,1.2242637,1.7227888,0.091575906,0.92908233,0.04055616342698321,0.0,0.014529270779358382,0.012308146442606915
NEUT,T Cells,HLA-A,CD3G,1.8204288,0.0,2.3368967,1.6444373,1.5020696,0.15469249,0.9232074,0.0405456319851941,0.0,0.005163851069733158,0.01236326011015369
