source,target,ligand_complex,receptor_complex,lr_means,cellphone_pvals,expr_prod,scaled_weight,lr_logfc,spec_weight,lrscore,lr_probs,cellchat_pvals,specificity_rank,magnitude_rank
MTC_Prolif,MTC_Prolif,CALM1,HMMR,1.5700647,0.0,1.9013103,3.399768,1.4672014,0.18330848,0.9155686,0.029376938580851827,0.0,0.005787221529827781,0.04170966549474082
MTC_Prolif,T Cells,LGALS9,PTPRC,1.569741,0.0,2.0448942,0.4464897,0.68877023,0.04054585,0.91834027,0.05795077999136686,0.0,0.014529270779358382,0.0419637547038824
NEUT,MTC_123,VCAN,ITGB1,1.653831,0.0,1.7212954,1.4919523,1.5973723,0.05333639,0.91164374,0.027195228876227183,0.0,0.014529270779358382,0.04211588875532463
MTC_123,T Cells,HLA-B,CD3G,1.5681573,0.0,1.9171355,1.2716305,1.0181342,0.110035524,0.91588837,0.035796863869933,0.0,0.014529270779358382,0.042133693532831286
B Cells,MONO,HMGB1,THBD,1.5670325,0.0,2.0345955,0.87474835,1.2214234,0.0671398,0.9181507,0.03196645127876458,0.0,0.014529270779358382,0.04221882692125792
MONO,NEUT,HLA-B,LILRA1,1.8511299,0.0,1.8313553,0.8934641,0.8851509,0.069972835,0.91410834,0.027137093357098054,0.0,0.014529270779358382,0.04235912074802102
NEUT,MTC_Prolif,S100A8,TLR4,2.1743414,0.0,1.8437206,1.212406,1.8171682,0.07132567,0.9143721,0.027056599531462912,0.0,0.014529270779358382,0.04260324477546583
NEUT,MONO,PSAP,LRP1,1.736526,0.0,1.7466911,0.33312258,0.3743773,0.04192156,0.91223186,0.02698780406042768,0.0,0.014529270779358382,0.04297110620659034
T Cells,NEUT,B2M,TFRC,2.9641032,0.0,2.3720891,0.8320194,1.009912,0.036550745,0.92373556,0.026940921560616938,0.0,0.022809260186764192,0.04309417409897816
MONO,NEUT,AGTRAP,RACK1,1.7051264,0.0,1.7715068,0.681947,0.8281291,0.037640486,0.91279495,0.026935455769566304,0.0,0.018069304450846944,0.04321746596730367
MTC_123,T Cells,HLA-A,CD3D,1.5646695,0.0,2.357609,1.4803995,1.2994293,0.10145026,0.9235196,0.03199807335051925,0.0,0.013384525353587506,0.04333553568833761
MTC_Prolif,MONO,APOC2,LRP1,1.6543145,0.0,1.6463763,0.38762224,0.67433625,0.07260507,0.90983504,0.02693226689169816,0.0,0.014529270779358382,0.043464722274746403
MTC_Prolif,NEUT,HMGB1,TLR4,1.7981383,0.0,1.734582,0.5597012,0.7239142,0.043774568,0.911953,0.026765156688391224,0.0,0.014529270779358382,0.044211883315009484
T Cells,MTC_123,CD99,CD81,1.5587071,0.0,2.3824108,0.20009005,0.46100235,0.037505,0.9238884,0.06759223292547273,0.0,0.02404898294190457,0.044382857581030735
MONO,MONO,HLA-A,LILRB2,1.664743,0.0,1.7382314,0.64933264,0.81110567,0.038912594,0.9120373,0.026738381004769374,0.0,0.014529270779358382,0.044462738637143506
MTC_123,NEUT,HLA-C,LILRB2,1.5571463,0.0,2.2504923,0.80342674,0.72447526,0.05166839,0.92186123,0.06551645508774602,0.0,0.014529270779358382,0.04500115556045618
MONO,T Cells,VCAN,ITGA4,1.6311004,0.0,1.5508775,2.3646455,3.011687,0.16435857,0.90735376,0.026650388184733753,0.0,0.00032856517390391813,0.04509383014078342
T Cells,NEUT,ANXA1,FPR1,1.5553124,0.0,2.384079,1.0204724,1.3184723,0.060689326,0.923913,0.062194693375054774,0.0,0.014529270779358382,0.04544613052995908
MONO,MONO,AGTRAP,RACK1,1.644814,0.0,1.6943893,0.63117343,0.82088727,0.036001917,0.91100717,0.026616827533637005,0.0,0.02501367920890858,0.04547520217370555
MTC_Prolif,MONO,HLA-B,LILRB2,1.6936483,0.0,1.7757107,0.51611,0.59391516,0.03446714,0.91288924,0.026573306063697993,0.0,0.033256409455844016,0.045602779992712464
B Cells,MONO,HLA-C,LILRB2,1.6090565,0.0,1.6660272,0.6024353,0.83068806,0.038249824,0.9103205,0.026477870939633056,0.0,0.016066070015884115,0.04611536453345915
MONO,NEUT,ANXA1,FPR1,1.5516238,0.0,2.3739834,1.0156983,1.1495949,0.06043233,0.9237637,0.05859665009178152,0.0,0.014529270779358382,0.04616388757244387
MONO,NEUT,VCAN,ITGA4,1.6330806,0.0,1.561509,2.3707204,2.8028731,0.1654853,0.9076405,0.026470561653384246,0.0,0.00031322927947028816,0.04624407977555362
MONO,MTC_Prolif,S100A9,TLR4,2.069151,0.0,1.7435591,1.0338686,1.9871631,0.06001376,0.91216,0.026352949850520318,0.0,0.014529270779358382,0.046631593884342376
MTC_Prolif,NEUT,HLA-C,LILRB1,1.6150098,0.0,1.8216364,0.30130973,0.3097992,0.03270413,0.9138992,0.026333283667861727,0.0,0.04674190424514951,0.046761221906757786
NEUT,T Cells,VCAN,ITGA4,1.6192288,0.0,1.5371605,2.3496733,2.5889,0.16290489,0.9069797,0.026298683065547168,0.0,0.000360707084670291,0.04689107851793569
B Cells,MONO,VIM,CD44,1.5463285,0.0,2.344465,1.4836433,1.7697033,0.03736588,0.92332196,0.05079386722745114,0.0,0.019128552723771786,0.04707115482459993
MTC_456,MTC_123,HLA-DPA1,CD4,1.6180282,0.0,1.6947862,0.15383203,0.39765996,0.042930163,0.91101664,0.026236458757846654,0.0,0.04698179034218159,0.04754379590397201
T Cells,MTC_456,CCL5,CCR1,1.7046915,0.0,1.8238345,1.6821957,2.641202,0.17805167,0.9139466,0.026177547277606777,0.0,0.00045639814607496685,0.04793817944451871
MTC_Prolif,MTC_456,CD99,CD81,1.5441507,0.0,2.382494,0.21412103,0.21204293,0.037506316,0.92388964,0.065949339279862,0.0,0.034740839090393105,0.047989662547336734
NEUT,NEUT,VCAN,ITGA4,1.621209,0.0,1.547698,2.3557482,2.3800862,0.16402164,0.9072675,0.02612116601730194,0.0,0.00033378513289260693,0.048467244884211357
MTC_123,MTC_123,C3,ITGAX,1.5877844,0.0,1.7009991,0.3193096,0.8117621,0.07897923,0.9111649,0.026097585105396722,0.0,0.014529270779358382,0.04886646496124515
NEUT,NEUT,HBEGF,CD44,1.5394793,0.0,2.276498,1.7971995,1.9483035,0.13402306,0.92227405,0.06453166542716414,0.0,0.002695908982353535,0.049106785044615776
MTC_Prolif,MTC_Prolif,HLA-DPA1,CD4,1.8138136,0.0,1.9285566,0.29767558,0.22974408,0.048851736,0.9161169,0.025910195403597763,0.0,0.029808076360286255,0.049671148725062175
