"source","target","ligand","receptor","prob","pval","interaction_name","interaction_name_2","pathway_name","annotation","evidence"
"MONO","MTC_123","TGFB1","TGFbR1_R2",0.00344443856111289,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"MTC_123","MTC_123","TGFB1","TGFbR1_R2",0.0040472137722895,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"MTC_456","MTC_123","TGFB1","TGFbR1_R2",0.00404416216735443,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"MTC_Prolif","MTC_123","TGFB1","TGFbR1_R2",0.0100406101475327,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"NEUT","MTC_123","TGFB1","TGFbR1_R2",0.00400599250609516,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"T Cells","MTC_123","TGFB1","TGFbR1_R2",0.00430978142131434,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"MTC_Prolif","MTC_456","TGFB1","TGFbR1_R2",0.00715088891614403,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"MONO","MTC_Prolif","TGFB1","TGFbR1_R2",0.00329077594902467,0.55,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"MTC_123","MTC_Prolif","TGFB1","TGFbR1_R2",0.00386681418812381,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"MTC_456","MTC_Prolif","TGFB1","TGFbR1_R2",0.0038638980770224,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"MTC_Prolif","MTC_Prolif","TGFB1","TGFbR1_R2",0.00959563615422221,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"NEUT","MTC_Prolif","TGFB1","TGFbR1_R2",0.00382735900445684,0.01,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"T Cells","MTC_Prolif","TGFB1","TGFbR1_R2",0.00411772659479865,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"T Cells","MONO","CCL5","CCR1",0.0225448397100614,0,"CCL5_CCR1","CCL5 - CCR1","CCL","Secreted Signaling","KEGG: hsa04060"
"T Cells","MTC_123","CCL5","CCR1",0.0184870263310643,0,"CCL5_CCR1","CCL5 - CCR1","CCL","Secreted Signaling","KEGG: hsa04060"
"T Cells","MTC_456","CCL5","CCR1",0.0261775460735708,0,"CCL5_CCR1","CCL5 - CCR1","CCL","Secreted Signaling","KEGG: hsa04060"
"T Cells","MTC_Prolif","CCL5","CCR1",0.0419759471581968,0,"CCL5_CCR1","CCL5 - CCR1","CCL","Secreted Signaling","KEGG: hsa04060"
"T Cells","NEUT","CCL5","CCR1",0.0232646633373929,0,"CCL5_CCR1","CCL5 - CCR1","CCL","Secreted Signaling","KEGG: hsa04060"
"MTC_123","MONO","CCL3","CCR1",0.0301688019831414,0,"CCL3_CCR1","CCL3 - CCR1","CCL","Secreted Signaling","KEGG: hsa04060"
"MTC_456","MONO","CCL3","CCR1",0.0297238861258244,0,"CCL3_CCR1","CCL3 - CCR1","CCL","Secreted Signaling","KEGG: hsa04060"
"MTC_123","MTC_456","CCL3","CCR1",0.0349860059405907,0,"CCL3_CCR1","CCL3 - CCR1","CCL","Secreted Signaling","KEGG: hsa04060"
"MTC_456","MTC_456","CCL3","CCR1",0.0344725733167615,0,"CCL3_CCR1","CCL3 - CCR1","CCL","Secreted Signaling","KEGG: hsa04060"
"B Cells","MTC_Prolif","CCL3","CCR1",0.0286387195268989,0.2,"CCL3_CCR1","CCL3 - CCR1","CCL","Secreted Signaling","KEGG: hsa04060"
"MONO","MTC_Prolif","CCL3","CCR1",0.0254804002655228,0.85,"CCL3_CCR1","CCL3 - CCR1","CCL","Secreted Signaling","KEGG: hsa04060"
"MTC_123","MTC_Prolif","CCL3","CCR1",0.0557958141094532,0,"CCL3_CCR1","CCL3 - CCR1","CCL","Secreted Signaling","KEGG: hsa04060"
"MTC_456","MTC_Prolif","CCL3","CCR1",0.054994393541835,0,"CCL3_CCR1","CCL3 - CCR1","CCL","Secreted Signaling","KEGG: hsa04060"
"MTC_Prolif","MTC_Prolif","CCL3","CCR1",0.0232275344898093,0.95,"CCL3_CCR1","CCL3 - CCR1","CCL","Secreted Signaling","KEGG: hsa04060"
"T Cells","MTC_Prolif","CCL3","CCR1",0.0272210777687334,0.53,"CCL3_CCR1","CCL3 - CCR1","CCL","Secreted Signaling","KEGG: hsa04060"
"MTC_123","NEUT","CCL3","CCR1",0.0311242964479686,0,"CCL3_CCR1","CCL3 - CCR1","CCL","Secreted Signaling","KEGG: hsa04060"
"MTC_456","NEUT","CCL3","CCR1",0.0306657349491079,0,"CCL3_CCR1","CCL3 - CCR1","CCL","Secreted Signaling","KEGG: hsa04060"
"MTC_123","MONO","CCL3L1","CCR1",0.0191353042242259,0,"CCL3L1_CCR1","CCL3L1 - CCR1","CCL","Secreted Signaling","KEGG: hsa04060"
"MTC_456","MONO","CCL3L1","CCR1",0.0184621610633191,0,"CCL3L1_CCR1","CCL3L1 - CCR1","CCL","Secreted Signaling","KEGG: hsa04060"
"MTC_123","MTC_456","CCL3L1","CCR1",0.022231118803363,0,"CCL3L1_CCR1","CCL3L1 - CCR1","CCL","Secreted Signaling","KEGG: hsa04060"
"MTC_456","MTC_456","CCL3L1","CCR1",0.021451452587439,0,"CCL3L1_CCR1","CCL3L1 - CCR1","CCL","Secreted Signaling","KEGG: hsa04060"
"MTC_123","MTC_Prolif","CCL3L1","CCR1",0.03573521171709,0,"CCL3L1_CCR1","CCL3L1 - CCR1","CCL","Secreted Signaling","KEGG: hsa04060"
"MTC_456","MTC_Prolif","CCL3L1","CCR1",0.0344986543684436,0,"CCL3L1_CCR1","CCL3L1 - CCR1","CCL","Secreted Signaling","KEGG: hsa04060"
"MTC_123","NEUT","CCL3L1","CCR1",0.019748465822732,0,"CCL3L1_CCR1","CCL3L1 - CCR1","CCL","Secreted Signaling","KEGG: hsa04060"
"MTC_456","NEUT","CCL3L1","CCR1",0.0190541718307995,0,"CCL3L1_CCR1","CCL3L1 - CCR1","CCL","Secreted Signaling","KEGG: hsa04060"
"B Cells","B Cells","MIF","CD74_CXCR4",0.142145096634531,0,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
"MONO","B Cells","MIF","CD74_CXCR4",0.219727703639444,0,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
"MTC_123","B Cells","MIF","CD74_CXCR4",0.0378834256576008,0.05,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
"MTC_456","B Cells","MIF","CD74_CXCR4",0.179065792976153,0,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
"MTC_Prolif","B Cells","MIF","CD74_CXCR4",0.174696215292137,0,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
"NEUT","B Cells","MIF","CD74_CXCR4",0.165332641683613,0,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
"T Cells","B Cells","MIF","CD74_CXCR4",0.151592637201791,0,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
"B Cells","MONO","MIF","CD74_CXCR4",0.0636849077585828,0,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
"MONO","MONO","MIF","CD74_CXCR4",0.103616504282046,0,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
"MTC_123","MONO","MIF","CD74_CXCR4",0.0159057696384349,0.08,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
"MTC_456","MONO","MIF","CD74_CXCR4",0.0821786302814537,0,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
"MTC_Prolif","MONO","MIF","CD74_CXCR4",0.0799430689062462,0,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
"NEUT","MONO","MIF","CD74_CXCR4",0.0751954541067621,0,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
"T Cells","MONO","MIF","CD74_CXCR4",0.0683330527416394,0,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
"B Cells","NEUT","MIF","CD74_CXCR4",0.083541185670322,0,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
"MONO","NEUT","MIF","CD74_CXCR4",0.134139369279441,0,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
"MTC_123","NEUT","MIF","CD74_CXCR4",0.0212023549293528,0.17,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
"MTC_456","NEUT","MIF","CD74_CXCR4",0.107141242322318,0,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
"MTC_Prolif","NEUT","MIF","CD74_CXCR4",0.104303777944509,0,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
"NEUT","NEUT","MIF","CD74_CXCR4",0.098263955498023,0,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
"T Cells","NEUT","MIF","CD74_CXCR4",0.0895000434153902,0,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
"B Cells","T Cells","MIF","CD74_CXCR4",0.0839464212508002,0,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
"MONO","T Cells","MIF","CD74_CXCR4",0.134753954260497,0,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
"MTC_123","T Cells","MIF","CD74_CXCR4",0.0213122338335745,0.16,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
"MTC_456","T Cells","MIF","CD74_CXCR4",0.107647508807417,0,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
"MTC_Prolif","T Cells","MIF","CD74_CXCR4",0.1047982104793,0,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
"NEUT","T Cells","MIF","CD74_CXCR4",0.098732913351585,0,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
"T Cells","T Cells","MIF","CD74_CXCR4",0.089931347390759,0,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
"B Cells","B Cells","MIF","CD74_CD44",0.0642599100278927,0,"MIF_CD74_CD44","MIF - (CD74+CD44)","MIF","Secreted Signaling","PMID: 29637711; PMID: 26175090"
"MONO","B Cells","MIF","CD74_CD44",0.104511800194968,0,"MIF_CD74_CD44","MIF - (CD74+CD44)","MIF","Secreted Signaling","PMID: 29637711; PMID: 26175090"
"MTC_123","B Cells","MIF","CD74_CD44",0.0160567785317016,0,"MIF_CD74_CD44","MIF - (CD74+CD44)","MIF","Secreted Signaling","PMID: 29637711; PMID: 26175090"
"MTC_456","B Cells","MIF","CD74_CD44",0.0829058248586153,0,"MIF_CD74_CD44","MIF - (CD74+CD44)","MIF","Secreted Signaling","PMID: 29637711; PMID: 26175090"
"MTC_Prolif","B Cells","MIF","CD74_CD44",0.080652219460003,0,"MIF_CD74_CD44","MIF - (CD74+CD44)","MIF","Secreted Signaling","PMID: 29637711; PMID: 26175090"
"NEUT","B Cells","MIF","CD74_CD44",0.0758659627041969,0,"MIF_CD74_CD44","MIF - (CD74+CD44)","MIF","Secreted Signaling","PMID: 29637711; PMID: 26175090"
"T Cells","B Cells","MIF","CD74_CD44",0.0689469321369846,0,"MIF_CD74_CD44","MIF - (CD74+CD44)","MIF","Secreted Signaling","PMID: 29637711; PMID: 26175090"
"B Cells","MONO","MIF","CD74_CD44",0.0912761926860678,0,"MIF_CD74_CD44","MIF - (CD74+CD44)","MIF","Secreted Signaling","PMID: 29637711; PMID: 26175090"
"MONO","MONO","MIF","CD74_CD44",0.145813833667224,0,"MIF_CD74_CD44","MIF - (CD74+CD44)","MIF","Secreted Signaling","PMID: 29637711; PMID: 26175090"
"MTC_123","MONO","MIF","CD74_CD44",0.023312284683933,0,"MIF_CD74_CD44","MIF - (CD74+CD44)","MIF","Secreted Signaling","PMID: 29637711; PMID: 26175090"
"MTC_456","MONO","MIF","CD74_CD44",0.116782913389773,0,"MIF_CD74_CD44","MIF - (CD74+CD44)","MIF","Secreted Signaling","PMID: 29637711; PMID: 26175090"
"MTC_Prolif","MONO","MIF","CD74_CD44",0.113722627748556,0,"MIF_CD74_CD44","MIF - (CD74+CD44)","MIF","Secreted Signaling","PMID: 29637711; PMID: 26175090"
"NEUT","MONO","MIF","CD74_CD44",0.10720267468011,0,"MIF_CD74_CD44","MIF - (CD74+CD44)","MIF","Secreted Signaling","PMID: 29637711; PMID: 26175090"
"T Cells","MONO","MIF","CD74_CD44",0.0977279419090485,0,"MIF_CD74_CD44","MIF - (CD74+CD44)","MIF","Secreted Signaling","PMID: 29637711; PMID: 26175090"
"B Cells","NEUT","MIF","CD74_CD44",0.097961998235275,0,"MIF_CD74_CD44","MIF - (CD74+CD44)","MIF","Secreted Signaling","PMID: 29637711; PMID: 26175090"
"MONO","NEUT","MIF","CD74_CD44",0.155809473367401,0,"MIF_CD74_CD44","MIF - (CD74+CD44)","MIF","Secreted Signaling","PMID: 29637711; PMID: 26175090"
"MTC_123","NEUT","MIF","CD74_CD44",0.0251576850436824,0,"MIF_CD74_CD44","MIF - (CD74+CD44)","MIF","Secreted Signaling","PMID: 29637711; PMID: 26175090"
"MTC_456","NEUT","MIF","CD74_CD44",0.125079875411997,0,"MIF_CD74_CD44","MIF - (CD74+CD44)","MIF","Secreted Signaling","PMID: 29637711; PMID: 26175090"
"MTC_Prolif","NEUT","MIF","CD74_CD44",0.121832160000118,0,"MIF_CD74_CD44","MIF - (CD74+CD44)","MIF","Secreted Signaling","PMID: 29637711; PMID: 26175090"
"NEUT","NEUT","MIF","CD74_CD44",0.114907550571015,0,"MIF_CD74_CD44","MIF - (CD74+CD44)","MIF","Secreted Signaling","PMID: 29637711; PMID: 26175090"
"T Cells","NEUT","MIF","CD74_CD44",0.104831808312046,0,"MIF_CD74_CD44","MIF - (CD74+CD44)","MIF","Secreted Signaling","PMID: 29637711; PMID: 26175090"
"B Cells","T Cells","MIF","CD74_CD44",0.0420114927385642,0,"MIF_CD74_CD44","MIF - (CD74+CD44)","MIF","Secreted Signaling","PMID: 29637711; PMID: 26175090"
"MONO","T Cells","MIF","CD74_CD44",0.0693601529349634,0,"MIF_CD74_CD44","MIF - (CD74+CD44)","MIF","Secreted Signaling","PMID: 29637711; PMID: 26175090"
"MTC_123","T Cells","MIF","CD74_CD44",0.0103135679159432,0,"MIF_CD74_CD44","MIF - (CD74+CD44)","MIF","Secreted Signaling","PMID: 29637711; PMID: 26175090"
"MTC_456","T Cells","MIF","CD74_CD44",0.0545782535379116,0,"MIF_CD74_CD44","MIF - (CD74+CD44)","MIF","Secreted Signaling","PMID: 29637711; PMID: 26175090"
"MTC_Prolif","T Cells","MIF","CD74_CD44",0.0530501259267613,0,"MIF_CD74_CD44","MIF - (CD74+CD44)","MIF","Secreted Signaling","PMID: 29637711; PMID: 26175090"
"NEUT","T Cells","MIF","CD74_CD44",0.0498131450026333,0,"MIF_CD74_CD44","MIF - (CD74+CD44)","MIF","Secreted Signaling","PMID: 29637711; PMID: 26175090"
"T Cells","T Cells","MIF","CD74_CD44",0.0451540548832318,0,"MIF_CD74_CD44","MIF - (CD74+CD44)","MIF","Secreted Signaling","PMID: 29637711; PMID: 26175090"
"MONO","MONO","IL10","IL10RA_IL10RB",0.00198610708721975,0,"IL10_IL10RA_IL10RB","IL10 - (IL10RA+IL10RB)","IL10","Secreted Signaling","KEGG: hsa04060"
"NEUT","MONO","IL10","IL10RA_IL10RB",0.00121279105921573,0,"IL10_IL10RA_IL10RB","IL10 - (IL10RA+IL10RB)","IL10","Secreted Signaling","KEGG: hsa04060"
"MONO","MTC_456","IL10","IL10RA_IL10RB",0.00192701750490947,0,"IL10_IL10RA_IL10RB","IL10 - (IL10RA+IL10RB)","IL10","Secreted Signaling","KEGG: hsa04060"
"NEUT","MTC_456","IL10","IL10RA_IL10RB",0.00117668163039556,0,"IL10_IL10RA_IL10RB","IL10 - (IL10RA+IL10RB)","IL10","Secreted Signaling","KEGG: hsa04060"
"MONO","MTC_Prolif","IL10","IL10RA_IL10RB",0.00234271647154519,0,"IL10_IL10RA_IL10RB","IL10 - (IL10RA+IL10RB)","IL10","Secreted Signaling","KEGG: hsa04060"
"NEUT","MTC_Prolif","IL10","IL10RA_IL10RB",0.00143074910443609,0,"IL10_IL10RA_IL10RB","IL10 - (IL10RA+IL10RB)","IL10","Secreted Signaling","KEGG: hsa04060"
"MONO","NEUT","IL10","IL10RA_IL10RB",0.0031484219039437,0,"IL10_IL10RA_IL10RB","IL10 - (IL10RA+IL10RB)","IL10","Secreted Signaling","KEGG: hsa04060"
"NEUT","NEUT","IL10","IL10RA_IL10RB",0.00192341603214021,0,"IL10_IL10RA_IL10RB","IL10 - (IL10RA+IL10RB)","IL10","Secreted Signaling","KEGG: hsa04060"
"B Cells","MTC_123","IL16","CD4",0.00148585661259688,0,"IL16_CD4","IL16 - CD4","IL16","Secreted Signaling","KEGG: hsa04060"
"MTC_123","MTC_123","IL16","CD4",0.00196395271881028,0,"IL16_CD4","IL16 - CD4","IL16","Secreted Signaling","KEGG: hsa04060"
"T Cells","MTC_123","IL16","CD4",0.00241643297437585,0,"IL16_CD4","IL16 - CD4","IL16","Secreted Signaling","KEGG: hsa04060"
"B Cells","MTC_456","IL16","CD4",0.00106591500011064,0,"IL16_CD4","IL16 - CD4","IL16","Secreted Signaling","KEGG: hsa04060"
"MTC_123","MTC_456","IL16","CD4",0.00140907942936598,0,"IL16_CD4","IL16 - CD4","IL16","Secreted Signaling","KEGG: hsa04060"
"T Cells","MTC_456","IL16","CD4",0.00173394306308854,0,"IL16_CD4","IL16 - CD4","IL16","Secreted Signaling","KEGG: hsa04060"
"B Cells","MTC_Prolif","IL16","CD4",0.00133123015001253,0,"IL16_CD4","IL16 - CD4","IL16","Secreted Signaling","KEGG: hsa04060"
"MTC_123","MTC_Prolif","IL16","CD4",0.00175966060863732,0,"IL16_CD4","IL16 - CD4","IL16","Secreted Signaling","KEGG: hsa04060"
"T Cells","MTC_Prolif","IL16","CD4",0.00216517557493049,0,"IL16_CD4","IL16 - CD4","IL16","Secreted Signaling","KEGG: hsa04060"
"B Cells","NEUT","IL16","CD4",0.000844613381138675,0,"IL16_CD4","IL16 - CD4","IL16","Secreted Signaling","KEGG: hsa04060"
"MTC_123","NEUT","IL16","CD4",0.00111661082740404,0,"IL16_CD4","IL16 - CD4","IL16","Secreted Signaling","KEGG: hsa04060"
"T Cells","NEUT","IL16","CD4",0.00137413853501861,0,"IL16_CD4","IL16 - CD4","IL16","Secreted Signaling","KEGG: hsa04060"
"T Cells","B Cells","IFNG","IFNGR1_IFNGR2",0.0044353069542935,0,"IFNG_IFNGR1_IFNGR2","IFNG - (IFNGR1+IFNGR2)","IFN-II","Secreted Signaling","KEGG: hsa04060"
