moa,AvgRank_moa,MOA.pseudo.zscore,N_compounds_moa,MOA.MW.p,Rank_moa,MOA.MW.FDR
orexin receptor antagonist,54058.8416666667,-0.386282686895725,2,0.392951863959918,282,0.861471394065975
bacterial 50S ribosomal subunit inhibitor,54092.0306017792,-0.250883117513569,7,0.50180096143477,283,0.885974910226924
dopamine reuptake inhibitor,54285.5518274318,-0.28691307469195,9,0.328855385187612,284,0.85701610097089
histone demethylase inhibitor,54311.6140555556,-0.417909069217834,2,0.413812415707628,285,0.87660509119122
GABA receptor antagonist,54318.8728956229,-0.40180742695368,6,0.30640763887846,286,0.85701610097089
angiogenesis inhibitor,54342.0284863036,-0.390544802101113,7,0.254472705435749,287,0.84801601503702
angiotensin receptor antagonist,54690.2655164524,-0.437075589546876,8,0.085037516822151,288,0.706622790656801
bone resorption inhibitor,54768.8222222222,-0.336823331506225,3,0.680511739281597,289,0.925088604285709
dipeptidyl peptidase inhibitor,54931.1614224664,-0.347500451962784,7,0.262835373081649,290,0.84801601503702
insulin secretagogue,55335.6426502525,-0.562754386233319,6,0.145353095467721,291,0.760149013445357
vasopressin receptor agonist,55362.4807692308,-0.488470408351939,2,0.35815311995163,292,0.85701610097089
cannabinoid receptor inverse agonist,55456.7308441559,-0.497473909319394,2,0.344469521520216,293,0.85701610097089
guanylyl cyclase inhibitor,55727.8,-0.520951416913373,2,0.37930991362322,294,0.861471394065975
calcineurin inhibitor,55845.225,-0.480217782294558,3,0.484845948649694,295,0.885974910226924
dihydropteroate synthetase inhibitor,55867.85,-0.528731398767793,2,0.353737629290794,296,0.85701610097089
tyrosinase inhibitor,55892.2125,-0.521486095742113,2,0.252413052427805,297,0.84801601503702
androgen receptor agonist,56003.2349206349,-0.536718306244021,3,0.214796036593801,298,0.834775505853182
diuretic,56524.7017825312,-0.565072185642948,3,0.135756103275274,299,0.749693404988845
PPAR receptor agonist,56623.0724985303,-0.53865093452098,18,0.010476231809364,300,0.298572606566874
cholesteryl ester transfer protein inhibitor,56828.0361904762,-0.601335605056748,3,0.17155785337077,301,0.772010340168464
Kir6 channel (KATP) activator,56916.2538461539,-0.605566727101972,2,0.307454917789892,302,0.85701610097089
protein kinase inhibitor,56991.7625,-0.605668132572779,4,0.0959899305999307,303,0.706622790656801
tumor necrosis factor production inhibitor,57017.3578295745,-0.6024786531819,4,0.105548395106863,304,0.706622790656801
glycine transporter inhibitor,57069.1449509804,-0.609012547981164,3,0.142223426535096,305,0.760006435546921
histone lysine methyltransferase inhibitor,57129.0088511461,-0.598832098032367,6,0.0735469402065227,306,0.691355705475652
serotonin reuptake inhibitor,57158.7030952381,-0.619311586413586,5,0.0580349008297564,307,0.640372470214654
microtubule inhibitor,57176.1499302756,-0.647816859391194,7,0.0362307388954139,308,0.639704370445633
DNA alkylating agent,57514.0665677609,-0.638671312080141,8,0.0289956961906298,309,0.583325182187965
tubulin polymerization inhibitor,57844.1302866425,-0.675539663475191,19,0.000240831040735799,310,0.0164728431863287
glutamate receptor modulator,57967.5486666667,-0.668789448191387,5,0.16331542300454,311,0.765121570788391
c-Met inhibitor,57978.1679966812,-0.681504129648292,4,0.0850132141570791,312,0.706622790656801
progesterone receptor agonist,58065.6689425268,-0.631477042823763,14,0.00522331243783448,313,0.162397532158126
integrin antagonist,58415.5513888889,-0.614749382171822,6,0.0613688531771256,314,0.640372470214654
glucosidase inhibitor,58432.529968254,-0.7050805401718,5,0.037978207339458,315,0.639704370445633
bacterial DNA inhibitor,58796.2944444444,-1.26090308363715,3,0.299442212378495,316,0.85701610097089
aldose reductase inhibitor,58918.13,-1.36322582726313,3,0.303895871854548,317,0.85701610097089
alcohol dehydrogenase inhibitor,59468.025,-0.959617324424039,2,0.689257581774856,318,0.925088604285709
aryl hydrocarbon receptor agonist,59643.6666666667,-0.793266501912961,2,0.249135292774959,319,0.84801601503702
PPAR receptor antagonist,59759.2041666667,-0.797879681033775,4,0.0348834211750248,320,0.639704370445633
gastrin inhibitor,60217.3111111111,-0.836487319247523,2,0.147474591635296,321,0.760149013445357
interleukin receptor agonist,60239.4875,-0.836537859372484,2,0.120586868498012,322,0.706622790656801
glucose dependent insulinotropic receptor agonist,60396.8068181818,-0.841508239445694,2,0.109250811076686,323,0.706622790656801
hedgehog pathway inhibitor,60541.7030982906,-1.08627007141824,3,0.195923482764567,324,0.817311941080833
AMPK activator,60680.8694444444,-0.923710284690346,3,0.121203627553078,325,0.706622790656801
analgesic agent,61061.4,-0.996621679716633,2,0.410190488809177,326,0.87660509119122
gonadotropin releasing factor hormone receptor agonist,61303.54,-0.907845033413574,2,0.102730487587637,327,0.706622790656801
telomerase inhibitor,61883.0875,-0.964854590387034,2,0.203133084771552,328,0.817311941080833
G protein-coupled receptor agonist,62447.409375,-0.990196144760415,2,0.108316412977272,329,0.706622790656801
caspase activator,62508.3970588235,-1.10446455119489,2,0.362044989617842,330,0.85701610097089
glycogen synthase kinase inhibitor,62509.6089239945,-1.02678217538299,8,0.00115838063106701,331,0.0657491810806497
aryl hydrocarbon receptor antagonist,62554.7292857143,-1.03971175281571,2,0.237161693056267,332,0.84801601503702
free fatty acid receptor agonist,63136.15,-1.04254747966646,2,0.0901166548059502,333,0.706622790656801
toll-like receptor agonist,63440.3145833333,-1.11490285044535,2,0.236741717918186,334,0.84801601503702
calcium channel activator,63614.5478632479,-1.06642119554004,3,0.0206906349584292,335,0.471746477052185
tumor necrosis factor release inhibitor,64359.6410714286,-1.11997287166914,2,0.0530270774055874,336,0.640372470214654
sodium/glucose cotransporter inhibitor,64378.9099462366,-1.11134267933624,4,0.0147112799065809,337,0.387019825234666
butyrylcholinesterase inhibitor,64434.65,-1.16670779946248,2,0.161895365864393,338,0.765121570788391
PKC activator,65193.9362010796,-1.17403689689325,2,0.0448915347681146,339,0.639704370445633
dihydropteroate synthase inhibitor,65286.7692307692,-1.30046945996502,2,0.257719765454137,340,0.84801601503702
urease inhibitor,67979.3611111111,-1.41719501699818,2,0.104868632585808,341,0.706622790656801
LXR agonist,74902.5347222222,-1.86224084001298,3,0.00510066006986351,342,0.162397532158126
