assay,ID,logFC,AveExpr,t,P.Value,adj.P.Val,B,z.std,diffexpressed,cluster,pos_avgLFC,avg_LFC,gene
T Cells,IFI6,-0.026215406397579244,6.7083595477759745,-0.09820516211000885,0.922375267935009,0.9553573290320574,-6.418530714553011,-0.09744215651738491,NS,Good_T Cells,-0.6252743887292203,-0.6252743887292203,IFI6
T Cells,CTSB,-1.5325408313269198,8.031574159916964,-3.5895779349419694,0.0011938297475509608,0.014694620114504078,-0.9989377571921327,-3.2403502150596184,NS,Good_T Cells,-0.6214710563406937,-0.6214710563406937,CTSB
NEUT,CTSB,-0.8149956166514336,9.698164075517168,-3.9622770255426425,0.0015367002210269244,0.016907530782619105,-0.39073359976546307,-3.167662084607673,NS,Good_NEUT,-0.6214710563406937,-0.6214710563406937,CTSB
Myeloid,CTSB,-0.18284959609765394,11.01626117986752,-0.5772925456427487,0.5682508792646626,0.7158414098970771,-6.005091904143025,-0.5706294084609824,NS,Good_Myeloid,-0.6214710563406937,-0.6214710563406937,CTSB
MONO,CTSB,0.044501818713232666,10.311110139732492,0.18189516240594802,0.8572391593718304,0.9150901632625329,-6.450583457380845,0.17988970271435004,NS,Bad_MONO,-0.6214710563406937,-0.6214710563406937,CTSB
Myeloid,BST1,-2.1273244351303715,0.4502651424956391,-3.4201074213254037,0.0017549685671535069,0.01823680748229823,-1.3904175691106166,-3.1288416502934853,NS,Good_Myeloid,-1.2390109220569467,-0.6195054610284734,BST1
NEUT,BST1,-0.350697408983522,6.009112438638787,-1.0300221268035163,0.312574517963919,0.494456700966368,-5.874882218910264,-1.0098346463303876,NS,Good_NEUT,-1.2390109220569467,-0.6195054610284734,BST1
Myeloid,AC138207.7,-2.454920294013472,0.33450716398928515,-4.924355914072901,2.860894767062746e-5,0.0021128521152601856,2.283910617477292,-4.184265593735717,NS,Good_Myeloid,-2.454920294013472,-0.613730073503368,AC138207.7
Myeloid,PSAT1,-2.454755696957959,1.2897248391661476,-3.123984933713699,0.0038214142093665002,0.028508266409199682,-2.106182220674401,-2.8925392585621688,NS,Good_Myeloid,-2.454755696957959,-0.6136889242394897,PSAT1
Myeloid,SMN2,-2.450547343469654,1.2165824201883484,-3.628974273634429,0.001060056695604433,0.013696999386973135,-0.8631351152269433,-3.2740824671985718,NS,Good_Myeloid,-2.450547343469654,-0.6126368358674135,SMN2
Myeloid,AP003117.1,-2.4346493210806783,0.043184141484512086,-4.190181807392521,2.1478541955902963e-4,0.005666537197971915,0.49056199886560403,-3.700959900956011,NS,Good_Myeloid,-2.4346493210806783,-0.6086623302701696,AP003117.1
NEUT,IL10,-1.5542917041575128,6.615569396647723,-3.4856063077558943,0.0018044301772873594,0.01852414094600626,-1.4428436789385408,-3.1206652617295085,NS,Good_NEUT,-0.8110519557430322,-0.6082889668072742,IL10
MONO,IL10,-0.6332861748895429,6.6100335315154055,-1.4505927159848564,0.1575869771578401,0.3163199372420166,-5.415437472866415,-1.4132338484693783,NS,Good_MONO,-0.8110519557430322,-0.6082889668072742,IL10
Myeloid,IL10,-0.24557798818204102,5.997907937935898,-0.8218880365011073,0.4173389539775333,0.5930219486038143,-5.966102633752905,-0.8110465237206085,NS,Good_Myeloid,-0.8110519557430322,-0.6082889668072742,IL10
MONO,IFI30,-1.1447517622893981,11.375918569795445,-3.503061856003273,0.0015052328216397005,0.01668875908736633,-1.347829538701288,-3.1736727803082645,NS,Good_MONO,-0.5625382328786467,-0.5625382328786467,IFI30
T Cells,IFI30,-1.5214694306183225,6.59744484199052,-3.22451666336639,0.0028961863941924146,0.02432711066895617,-1.9083073164669608,-2.978546966752526,NS,Good_T Cells,-0.5625382328786467,-0.5625382328786467,IFI30
Myeloid,IFI30,0.39596348974357376,9.171972048466296,0.9400682063348753,0.35548121543627687,0.5361337666024958,-5.831221136646361,0.9240097962081771,NS,Bad_Myeloid,-0.5625382328786467,-0.5625382328786467,IFI30
NEUT,IFI30,0.02010477164956015,12.215888758481187,0.10716034854201101,0.9155628988113869,0.9514493670114716,-6.479243346481925,0.10602451858179589,NS,Bad_NEUT,-0.5625382328786467,-0.5625382328786467,IFI30
NEUT,MSR1,-1.735070427119079,6.153027299336745,-3.4226312290222216,0.002467667363769173,0.02215082549867922,-1.6573803082879275,-3.02727819831987,NS,Good_NEUT,-0.7352229822714019,-0.5514172367035515,MSR1
MONO,MSR1,-0.3699379189403693,7.169575464218649,-1.1000827058379143,0.2801028061227015,0.46047273840248293,-6.035750128386716,-1.080088424244878,NS,Good_MONO,-0.7352229822714019,-0.5514172367035515,MSR1
Myeloid,MSR1,-0.10066060075475747,7.906280922326248,-0.20488259976988424,0.8395097305057551,0.9045159243243758,-6.219662916019505,-0.2025206320874145,NS,Good_Myeloid,-0.7352229822714019,-0.5514172367035515,MSR1
Myeloid,AC018755.4,-2.1653727923715245,2.934885843965256,-3.2959019612992937,0.0026920734632925295,0.02331220428203736,-1.7272314273501266,-3.0008724024899402,NS,Good_Myeloid,-2.1653727923715245,-0.5413431980928811,AC018755.4
Myeloid,HIST2H2AA4,-2.153129804048117,4.137866391203712,-3.799224434874938,6.385535949926905e-4,0.01030741263496242,-0.41193999368655465,-3.4146869341068307,NS,Good_Myeloid,-2.153129804048117,-0.5382824510120292,HIST2H2AA4
Myeloid,AC008914.1,-2.126817275980887,1.430543938406735,-3.0822660073068664,0.004267045415822165,0.030404936067178135,-2.1597402426444763,-2.8577141897919804,NS,Good_Myeloid,-2.126817275980887,-0.5317043189952217,AC008914.1
Myeloid,AL355816.2,-2.0860915852888886,1.4531497028031826,-4.085107714093489,3.3468410867272265e-4,0.00713395030652306,0.2723962344252566,-3.5868598335211126,NS,Good_Myeloid,-2.0860915852888886,-0.5215228963222222,AL355816.2
MONO,CD300E,-2.331552564330719,6.551425052518821,-3.7020351364117987,8.76068546629684e-4,0.012189883835335024,-0.773415362245701,-3.327570386657716,NS,Good_MONO,-1.0197000570695478,-0.5098500285347739,CD300E
NEUT,CD300E,0.2921524501916233,8.172913320273734,1.2181922510272276,0.23459226080008816,0.41129545875248485,-5.582843158357896,1.1886123118292797,NS,Bad_NEUT,-1.0197000570695478,-0.5098500285347739,CD300E
MONO,CLEC12A,-1.8365540397729285,6.301047515717773,-5.598999623424145,3.2129855697267164e-5,0.002231105262600797,4.061548500497963,-4.157820333709999,NS,Good_MONO,-1.0121957667261081,-0.5060978833630541,CLEC12A
NEUT,CLEC12A,-0.1878374936792877,7.77620780087992,-0.7565911741866772,0.45709941743137417,0.6259639898120685,-5.983461854466828,-0.7436315387991856,NS,Good_NEUT,-1.0121957667261081,-0.5060978833630541,CLEC12A
Myeloid,PTCH2,-1.980515433455695,4.59079643449815,-6.473560109404794,3.2816865144017627e-7,2.58807862896499e-4,6.470309229280924,-5.10650688930422,NS,Good_Myeloid,-1.980515433455695,-0.49512885836392373,PTCH2
Myeloid,SLC4A1,-1.9506236938266142,0.4916964117140857,-3.042836274153645,0.005303979152334718,0.034933860885108595,-2.259169025466867,-2.7879679458388154,NS,Good_Myeloid,-1.9506236938266142,-0.48765592345665354,SLC4A1
Myeloid,TRPM3,-1.935788235667498,1.3835213623842724,-3.037954846306997,0.0048057563043019825,0.03295674245701751,-2.269446343571358,-2.819773464481326,NS,Good_Myeloid,-1.935788235667498,-0.4839470589168745,TRPM3
Myeloid,ARHGAP8,-1.931673353887426,1.9520605635663728,-4.237337065509174,2.3992579747098168e-4,0.005966262905128624,0.5395712843191633,-3.6727802486602537,NS,Good_Myeloid,-1.931673353887426,-0.4829183384718565,ARHGAP8
Myeloid,AC133919.1,-1.8842479513366859,0.625120310443847,-3.346867432671886,0.0021404198368634234,0.020469792480562195,-1.5013246135487153,-3.070023423194693,NS,Good_Myeloid,-1.8842479513366859,-0.47106198783417147,AC133919.1
Myeloid,AC011445.2,-1.8576237668325843,0.2741781427831613,-3.468855691118818,0.0015403398774569699,0.01692228118109692,-1.2656399570548018,-3.1669741921190306,NS,Good_Myeloid,-1.8576237668325843,-0.4644059417081461,AC011445.2
Myeloid,ZSWIM4,-1.8453074262892364,3.457224130832516,-4.01328561948343,3.4617327106406873e-4,0.007288812096283312,0.10354263195618074,-3.5780454452951957,NS,Good_Myeloid,-1.8453074262892364,-0.4613268565723091,ZSWIM4
Myeloid,AL356055.1,-1.843508368056327,0.6227226717553237,-4.1789549567477655,0.0018746111584845588,0.01885025664920584,0.563537770730064,-3.109410426061757,NS,Good_Myeloid,-1.843508368056327,-0.4608770920140817,AL356055.1
Myeloid,AP002762.3,-1.8354211792569595,0.48789423864821646,-3.89263419876458,4.8425880776746e-4,0.008779477005846513,-0.18714792898889598,-3.489315728466352,NS,Good_Myeloid,-1.8354211792569595,-0.45885529481423987,AP002762.3
MONO,CDC42EP2,-1.8402380774714113,6.088086180942387,-5.125011511594267,2.0207934821853978e-5,0.001733012859942101,2.4057499408960084,-4.2625808500443805,NS,Good_MONO,-0.6009849687433005,-0.4507387265574754,CDC42EP2
Myeloid,CDC42EP2,0.033563629218677615,1.7808393592694214,0.07466560022155928,0.9409548910823147,0.9669836909493694,-6.250371512287812,0.0740697425135373,NS,Bad_Myeloid,-0.6009849687433005,-0.4507387265574754,CDC42EP2
NEUT,CDC42EP2,0.0037195420228322007,7.817798390307676,0.015460649980387296,0.9877939630982951,0.9936436904672263,-6.346019874286133,0.015298595353659425,NS,Bad_NEUT,-0.6009849687433005,-0.4507387265574754,CDC42EP2
Myeloid,IPO4,-1.7947588361289757,1.8223281299723042,-3.016701281928103,0.0050322870255604425,0.033875750768606425,-2.3609200086247153,-2.8049597060388787,NS,Good_Myeloid,-1.7947588361289757,-0.4486897090322439,IPO4
Myeloid,AC005726.5,-1.793762352483943,3.660735196143582,-5.48115331633943,8.547852362268274e-6,0.0011168856559976806,3.823066459955622,-4.450981958804508,NS,Good_Myeloid,-1.793762352483943,-0.44844058812098575,AC005726.5
MONO,TFRC,-1.520766735348264,6.2829457044644546,-4.042724288919366,5.751808953061981e-4,0.0097159690813573,0.034561018523683984,-3.4430556722524055,NS,Good_MONO,-0.43355654830218743,-0.43355654830218743,TFRC
NEUT,TFRC,-0.45662607201651806,6.696141391910704,-1.2342856398869584,0.22849195231546326,0.4040002635142974,-5.565245608334676,-1.204252622844696,NS,Good_NEUT,-0.43355654830218743,-0.43355654830218743,TFRC
T Cells,TFRC,0.114688729527896,5.6187622885365265,0.4045180486727978,0.6889423671009381,0.8043833378482181,-6.167485214777926,0.4002907677161374,NS,Bad_T Cells,-0.43355654830218743,-0.43355654830218743,TFRC
Myeloid,TFRC,0.12847788462813625,6.232547437895229,0.38259506866803084,0.70491172178385475,0.8162913965300268,-6.11577989687299,0.37869856138318975,NS,Bad_Myeloid,-0.43355654830218743,-0.43355654830218743,TFRC
Myeloid,PRR22,-1.7317918811605377,0.1346762685866527,-3.3048443172700206,0.0023830074268302603,0.021672804777292342,-1.6644919493123718,-3.0378143151454955,NS,Good_Myeloid,-1.7317918811605377,-0.43294797029013443,PRR22
Myeloid,AC005072.1,-1.7174351730926423,1.7674764261683857,-5.210004859024687,1.2036241275513408e-5,0.0013423364390712054,3.2341840251772034,-4.376930354401463,NS,Good_Myeloid,-1.7174351730926423,-0.42935879327316057,AC005072.1
Myeloid,SIRPB1,-1.6485464308222886,2.2714776667828063,-3.266007841510226,0.0027075903510376184,0.023404552729715984,-1.784123783395411,-2.9991218081888307,NS,Good_Myeloid,-0.857493008853341,-0.4287465044266705,SIRPB1
NEUT,SIRPB1,-0.06643958688439344,6.287144130888733,-0.3035173124283311,0.7638879852964234,0.8556010393769019,-6.6007786451071535,-0.3003791243006622,NS,Good_NEUT,-0.857493008853341,-0.4287465044266705,SIRPB1
Myeloid,SEZ6,-1.7103361525772804,2.0147566435235857,-4.827239297345152,3.4235794443291303e-5,0.0022978565741542814,2.296736150273537,-4.143290418687457,NS,Good_Myeloid,-1.7103361525772804,-0.4275840381443201,SEZ6
Myeloid,B3GAT2,-1.6963990121911252,3.2475610872772958,-4.925462568462936,3.742106503577461e-5,0.002390103544233432,2.4009639109171497,-4.122851689673314,NS,Good_Myeloid,-1.6963990121911252,-0.4240997530477813,B3GAT2
Myeloid,AC108488.3,-1.6874294714005909,1.5510046622437106,-3.782384809231842,7.226388893962826e-4,0.010974767507323737,-0.48973690284451177,-3.380842738034275,NS,Good_Myeloid,-1.6874294714005909,-0.4218573678501477,AC108488.3
Myeloid,AC022137.4,-1.686842046216774,4.0398764489983465,-4.873034748018612,3.1954733640318274e-5,0.002231105262600797,2.3466062285184313,-4.159069022466118,NS,Good_Myeloid,-1.686842046216774,-0.4217105115541935,AC022137.4
Myeloid,AC092171.3,-1.680057724328981,2.2602098273023197,-3.4651632836741144,0.0015644485658980363,0.01710205605552497,-1.2219629492416457,-3.1624551046016363,NS,Good_Myeloid,-1.680057724328981,-0.42001443108224523,AC092171.3
Myeloid,AC005363.2,-1.664716061124551,1.753287943404295,-4.666441387245132,5.952351300009236e-5,0.0030009091645389033,1.638490689947993,-4.0146918399137625,NS,Good_Myeloid,-1.664716061124551,-0.41617901528113777,AC005363.2
Myeloid,AC025175.2,-1.6628667449417947,0.6667152895291661,-3.1129385123470468,0.003988283137622657,0.02924783208926477,-2.0552684897124216,-2.87908698471259,NS,Good_Myeloid,-1.6628667449417947,-0.41571668623544866,AC025175.2
Myeloid,SLC2A1,-1.641750233427377,2.2988024629867425,-3.544490320067355,0.0013832448991584656,0.01587568288109004,-1.0965926782372524,-3.1981246199354767,NS,Good_Myeloid,-1.641750233427377,-0.41043755835684426,SLC2A1
Myeloid,ASGR2,-1.6361181275172738,1.6137030110279718,-4.160992740044814,2.2869814221179364e-4,0.005815235484482284,0.4972793799644464,-3.685005009461721,NS,Good_Myeloid,-1.6361181275172738,-0.40902953187931845,ASGR2
Myeloid,HIST1H4J,-1.6135404803823175,2.47887722900412,-4.03288157880126,6.566595894681322e-4,0.010427249993448047,0.11084509824664845,-3.4070630384811937,NS,Good_Myeloid,-1.6135404803823175,-0.40338512009557936,HIST1H4J
T Cells,S100B,-2.2954685731090962,6.320233027156796,-4.296655884628094,1.4550371026147602e-4,0.0046363822943635115,0.8124867562263747,-3.7986204553666307,NS,Good_T Cells,-0.8007798049731616,-0.4003899024865808,S100B
Myeloid,S100B,0.6939089631627731,5.262781140395997,1.9512042414153425,0.06349035792116044,0.17383683615809853,-4.436926212097942,1.8557418827364909,NS,Bad_Myeloid,-0.8007798049731616,-0.4003899024865808,S100B
Myeloid,BOLA2B,-1.5970649611827659,3.88046263821701,-3.9769341892578685,4.0366004609879033e-4,0.007881185798367364,-5.703052938343944e-5,-3.5376792791701956,NS,Good_Myeloid,-1.5970649611827659,-0.39926624029569147,BOLA2B
Myeloid,AL157938.3,-1.5927610135040164,3.7223547941407995,-4.879005900337263,3.171819193638332e-5,0.0022234956010768778,2.210617673000719,-4.160766019535604,NS,Good_Myeloid,-1.5927610135040164,-0.3981902533760041,AL157938.3
Myeloid,CHPF,-1.5898282441861515,1.6310146272788217,-3.5180510395192526,0.0013495179939011157,0.01568424017964444,-1.1531448249695995,-3.2052359608138783,NS,Good_Myeloid,-1.5898282441861515,-0.3974570610465379,CHPF
Myeloid,HNRNPA1L2,-1.5863359563726287,1.560924532876364,-4.951515475666594,2.58039976826555e-5,0.001992321247651744,2.429146125664718,-4.20765012224055,NS,Good_Myeloid,-1.5863359563726287,-0.3965839890931572,HNRNPA1L2
Myeloid,AC011471.2,-1.5782081277642903,1.33551856909478,-4.020005880044605,7.608657262904182e-4,0.01123841937655185,0.11450364206018371,-3.3666522366410856,NS,Good_Myeloid,-1.5782081277642903,-0.3945520319410726,AC011471.2
Myeloid,TNFRSF21,-1.571699874577646,3.1166642303172147,-4.11489679958221,3.573497885634996e-4,0.007395499560505341,0.2910991786671051,-3.569729679284178,NS,Good_Myeloid,-1.571699874577646,-0.3929249686444115,TNFRSF21
Myeloid,HSPB8,-1.5683740055324302,-0.24418075345526288,-3.029768424469656,0.004951225000726138,0.03354800566616587,-2.3323876593771873,-2.810190071781823,NS,Good_Myeloid,-1.5683740055324302,-0.39209350138310756,HSPB8
Myeloid,AC007216.3,-1.5616904407487606,2.462793548809488,-5.111398765009009,2.0405006049494895e-5,0.001733012859942101,2.839154998546957,-4.260412385423779,NS,Good_Myeloid,-1.5616904407487606,-0.39042261018719016,AC007216.3
Myeloid,ZNF385C,-1.5565562565583637,0.40791091477149133,-3.4035424834464214,0.0018612866969490412,0.01880484923847864,-1.4224516153633306,-3.1115171381887547,NS,Good_Myeloid,-1.5565562565583637,-0.38913906413959093,ZNF385C
Myeloid,AP003168.2,-1.5428060638878733,0.11622862673499482,-3.163446035238803,0.0036078984732365515,0.027663060446531086,-2.008248969222434,-2.910552933315678,NS,Good_Myeloid,-1.5428060638878733,-0.38570151597196833,AP003168.2
Myeloid,ADCY4,-1.5188503925237458,0.6958758864443447,-4.7221562451859285,4.6382233829044585e-5,0.002598501170024132,1.973632672553486,-4.073146473322116,NS,Good_Myeloid,-1.5188503925237458,-0.37971259813093644,ADCY4
Myeloid,AC025062.3,-1.5178563249242476,0.04469736738974508,-3.127574323126395,0.003786656378217364,0.028392850982613186,-2.1060681159628505,-2.8954083074474024,NS,Good_Myeloid,-1.5178563249242476,-0.3794640812310619,AC025062.3
Myeloid,GDF15,-1.5020003753534912,1.8735648318863927,-3.1131731050142815,0.003929576026767855,0.02897258691922797,-2.1140893940370624,-2.8837604066086975,NS,Good_Myeloid,-1.5020003753534912,-0.3755000938383728,GDF15
Myeloid,FFAR2,-1.9490337173272922,2.2132522539450825,-3.665468621831821,9.197097664770229e-4,0.012551935144218554,-0.7461105514638193,-3.314001613082817,NS,Good_Myeloid,-0.7210364716589692,-0.3605182358294846,FFAR2
NEUT,FFAR2,0.5069607740093538,6.07518846030875,1.1641156489156446,0.2554403550322466,0.4341095743794208,-5.681438609380184,1.1372342920537224,NS,Bad_NEUT,-0.7210364716589692,-0.3605182358294846,FFAR2
NEUT,EPSTI1,-1.5653703880551442,6.388863470127562,-3.5612808415834145,0.0015741373485255764,0.017148545106138027,-1.3036901842800805,-3.1606570199507957,NS,Good_NEUT,-0.3383541510513335,-0.3383541510513335,EPSTI1
MONO,EPSTI1,-0.4147413416109442,6.272852003643073,-1.277631186479294,0.21225023024222717,0.3841561284250375,-5.67660619814499,-1.247401736277764,NS,Good_MONO,-0.3383541510513335,-0.3383541510513335,EPSTI1
T Cells,EPSTI1,0.4197855967954114,5.966910720605576,1.118291020205926,0.2724420279653223,0.45209775768619875,-5.674148272779566,1.0974561761671795,NS,Bad_T Cells,-0.3383541510513335,-0.3383541510513335,EPSTI1
Myeloid,EPSTI1,0.20690952866534307,6.137182549743086,0.9333667966920973,0.3615652042927352,0.542065506225282,-5.802420044767183,0.9123866697195978,NS,Bad_Myeloid,-0.3383541510513335,-0.3383541510513335,EPSTI1
MONO,NLRP3,-1.5329613710998036,7.250888650097674,-6.342960156672175,8.06194759753865e-7,3.787433051740415e-4,5.712496095365386,-4.933861842200928,NS,Good_MONO,-0.43015210291478595,-0.3226140771860895,NLRP3
NEUT,NLRP3,0.6111274916008149,7.372619211984082,2.365621637838568,0.02576212001513856,0.09541749986150448,-3.8607913322593803,2.2297789727613164,NS,Bad_NEUT,-0.43015210291478595,-0.3226140771860895,NLRP3
Myeloid,NLRP3,-0.36862242924536925,6.830624760814549,-1.2766474260101037,0.21114898313594513,0.3831626966202451,-5.4921736494001845,-1.2504122741735166,NS,Good_Myeloid,-0.43015210291478595,-0.3226140771860895,NLRP3
MONO,GAPT,-1.690088386028889,5.751489945439626,-4.789468418281778,4.5784821391547255e-5,0.0025860256965196072,1.8166066690265037,-4.076163552910261,NS,Good_MONO,-0.4287165903981483,-0.32153744279861124,GAPT
Myeloid,GAPT,0.3061920880723381,4.229376263428765,0.8479307068442211,0.4028950554007318,0.5792141024322239,-5.976873290297635,0.8364619829610861,NS,Bad_Myeloid,-0.4287165903981483,-0.32153744279861124,GAPT
NEUT,GAPT,0.09774652676210582,6.168843447237731,0.5122711266984734,0.6132720752810319,0.7498808405395339,-6.31384234931933,0.5054083215751474,NS,Bad_NEUT,-0.4287165903981483,-0.32153744279861124,GAPT
Myeloid,AC020656.1,-1.5090904217031813,3.128715390743591,-4.49024055301942,1.1193701325365486e-4,0.003986763107527752,1.237203390075062,-3.863143921964199,NS,Good_Myeloid,-0.2059993803464669,-0.15449953525985016,AC020656.1
NEUT,AC020656.1,1.423127061209276,9.1050769129442,2.7432778592120037,0.011690841486243836,0.057650103103893784,-3.1000599887083125,2.5213412469531935,NS,Bad_NEUT,-0.2059993803464669,-0.15449953525985016,AC020656.1
MONO,AC020656.1,-0.5320347805454952,8.87786803062341,-0.80681155438436,0.4262329495703192,0.6000686000900088,-5.85297819394198,-0.795654380107355,NS,Good_MONO,-0.2059993803464669,-0.15449953525985016,AC020656.1
NEUT,CCL4,-1.7653006553151078,9.116224191228465,-4.232773600409551,2.550056404643061e-4,0.006201579903890757,0.2608347128900519,-3.657179669958647,NS,Good_NEUT,-0.08288909518127174,-0.08288909518127174,CCL4
MONO,CCL4,0.8197275867571197,10.654816902959594,1.6879017577135444,0.12504197322153582,0.2711022928500691,-5.082416715437604,1.5339499215594812,NS,Bad_MONO,-0.08288909518127174,-0.08288909518127174,CCL4
Myeloid,CCL4,0.6395454039427815,12.371812100339165,1.4499198319437387,0.15701045880714196,0.3155642988422052,-5.222765689312044,1.4151979725867205,NS,Bad_Myeloid,-0.08288909518127174,-0.08288909518127174,CCL4
T Cells,CCL4,-0.02552871610988028,12.04186888751616,-0.08652405575606821,0.9316870003745175,0.9608930831831874,-6.364192357267128,-0.08572251908872873,NS,Good_T Cells,-0.08288909518127174,-0.08288909518127174,CCL4
MONO,APOE,1.5776641813905172,9.954371830698054,3.147083598081893,0.0038779177726470573,0.028745280335685852,-2.289035399655752,2.8879254448800844,NS,Bad_MONO,0.08156106175855249,0.08156106175855249,APOE
NEUT,APOE,-1.2833774875408155,7.351594359360755,-2.0462495717895997,0.051178860017374456,0.15082498156995366,-4.464383430059959,-1.9499770037238007,NS,Good_NEUT,0.08156106175855249,0.08156106175855249,APOE
Myeloid,APOE,0.5843683912918376,11.887752834301002,1.3012656783346304,0.202945866064086,0.3736721933150293,-5.3442411106494285,1.273203423508502,NS,Bad_Myeloid,0.08156106175855249,0.08156106175855249,APOE
T Cells,APOE,-0.5524108381073294,8.733888884038935,-1.033190063599141,0.309256560700033,0.4914012645447311,-5.787959686160119,-1.0167832318280972,NS,Good_T Cells,0.08156106175855249,0.08156106175855249,APOE
MONO,GPR34,1.7105281768515823,7.1322749749575856,3.2372324605852163,0.0030118795508281516,0.024965587177697916,-1.8298798503018352,2.966522875007202,NS,Bad_MONO,0.2871195074509873,0.21533963058824046,GPR34
T Cells,GPR34,-0.6996705412957649,6.278838453706777,-1.6226362284192186,0.12171707694670271,0.26647272203102523,-5.137778036730421,-1.5476064525021853,NS,Good_T Cells,0.2871195074509873,0.21533963058824046,GPR34
Myeloid,GPR34,-0.14949911320285558,9.587789692474562,-0.5391651603186335,0.5945127304378971,0.7357936393638406,-6.030703008302642,-0.5323079449751529,NS,Good_Myeloid,0.2871195074509873,0.21533963058824046,GPR34
MONO,TREM2,2.3101118489874093,7.757210358292497,4.448105081175223,1.49278710995019e-4,0.004677453425489445,0.9735754384158488,3.7922662979397685,NS,Bad_MONO,0.3613146227785409,0.27098596708390565,TREM2
T Cells,TREM2,-1.15896358546006,6.509953465356318,-2.4706288155678293,0.018867632116700336,0.07831485947386782,-3.5956634200679582,-2.3481359729874236,NS,Good_T Cells,0.3613146227785409,0.27098596708390565,TREM2
Myeloid,TREM2,-0.06720439519172672,9.984117798266022,-0.2333169695149116,0.8170298951488769,0.8893647907264862,-6.196166977329263,-0.23136674860989714,NS,Good_Myeloid,0.3613146227785409,0.27098596708390565,TREM2
T Cells,MYBL1,1.5304905993745965,6.333739337063627,2.9238346882337942,0.007239947556929242,0.04237278609915492,-2.5831111217477654,2.6856010632710334,NS,Bad_T Cells,1.5304905993745965,0.38262264984364913,MYBL1
Myeloid,SAP30L,1.5431103818006875,3.7109884380665994,5.201407345855703,1.21952506103366e-5,0.0013423364390712054,3.1846799262727004,4.374067745314838,NS,Bad_Myeloid,1.5431103818006875,0.3857775954501719,SAP30L
Myeloid,ZNF787,1.5459914879813712,4.667019534205238,5.43750346599035,1.7126481244012786e-4,0.005009098792454177,3.6064699605300623,3.758017636756059,NS,Bad_Myeloid,1.5459914879813712,0.3864978719953428,ZNF787
Myeloid,MBLAC1,1.5516101281938715,0.569959982973081,3.273089221071048,0.002774401039990587,0.023689900514059628,-1.65596809966776,2.9916875015478883,NS,Bad_Myeloid,1.5516101281938715,0.38790253204846786,MBLAC1
MONO,A2M,1.8349421067661478,7.322869036916653,3.9666086417222575,0.0018774995621760068,0.018862030345111216,-0.2722356635083134,3.108955559223742,NS,Bad_MONO,0.5203104503956167,0.3902328377967126,A2M
T Cells,A2M,-0.5375401294022542,6.8779106826415175,-1.5518888034310987,0.13128732242439406,0.28045725585522585,-5.016066375950992,-1.5090448471369509,NS,Good_T Cells,0.5203104503956167,0.3902328377967126,A2M
Myeloid,A2M,0.2635293738229567,9.965643701624717,1.4326043203724992,0.1625181745896886,0.32307607452320347,-5.2474830374463615,1.396652234057511,NS,Bad_Myeloid,0.5203104503956167,0.3902328377967126,A2M
Myeloid,ZNRF2,1.5624344641916448,5.853381438655239,4.840437620448637,3.3236900619847564e-5,0.0022722515154410955,2.239528766600822,4.150073172577686,NS,Bad_Myeloid,1.5624344641916448,0.3906086160479112,ZNRF2
Myeloid,RASSF8,1.56978109218897,6.4003766268870805,4.976064710411228,2.2306383499623726e-5,0.0018197893650232244,2.7040976233393685,4.24045833909946,NS,Bad_Myeloid,1.56978109218897,0.3924452730472425,RASSF8
Myeloid,LCA5,1.569850812595567,0.07006707228519775,3.5478799691278464,0.0013552866124100095,0.01570994171928495,-1.0578048714104202,3.204008105127253,NS,Bad_Myeloid,1.569850812595567,0.39246270314889176,LCA5
Myeloid,PPP2R3B,1.5826342321902471,2.252446382098864,4.299196572967518,1.547837515318755e-4,0.0047870235312701325,0.9152926727775341,3.783266144437556,NS,Bad_Myeloid,1.5826342321902471,0.3956585580475618,PPP2R3B
Myeloid,TCP11L2,1.6019294397043922,1.49461467265348,3.1005439713221365,0.004059606715731787,0.029488235360785958,-2.0419893524904973,2.8734925352307035,NS,Bad_Myeloid,1.6019294397043922,0.40048235992609804,TCP11L2
Myeloid,SERPINI1,1.6035068777539876,0.5069322789740128,3.48059742989846,0.0015163496453908247,0.016720083074763765,-1.1941410868778224,3.171536206335126,NS,Bad_Myeloid,1.6035068777539876,0.4008767194384969,SERPINI1
MONO,FOLR2,1.5464915136104231,6.230555778784257,3.241798078513693,0.0029558071166719746,0.024630238773717186,-1.9473873318072181,2.9722968864102004,NS,Bad_MONO,0.8019892690103054,0.4009946345051527,FOLR2
Myeloid,FOLR2,0.057487024410187715,7.971932325601012,0.12428263281115282,0.9022002984386356,0.9428484141089424,-6.250513777596495,0.12288230442741509,NS,Bad_Myeloid,0.8019892690103054,0.4009946345051527,FOLR2
NEUT,CALML4,1.544461317736058,6.025172210066003,5.285712332732291,4.2660879555894326e-5,0.0025460474117655636,2.7836586664360397,4.092575217527567,NS,Bad_NEUT,0.8069523492478461,0.40347617462392305,CALML4
Myeloid,CALML4,0.06944338075963419,4.330338330279947,0.44473080100745893,0.6595909612936088,0.7846723201856195,-6.22170832490281,0.44047797444766806,NS,Bad_Myeloid,0.8069523492478461,0.40347617462392305,CALML4
