assay,ID,logFC,AveExpr,t,P.Value,adj.P.Val,B,z.std,diffexpressed,cluster,pos_avgLFC,avg_LFC,gene
T Cells,AC114760.2,-2.4992123081744957,7.05749562113918,-6.055755586813131,8.574052066895548e-7,3.787433051740415e-4,5.383959832711318,-4.921825794064758,NS,Good_T Cells,-2.2695608211636227,-1.1347804105818113,AC114760.2
Myeloid,AC114760.2,-2.0399093341527497,5.405071953045663,-4.4611628254757205,2.3961222248682063e-4,0.005966262905128624,1.2386836570409496,-3.673114316939878,NS,Good_Myeloid,-2.2695608211636227,-1.1347804105818113,AC114760.2
MONO,SELL,-2.256415663264527,7.117711299455856,-5.181006146033537,2.0726104262463945e-5,0.0017468466958920946,2.5946787606613535,-4.256921549249853,NS,Good_MONO,-1.1180175587415133,-1.1180175587415133,SELL
T Cells,SELL,-0.899276506400545,7.143376406811166,-3.3468223279608615,0.002062559735648542,0.02004641024761932,-1.6247465400439314,-3.0810731456163922,NS,Good_T Cells,-1.1180175587415133,-1.1180175587415133,SELL
NEUT,SELL,-0.6283900383472716,7.424007805543871,-2.4788321233789326,0.02020484687772128,0.08146127967022847,-3.6722947246568363,-2.3225219691854946,NS,Good_NEUT,-1.1180175587415133,-1.1180175587415133,SELL
Myeloid,SELL,-0.6879880269537098,4.311542583727521,-1.7811136846056812,0.08536904946356398,0.21048675192657657,-4.748292063519415,-1.7203488461223466,NS,Good_Myeloid,-1.1180175587415133,-1.1180175587415133,SELL
NEUT,RGS1,-2.3517745394262675,7.0603116895075235,-4.862299126047071,2.0069722406437486e-4,0.005478116318652071,1.8331308832889128,-3.7181372528788454,NS,Good_NEUT,-1.1097705479955304,-1.1097705479955304,RGS1
T Cells,RGS1,-1.3190629931923663,8.972514313453313,-3.011274150795868,0.007134044786913886,0.04196429861071721,-2.3821830559043797,-2.690521453623121,NS,Good_T Cells,-1.1097705479955304,-1.1097705479955304,RGS1
Myeloid,RGS1,-0.7311590993999157,10.684910747690914,-1.3889118658985973,0.17472692420373037,0.3383956966910357,-5.29988351686925,-1.3571708701497427,NS,Good_Myeloid,-1.1097705479955304,-1.1097705479955304,RGS1
MONO,RGS1,-0.03708555996357177,9.247324487312689,-0.09005519417106439,0.9288816192446077,0.9592014551140772,-6.191368178965455,-0.08925202638159395,NS,Good_MONO,-1.1097705479955304,-1.1097705479955304,RGS1
MONO,RBM3,-1.7153682130738117,8.47054650531475,-7.996104373971771,5.341269124342182e-8,1.2106713825848712e-4,10.180462009839442,-5.439558759009514,NS,Good_MONO,-1.1082560172859142,-1.1082560172859142,RBM3
T Cells,RBM3,-0.9510824263509523,8.259821085602608,-5.7050224828779355,2.3549102837731334e-6,6.117779868973921e-4,4.792795233207639,-4.720305208347434,NS,Good_T Cells,-1.1082560172859142,-1.1082560172859142,RBM3
NEUT,RBM3,-0.9597835675881505,8.61618194572689,-4.529347068518833,1.403553671563143e-4,0.0045578341434496066,0.9041286022187567,-3.8075411894423166,NS,Good_NEUT,-1.1082560172859142,-1.1082560172859142,RBM3
Myeloid,RBM3,-0.8067898621307421,7.714695521231701,-2.8231908444645173,0.008184308450573302,0.0457881680277577,-2.7615601503246037,-2.644370221910249,NS,Good_Myeloid,-1.1082560172859142,-1.1082560172859142,RBM3
T Cells,IRF8,-2.359369078618472,6.022404153940085,-6.684415688344568,1.5050860248523566e-7,1.5826337905137973e-4,7.08203710076609,-5.25193619724358,NS,Good_T Cells,-1.0792923534120262,-1.0792923534120262,IRF8
Myeloid,IRF8,-0.6801840353016164,8.124471422500132,-3.6594240331543637,0.0010052852094172158,0.013273657692938978,-0.8200449653715189,-3.289043400384999,NS,Good_Myeloid,-1.0792923534120262,-1.0792923534120262,IRF8
NEUT,IRF8,-0.9245961913058149,6.78336333074088,-3.5621524743288018,0.0016112021962375119,0.017370751136602806,-1.298707596469173,-3.1538711255938083,NS,Good_NEUT,-1.0792923534120262,-1.0792923534120262,IRF8
MONO,IRF8,-0.3530201084222018,7.285601062792966,-1.4177607742154998,0.17420386331003684,0.3376758547035728,-5.376720461604861,-1.3588192768360714,NS,Good_MONO,-1.0792923534120262,-1.0792923534120262,IRF8
T Cells,IFITM1,-1.7732497051335523,8.321302041234365,-5.392499831599288,6.550544652764279e-6,9.470023303319553e-4,3.6011284253024387,-4.507792968392506,NS,Good_T Cells,-2.0698022269512615,-1.0349011134756307,IFITM1
Myeloid,IFITM1,-2.366354748768971,0.32653508418797267,-4.070514635639057,2.9488521370113984e-4,0.0066725958709666,0.2671003428706671,-3.6197522559436077,NS,Good_Myeloid,-2.0698022269512615,-1.0349011134756307,IFITM1
Myeloid,FPR2,-2.1042181618388796,2.369948416956747,-3.3216723518630062,0.0022794409041793375,0.02114899749835636,-1.6296220349578583,-3.0511797209454863,NS,Good_Myeloid,-1.345184852535165,-1.0088886394013739,FPR2
MONO,FPR2,-1.4307604383618808,5.693650135856653,-3.4106495876699183,0.004816090494208599,0.032986634706300956,-1.5902003632155006,-2.819084053016273,NS,Good_MONO,-1.345184852535165,-1.0088886394013739,FPR2
NEUT,FPR2,-0.5005759574047346,6.595240779064141,-1.30577425078502,0.2036710027518374,0.37450770944841977,-5.505161111812924,-1.2711620546355267,NS,Good_NEUT,-1.345184852535165,-1.0088886394013739,FPR2
NEUT,ISG15,-2.5340747085541393,8.297173632921556,-4.981590344830997,3.964059683575163e-5,0.0024394885258509167,1.9543804128823696,-4.1095645100851375,NS,Good_NEUT,-1.007650773936336,-1.007650773936336,ISG15
MONO,ISG15,-0.8959950620522221,7.615501510522454,-2.693100610309829,0.012639398000533106,0.06067454830854465,-3.218807511282655,-2.493771222281727,NS,Good_MONO,-1.007650773936336,-1.007650773936336,ISG15
T Cells,ISG15,-0.2757388697122778,7.938525032796646,-1.302259986353888,0.2024013869303466,0.37294955158510623,-5.375068173260705,-1.2747397088826016,NS,Good_T Cells,-1.007650773936336,-1.007650773936336,ISG15
Myeloid,ISG15,-0.32479445542670504,6.323191922179638,-0.8505683615494019,0.40258509113064,0.57891924865504,-5.908956194525098,-0.837013301818631,NS,Good_Myeloid,-1.007650773936336,-1.007650773936336,ISG15
MONO,AC103591.3,-2.23061006375862,6.270136187038298,-7.591301957567893,2.2442442490549482e-8,8.211798171544345e-5,8.040373729750428,-5.59203433484686,NS,Good_MONO,-2.0042830530455436,-1.0021415265227718,AC103591.3
Myeloid,AC103591.3,-1.777956042332467,7.082406584921264,-4.524698976422704,1.6324456696631434e-4,0.004911126059605113,1.4083241581970611,-3.7700045565478524,NS,Good_Myeloid,-2.0042830530455436,-1.0021415265227718,AC103591.3
T Cells,MYC,-2.0851111583318103,5.93468139793303,-6.893784218608456,7.657160524343826e-7,3.787433051740415e-4,7.176855396003438,-4.943908622076159,NS,Good_T Cells,-0.992293327757233,-0.992293327757233,MYC
NEUT,MYC,-0.7127947691307961,5.846455979452385,-3.1578985360415888,0.0041686687208631135,0.029937679089797803,-2.16066179945161,-2.8651081283257898,NS,Good_NEUT,-0.992293327757233,-0.992293327757233,MYC
MONO,MYC,-0.49296446041996234,5.901694322601116,-1.9994648452190686,0.05593030414866876,0.15993952035883235,-4.561689238846625,-1.911578305552565,NS,Good_MONO,-0.992293327757233,-0.992293327757233,MYC
Myeloid,MYC,-0.6783029231463633,5.433502504307397,-1.64304993662599,0.1141186337098527,0.25570448194631834,-5.010282858305694,-1.5799486189370004,NS,Good_Myeloid,-0.992293327757233,-0.992293327757233,MYC
MONO,MT2A,-1.9939267476373583,8.783703222895287,-5.360132800850932,1.0493091630872285e-5,0.0012748594049788518,2.986694074114226,-4.406754678029189,NS,Good_MONO,-0.9813031578802726,-0.9813031578802726,MT2A
T Cells,MT2A,-0.5955500917853724,8.557219940101836,-1.9909860561859474,0.05497272192624321,0.158184472970459,-4.4696611229167935,-1.9190917614413325,NS,Good_T Cells,-0.9813031578802726,-0.9813031578802726,MT2A
NEUT,MT2A,-0.6371750952601083,9.291980797514654,-1.6504207216399582,0.11135883133307253,0.2514598336738836,-5.1343205623125945,-1.5921151601118477,NS,Good_NEUT,-0.9813031578802726,-0.9813031578802726,MT2A
Myeloid,MT2A,-0.6985606968382512,8.043955670558987,-1.0093969220646433,0.3205010332411727,0.5022853757450717,-5.797970441717128,-0.9934287980584675,NS,Good_Myeloid,-0.9813031578802726,-0.9813031578802726,MT2A
Myeloid,NKG7,-2.721156565842222,2.894412187958931,-3.9096791051356776,4.6426395023610597e-4,0.008536117026739128,-0.15813555747599484,-3.5005701959530744,NS,Good_Myeloid,-1.2847375493284319,-0.9635531619963239,NKG7
MONO,NKG7,-1.1687907753545437,5.600241938008979,-2.425943778300368,0.022536296287438952,0.08747521438200509,-3.52758512379115,-2.2812053845133176,NS,Good_MONO,-1.2847375493284319,-0.9635531619963239,NKG7
T Cells,NKG7,0.03573469321147016,11.965032599899038,0.13595237749048483,0.8926905619574593,0.9368037553594007,-6.385383304638018,0.13490047756934995,NS,Bad_T Cells,-1.2847375493284319,-0.9635531619963239,NKG7
Myeloid,FCN1,-3.2518796310480202,0.3171961591889115,-5.680014186623591,2.988510228898087e-6,6.458331059242849e-4,4.405919773491346,-4.671607910968399,NS,Good_Myeloid,-1.2846629839299246,-0.9634972379474435,FCN1
NEUT,FCN1,0.6534104766330966,10.905295610613688,3.4451561979782084,0.0019395881165820872,0.01924943136645647,-1.590853903764831,3.099330060527009,NS,Bad_NEUT,-1.2846629839299246,-0.9634972379474435,FCN1
MONO,FCN1,-1.2555197973748502,9.513280062733493,-3.059727344563475,0.008122752420368327,0.045605547659947475,-2.3252493193910273,-2.646924340095129,NS,Good_MONO,-1.2846629839299246,-0.9634972379474435,FCN1
NEUT,HES1,-1.9809024279947378,7.959919689086441,-5.628874394844976,9.068878794856985e-6,0.0011575663673296646,3.6957028004274415,-4.4382605765923495,NS,Good_NEUT,-1.281553251107644,-0.9611649383307329,HES1
MONO,HES1,-2.0430192809514347,7.664448306874111,-7.141421473706099,3.8753207883438626e-5,0.002420952285593372,7.530793963912504,-4.114789991623109,NS,Good_MONO,-1.281553251107644,-0.9611649383307329,HES1
Myeloid,HES1,0.17926195562324088,6.867849641504423,0.3172698073845525,0.7532719180750376,0.8493974618257151,-6.167639967003178,0.31432802123544157,NS,Bad_Myeloid,-1.281553251107644,-0.9611649383307329,HES1
MONO,SMIM25,-1.6272840704153477,8.458868990181927,-3.7830554764069175,7.019246712046223e-4,0.010842464223142627,-0.597913770009213,-3.3888262702481167,NS,Good_MONO,-1.227306754305062,-0.9204800657287966,SMIM25
NEUT,SMIM25,-0.7005592655806634,9.612533281911924,-2.968647447517098,0.006324547415926281,0.038999903948194393,-2.6470524794248043,-2.7304627806110076,NS,Good_NEUT,-1.227306754305062,-0.9204800657287966,SMIM25
Myeloid,SMIM25,-1.354076926919175,3.209437169095311,-2.608559483616578,0.01582171642200236,0.07004687646088983,-3.268623673685614,-2.413002376179954,NS,Good_Myeloid,-1.227306754305062,-0.9204800657287966,SMIM25
Myeloid,AC051619.7,-3.5750751954655566,1.542893091658701,-5.237038207077048,1.2122436809473119e-5,0.0013423364390712054,3.319511146031605,-4.375374147183617,NS,Good_Myeloid,-3.5750751954655566,-0.8937687988663892,AC051619.7
MONO,INSIG1,-1.7331474336281434,7.23562004117233,-5.769614059959429,2.1267479425855198e-5,0.0017856596223640093,4.043433535778751,-4.251150916654095,NS,Good_MONO,-0.8778701097636763,-0.8778701097636763,INSIG1
T Cells,INSIG1,-0.7849393487288054,6.21899778749351,-2.661102401283303,0.011973777674148835,0.058483733377694,-3.1026106537531444,-2.5129161905283426,NS,Good_T Cells,-0.8778701097636763,-0.8778701097636763,INSIG1
Myeloid,INSIG1,-0.5025986708578647,6.174884839135242,-1.4894998750057729,0.14726612380684814,0.3017121908803203,-5.093842447564115,-1.4492559284543993,NS,Good_Myeloid,-0.8778701097636763,-0.8778701097636763,INSIG1
NEUT,INSIG1,-0.4907949858398917,7.696503875268078,-1.4322246798456906,0.16547655851410295,0.3267669103978086,-5.4367891543999765,-1.3868858983194832,NS,Good_NEUT,-0.8778701097636763,-0.8778701097636763,INSIG1
MONO,LSP1,-1.909999060791109,8.503911320085237,-7.249447569021477,8.131545128957593e-8,1.2825769966974396e-4,7.902092725173176,-5.3641851745787354,NS,Good_MONO,-0.8339423304007654,-0.8339423304007654,LSP1
NEUT,LSP1,-0.667759447096568,8.925893733182562,-3.0819086511085074,0.005017879510041215,0.03382320370596158,-2.3891343650421244,-2.805883728699534,NS,Good_NEUT,-0.8339423304007654,-0.8339423304007654,LSP1
T Cells,LSP1,-0.5106155197844657,8.93615479834971,-2.457429713635054,0.019869273373946544,0.08074223309596754,-3.5339142289004752,-2.3288073592407157,NS,Good_T Cells,-0.8339423304007654,-0.8339423304007654,LSP1
Myeloid,LSP1,-0.24739529393091875,4.0673777184339395,-0.3106750126420043,0.7582870232513115,0.8519656903643112,-6.143624667098334,-0.30773100762388594,NS,Good_Myeloid,-0.8339423304007654,-0.8339423304007654,LSP1
T Cells,CCL3,-1.1353431775713627,10.862977878714537,-3.785333131309412,6.291793858302843e-4,0.010200836415495108,-0.5070626911765492,-3.4187134893971654,NS,Good_T Cells,-0.8228579182126246,-0.8228579182126246,CCL3
NEUT,CCL3,-1.6296325766626687,9.601852301734958,-3.617774418732523,0.0015375099025734574,0.01690801477521269,-1.176220372185882,-3.1675089256916786,NS,Good_NEUT,-0.8228579182126246,-0.8228579182126246,CCL3
Myeloid,CCL3,-0.36323304133807355,12.971699994922739,-0.9698108735741163,0.339941906254027,0.5208935656027635,-5.801624235925539,-0.954280044917209,NS,Good_Myeloid,-0.8228579182126246,-0.8228579182126246,CCL3
MONO,CCL3,-0.16322287727839324,11.453421254391458,-0.37615808976674947,0.7095643234064084,0.8193624386253894,-6.383071669419726,-0.37244128074055316,NS,Good_MONO,-0.8228579182126246,-0.8228579182126246,CCL3
NEUT,RNASE6,-2.0545778117198514,6.247373013694277,-4.434213441386993,2.3143748043027334e-4,0.005852929251201593,0.7697552204037628,-3.6819712879425235,NS,Good_NEUT,-1.0938117708664272,-0.8203588281498204,RNASE6
MONO,RNASE6,-0.9350900777276712,7.908710494894275,-3.4629029182438837,0.0018322399274627002,0.018653800113737816,-1.4896126337577584,-3.1161581293045266,NS,Good_MONO,-1.0938117708664272,-0.8203588281498204,RNASE6
Myeloid,RNASE6,-0.2917674231517591,7.41580889318931,-0.8478417812525322,0.40317830442420555,0.579424770441015,-5.905891377432813,-0.8359584034825688,NS,Good_Myeloid,-1.0938117708664272,-0.8203588281498204,RNASE6
NEUT,OLR1,-1.734547776292727,7.464985687111156,-5.193641990232861,2.0349119244794334e-5,0.001733012859942101,2.606273666345481,-4.261025300651348,NS,Good_NEUT,-0.8087340392980122,-0.8087340392980122,OLR1
T Cells,OLR1,-1.0263032665764955,6.3399070726787325,-2.473819728994176,0.01935633034120756,0.07958042945346218,-3.451846919632161,-2.3385964185624317,NS,Good_T Cells,-0.8087340392980122,-0.8087340392980122,OLR1
MONO,OLR1,-0.40192504943959495,8.020317358906432,-1.5462471611610835,0.1325989067833173,0.28195611388043695,-5.500049136306658,-1.5039318824621124,NS,Good_MONO,-0.8087340392980122,-0.8087340392980122,OLR1
Myeloid,OLR1,-0.07216006488323146,9.739117057181039,-0.3392951563474358,0.7368356516584487,0.8371047414684295,-6.045690563146947,-0.3360466985937592,NS,Good_Myeloid,-0.8087340392980122,-0.8087340392980122,OLR1
Myeloid,C15orf48,-3.2257488217741663,1.7597443748321098,-3.2301097569274577,0.0034611765599324544,0.026976120857937668,-1.7709555380860378,-2.9235023110116285,NS,Good_Myeloid,-3.2257488217741663,-0.8064372054435416,C15orf48
Myeloid,AC012313.1,-3.113846948823399,0.6079115246449676,-5.073207077911087,1.8119957033172465e-5,0.0016489907170469092,2.701539990303967,-4.286880664035247,NS,Good_Myeloid,-3.113846948823399,-0.7784617372058498,AC012313.1
MONO,PLAC8,-1.7801082088811189,6.9949817684063875,-4.472884466045548,0.0012511959593372146,0.015056626252907015,0.9912697824619965,-3.2269447984213677,NS,Good_MONO,-0.7782863678953721,-0.7782863678953721,PLAC8
T Cells,PLAC8,-0.6686724879447716,8.863842551587327,-2.8521195460801367,0.008287376419493562,0.04617992012677432,-2.791661313099584,-2.64013190767389,NS,Good_T Cells,-0.7782863678953721,-0.7782863678953721,PLAC8
Myeloid,PLAC8,-0.5614325531936086,3.231581285256245,-1.0163132813426294,0.319734731732024,0.5016257439507321,-5.6920212049969425,-0.9950031512003182,NS,Good_Myeloid,-0.7782863678953721,-0.7782863678953721,PLAC8
NEUT,PLAC8,-0.10293222156198922,8.174856049829403,-0.3615427057212825,0.7205966041305754,0.8266085305148761,-6.390349307937569,-0.35766155886895745,NS,Good_NEUT,-0.7782863678953721,-0.7782863678953721,PLAC8
MONO,EHD1,-1.7457461779970465,5.699044878584313,-4.387115719079715,1.50497045651842e-4,0.004700531488096146,0.7351564334202898,-3.790247840096471,NS,Good_MONO,-0.7453874730078437,-0.7453874730078437,EHD1
Myeloid,EHD1,-0.9259002361832919,2.909987879026101,-2.363685458397773,0.024636093250950706,0.09270862494333564,-3.755102545997314,-2.247061558382782,NS,Good_Myeloid,-0.7453874730078437,-0.7453874730078437,EHD1
T Cells,EHD1,-0.28891785217579535,6.719929010883587,-1.6749233371641044,0.10346670638676961,0.23930565713066868,-5.100949478992234,-1.6282744414137997,NS,Good_T Cells,-0.7453874730078437,-0.7453874730078437,EHD1
NEUT,EHD1,-0.020985625675240982,6.834857038385795,-0.06482317248150532,0.9488391189713707,0.9722428489601908,-6.254785477410545,-0.06416465704600431,NS,Good_NEUT,-0.7453874730078437,-0.7453874730078437,EHD1
Myeloid,DDX43,-2.938766572401457,0.22779389106229486,-3.313115142155922,0.0023529936931979342,0.02149321283682085,-1.5722536944782979,-3.041632001504756,NS,Good_Myeloid,-2.938766572401457,-0.7346916431003643,DDX43
MONO,AZI2,-1.50541911945784,6.691078930732397,-4.487728060958839,1.0880670101332583e-4,0.003906779791506115,1.0481624327342223,-3.8700641896764676,NS,Good_MONO,-0.7236874037162082,-0.7236874037162082,AZI2
NEUT,AZI2,-1.1038804494400427,7.037115888479395,-3.652015078931259,0.001183189151476741,0.01462888177094591,-1.1040764921663095,-3.24290196622279,NS,Good_NEUT,-0.7236874037162082,-0.7236874037162082,AZI2
T Cells,AZI2,-0.17523655679757066,5.582429477035197,-0.7556597094766075,0.45530363831026865,0.624356637966053,-6.069467321308485,-0.7466023353616307,NS,Good_T Cells,-0.7236874037162082,-0.7236874037162082,AZI2
Myeloid,AZI2,-0.11021348916937956,4.927069698667831,-0.5811112844911528,0.5653195608305779,0.7136673160988405,-6.085331678928114,-0.5749582092529778,NS,Good_Myeloid,-0.7236874037162082,-0.7236874037162082,AZI2
MONO,S100A9,-1.5717147816654151,11.987903726028529,-3.369986796358768,0.002118355103387649,0.020338051040437417,-1.7846437951809815,-3.0731168666329736,NS,Good_MONO,-0.9636937425329652,-0.722770306899724,S100A9
Myeloid,S100A9,-1.256124666839417,5.664711063288423,-1.1841389386230146,0.24930043065948798,0.42764329292494474,-5.603250153077532,-1.1520502360320752,NS,Good_Myeloid,-0.9636937425329652,-0.722770306899724,S100A9
NEUT,S100A9,-0.06324177909406359,12.912550123071894,-0.17120203297056077,0.8658835800063323,0.921161476455148,-6.484352521346478,-0.16888947246002203,NS,Good_NEUT,-0.9636937425329652,-0.722770306899724,S100A9
T Cells,SPI1,-1.769276896496288,5.612894581052052,-4.320059849775264,1.4293706640923872e-4,0.004594671729207923,0.9133691374735138,-3.8030299515784804,NS,Good_T Cells,-0.7177126584793391,-0.7177126584793391,SPI1
MONO,SPI1,-0.5142598115970802,9.242108591569005,-2.596547487880839,0.014835451008588539,0.06719926752239018,-3.4348008529224523,-2.436371218056019,NS,Good_MONO,-0.7177126584793391,-0.7177126584793391,SPI1
Myeloid,SPI1,-0.477612973019383,8.565531905219583,-1.9502944585733724,0.06011786090080007,0.16748960439205993,-4.496930962690353,-1.879928222729454,NS,Good_Myeloid,-0.7177126584793391,-0.7177126584793391,SPI1
NEUT,SPI1,-0.10970095280460512,9.667216268438601,-0.6926060183277333,0.49558774897959246,0.6576268657512986,-6.251438722268502,-0.6814484907408491,NS,Good_NEUT,-0.7177126584793391,-0.7177126584793391,SPI1
MONO,CD55,-1.8995310428446437,8.976666891792528,-5.923140084473855,1.987605138314536e-6,5.608671734308133e-4,4.878031077031309,-4.7546804801500775,NS,Good_MONO,-0.696830677247209,-0.696830677247209,CD55
T Cells,CD55,-0.5468774438623472,7.419912781944155,-2.4757872956547957,0.018794812788758566,0.07815682505740798,-3.5622574373786384,-2.349575880925861,NS,Good_T Cells,-0.696830677247209,-0.696830677247209,CD55
Myeloid,CD55,-0.5425734580042318,5.8775129814085245,-2.3344829952802115,0.027583031262809338,0.09986694480166516,-3.7864644017235407,-2.203166276510916,NS,Good_Myeloid,-0.696830677247209,-0.696830677247209,CD55
NEUT,CD55,0.20165923572238675,9.934920428968287,1.0785580328592936,0.291370999536819,0.47184548706999124,-5.778074692073807,1.055118789721511,NS,Bad_NEUT,-0.696830677247209,-0.696830677247209,CD55
Myeloid,RASL11B,-2.7235222829173527,0.7464141046130078,-4.261338475005238,1.8176407769129727e-4,0.005165655551582016,0.6641378394949697,-3.743099684657178,NS,Good_Myeloid,-2.7235222829173527,-0.6808805707293382,RASL11B
Myeloid,MT1G,-2.7222647532172575,2.162400249959653,-4.202840716790898,2.4391290853050925e-4,0.0060247034073497826,0.4021923502359792,-3.6685679105078233,NS,Good_Myeloid,-2.7222647532172575,-0.6805661883043144,MT1G
MONO,SERPINA1,-1.7901216892072132,9.690359296622153,-6.496489382645141,4.4441124715860995e-7,3.243124766564578e-4,6.316848128709568,-5.048878503353983,NS,Good_MONO,-0.9017543155769164,-0.6763157366826873,SERPINA1
NEUT,SERPINA1,-0.8131959193885248,10.38240962561946,-3.5236710933592654,0.001597918784050268,0.01729059201326068,-1.4271495906886749,-3.156286395256021,NS,Good_NEUT,-0.9017543155769164,-0.6763157366826873,SERPINA1
Myeloid,SERPINA1,-0.10194533813501128,8.142190544689274,-0.22815858357446625,0.8210052681434892,0.8920211735457847,-6.204435253261166,-0.2262522066199053,NS,Good_Myeloid,-0.9017543155769164,-0.6763157366826873,SERPINA1
Myeloid,SIGLEC14,-2.636923264792685,3.937119543944476,-3.149128490660878,0.0038942593447626487,0.028818041169922523,-2.0640800369694494,-2.8866024547906175,NS,Good_Myeloid,-2.636923264792685,-0.6592308161981713,SIGLEC14
MONO,CD36,-2.371044121649364,6.591693481890133,-4.051202411091523,0.001697434598359772,0.017942915653892045,-0.022604667060298844,-3.1386233785396387,NS,Good_MONO,-1.3112146344866051,-0.6556073172433026,CD36
NEUT,CD36,-0.2513851473238464,7.723870225851084,-0.6671630461954882,0.5144910404622698,0.6729498124247502,-6.298125582285641,-0.6518606985085962,NS,Good_NEUT,-1.3112146344866051,-0.6556073172433026,CD36
NEUT,RANBP1,-1.5239096730590616,6.426694919770014,-4.394902065616573,1.7813127408232478e-4,0.005126474648149337,0.6955303856595991,-3.748167512804486,NS,Good_NEUT,-0.8710214323872046,-0.6532660742904035,RANBP1
T Cells,RANBP1,-0.5674918785513281,7.4245197054229495,-2.9547380687113796,0.005983238820393746,0.03765228829636213,-2.508470378768958,-2.748698532692025,NS,Good_T Cells,-0.8710214323872046,-0.6532660742904035,RANBP1
Myeloid,RANBP1,-0.5216627455512244,7.064164611147189,-1.6451524679382155,0.11015422870744375,0.24960756062778586,-4.957448996690994,-1.5975003096770692,NS,Good_Myeloid,-0.8710214323872046,-0.6532660742904035,RANBP1
MONO,NAMPT,-1.5100392507834788,10.030779034093737,-4.997096607728398,2.8171871447161626e-5,0.0021016596800548077,2.42522901024193,-4.187762000272113,NS,Good_MONO,-0.6422360799687508,-0.6422360799687508,NAMPT
T Cells,NAMPT,-0.6435547525113139,6.51954833777894,-2.2590266175746416,0.03065940255520967,0.10706799897803086,-4.049226926896077,-2.16146545632958,NS,Good_T Cells,-0.6422360799687508,-0.6422360799687508,NAMPT
NEUT,NAMPT,-0.2551283243140148,10.781312032433817,-1.6470057891424588,0.1114906799427476,0.2516289037710295,-5.19095518271658,-1.59152853023233,NS,Good_NEUT,-0.6422360799687508,-0.6422360799687508,NAMPT
Myeloid,NAMPT,-0.16022199226619538,7.313730657486864,-0.37722049672054464,0.7086618911156545,0.8188306148090567,-6.197990301528099,-0.3736538143057116,NS,Good_Myeloid,-0.6422360799687508,-0.6422360799687508,NAMPT
Myeloid,MYOZ2,-2.537253690893789,0.2865861776730933,-3.477311181021889,0.0015459600536990973,0.016967142100289993,-1.2473873442529495,-3.165914917624763,NS,Good_Myeloid,-2.537253690893789,-0.6343134227234473,MYOZ2
T Cells,MAFB,-1.6858120496798938,5.648451347169788,-3.8492951792407726,5.200466801154674e-4,0.009165260579671137,-0.34028783142337016,-3.470212536272927,NS,Good_T Cells,-0.6298917599592017,-0.6298917599592017,MAFB
MONO,MAFB,-0.32714768593416554,9.545055570516862,-1.5229043771225823,0.13886045763752985,0.2905910372964305,-5.31180563128153,-1.4800479239088582,NS,Good_MONO,-0.6298917599592017,-0.6298917599592017,MAFB
NEUT,MAFB,-0.2423262198982954,9.991190353137759,-1.286017867550085,0.20995167316980948,0.3819536041304773,-5.581129618208736,-1.2536983355117928,NS,Good_NEUT,-0.6298917599592017,-0.6298917599592017,MAFB
Myeloid,MAFB,-0.26428108432445185,8.880433650329138,-0.782425015242728,0.4398542430472633,0.611250823603848,-5.988604443081422,-0.7724393708354546,NS,Good_Myeloid,-0.6298917599592017,-0.6298917599592017,MAFB
Myeloid,SLX1A,-2.517075461189961,0.8181834592454843,-3.7292661865405097,7.6072941613463e-4,0.01123841937655185,-0.5546490642533071,-3.3667016502435505,NS,Good_Myeloid,-2.517075461189961,-0.6292688652974903,SLX1A
MONO,HBEGF,-1.5592137631700256,7.926449139181653,-4.839391742488966,3.871197191787269e-5,0.002420952285593372,2.0031751004801386,-4.115035566144033,NS,Good_MONO,-0.8361406581291286,-0.6271054935968465,HBEGF
Myeloid,HBEGF,-0.7451477176980389,5.595254710245484,-1.3953213625372305,0.17296882182991724,0.33613460561895914,-5.326931342343496,-1.362726186057488,NS,Good_Myeloid,-0.8361406581291286,-0.6271054935968465,HBEGF
NEUT,HBEGF,-0.20406049351932154,8.960102402310373,-0.8710307920105035,0.39203488674803777,0.5690471550101999,-6.167378515230975,-0.8559329160762512,NS,Good_NEUT,-0.8361406581291286,-0.6271054935968465,HBEGF
Myeloid,AC026979.2,-1.5585657092799816,4.0224992709495835,-5.832088606069056,2.0770625470568005e-6,5.724072067286726e-4,4.706404320171183,-4.745778163649266,NS,Good_Myeloid,-1.2510853499775523,-0.6255426749887761,AC026979.2
T Cells,AC026979.2,-0.9436049906751229,5.900528843130711,-2.8758700014875633,0.007310345199073837,0.04266042354279822,-2.5855168618908024,-2.6823659083538813,NS,Good_T Cells,-1.2510853499775523,-0.6255426749887761,AC026979.2
NEUT,IFI6,-1.8652298820878812,7.404382715597647,-3.4847444051269214,0.0018451590571096324,0.018733242436365472,-1.4948819858681537,-3.1140856702061157,NS,Good_NEUT,-0.6252743887292203,-0.6252743887292203,IFI6
MONO,IFI6,-0.6595874538968456,7.220155868790043,-1.7130131252571943,0.10742608931673432,0.245262914008698,-5.106139364051478,-1.609870687818848,NS,Good_MONO,-0.6252743887292203,-0.6252743887292203,IFI6
Myeloid,IFI6,0.049935187465425024,6.489809125325799,0.10443458539949187,0.9175030018024309,0.952529444560474,-6.256656572980119,0.10357956926588888,NS,Bad_Myeloid,-0.6252743887292203,-0.6252743887292203,IFI6
