assay,ID,logFC,AveExpr,t,P.Value,adj.P.Val,B,z.std,pos_avgLFC,avg_LFC,gene
Prolif_MKI67,PES1,-0.765584075225362,4.983838718882129,-1.0379459232127624,0.318570753273247,0.5477841754622297,-5.385803691806866,-0.9973992540752818,-1.1118698088670058,-0.7412465392446705,PES1
Adapt_AIF1,GBE1,-0.8881711244141615,4.964000432069328,-4.976903652786267,2.1641490209762463e-5,0.0018175651754550653,2.5440818719457727,-4.247245372886522,-0.9862461886444096,-0.7396846414833073,GBE1
Adapt_HSPA1A,GBE1,-0.9478749037693861,4.755620684401576,-4.9102354413157885,2.6078196569007806e-5,0.0020387394221057513,2.489328239636661,-4.205260194748307,-0.9862461886444096,-0.7396846414833073,GBE1
Homeo_FRMD4A,GBE1,-0.8895068351428224,5.1368764245657275,-4.886249888216212,3.338017579245673e-5,0.0023656807639284867,2.29775639985069,-4.149088496202409,-0.9862461886444096,-0.7396846414833073,GBE1
PVM_GPNMB,GBE1,-1.5070645234145799,5.014366552171788,-4.385465899328265,1.8665628190144037e-4,0.006596487858844794,1.0440781028573918,-3.7364233903059896,-0.9862461886444096,-0.7396846414833073,GBE1
PVM_CD163,GBE1,-1.4192834873383728,4.758318414552251,-4.084933121679669,3.3119753832629357e-4,0.00921124255253803,0.0853431455866378,-3.5895907336452186,-0.9862461886444096,-0.7396846414833073,GBE1
Adapt_CCL3,GBE1,-0.8214415385490543,4.630463116908028,-3.970309623060929,4.162946960790479e-4,0.010550519210944034,-0.021526611347086444,-3.529532419824657,-0.9862461886444096,-0.7396846414833073,GBE1
Adapt_HIST,GBE1,-0.976294771273349,4.797103990104569,-4.392049889601401,0.0011102801574451857,0.018810061097815474,0.9335688674133618,-3.2609796309331034,-0.9862461886444096,-0.7396846414833073,GBE1
Adapt_HIF1A,GBE1,-1.4281790772446632,5.5591235100972405,-4.4182760019251255,0.0012881360291993223,0.020585806174149884,0.9531117840762375,-3.2186098887951577,-0.9862461886444096,-0.7396846414833073,GBE1
Adapt_IFI44L,GBE1,0.0016005633467024438,5.108029981389379,0.0073628004531295045,0.994164916319576,0.9973356912029245,-6.303999434973914,0.00731325805864093,-0.9862461886444096,-0.7396846414833073,GBE1
Adapt_AIF1,ERAP2,-2.0436260225315652,4.230235800897825,-5.284040422551674,9.365069294297459e-6,0.0011224596885091062,3.240599917331047,-4.4313367681835505,-0.8871716117270283,-0.7393096764391903,ERAP2
Adapt_IFI44L,ERAP2,-1.408306341608304,5.185814389742727,-3.8904449127560854,4.1893782565090857e-4,0.010596935479168706,-0.10299806082892715,-3.527857371146328,-0.8871716117270283,-0.7393096764391903,ERAP2
Adapt_HIST,ERAP2,-0.8115001590767537,5.122826620083105,-3.003411824607827,0.008107224883683439,0.06120710033206359,-2.440185198805425,-2.647571353386205,-0.8871716117270283,-0.7393096764391903,ERAP2
Adapt_CCL3,ERAP2,-0.7930358602852459,4.618120110224563,-2.580056481458634,0.014788716222431133,0.08755203573025726,-3.301372095547242,-2.4375121746116193,-0.8871716117270283,-0.7393096764391903,ERAP2
Adapt_TMEM163,ERAP2,-0.951035486007946,5.081323350358906,-2.4813851767768207,0.019063613949394723,0.10186655433755387,-3.56962788111954,-2.3442846885514634,-0.8871716117270283,-0.7393096764391903,ERAP2
Adapt_HSPA1A,ERAP2,-0.7085920911419921,4.76838652892058,-2.3919622844398005,0.022773796492378998,0.1137434102437044,-3.694153571096775,-2.2772081867626026,-0.8871716117270283,-0.7393096764391903,ERAP2
PVM_GPNMB,ERAP2,-0.7207381912268325,4.762118780377844,-2.3420787444354625,0.025454794247917096,0.12179652598519075,-3.8849242048042125,-2.2344299902408835,-0.8871716117270283,-0.7393096764391903,ERAP2
Homeo_FRMD4A,ERAP2,-0.43426131161359405,4.876198087395359,-1.187643764610251,0.2447352440171116,0.46998355584024293,-5.289236408588338,-1.163232351421682,-0.8871716117270283,-0.7393096764391903,ERAP2
PVM_CD163,ERAP2,-0.5674815248786853,4.813293325686052,-1.1757713122485096,0.24938022755795636,0.474789689240179,-5.715810169794463,-1.1518560582744146,-0.8871716117270283,-0.7393096764391903,ERAP2
Adapt_HIF1A,ERAP2,-0.4331391288993647,4.887896421846095,-0.881246106735355,0.3851938559721775,0.6099800189388914,-5.39692646385016,-0.8683662661366721,-0.8871716117270283,-0.7393096764391903,ERAP2
Adapt_AIF1,GATD3B,-0.765274181048964,5.556957243116758,-4.345726514476656,1.8571243850043875e-4,0.006584421704614124,0.8429455411864701,-3.7376985258501256,-0.8043707281126031,-0.7373398341032195,GATD3B
Adapt_TMEM163,GATD3B,-1.5933323840730305,5.258260292344645,-4.223730643956492,2.171996581404092e-4,0.007188193558957465,0.4695522628495379,-3.6981229802516435,-0.8043707281126031,-0.7373398341032195,GATD3B
PVM_GPNMB,GATD3B,-1.193020687046976,4.9835421648462175,-3.9108670982620892,4.3746381670085004e-4,0.010875902668196595,-0.16161307005529668,-3.516386401081803,-0.8043707281126031,-0.7373398341032195,GATD3B
Adapt_CCL3,GATD3B,-0.8522941004204165,4.74572258904685,-3.883199356073017,5.081045578187078e-4,0.011931057435522021,-0.26461005813119254,-3.4764470458070242,-0.8043707281126031,-0.7373398341032195,GATD3B
Homeo_FRMD4A,GATD3B,-0.9558075515391522,5.322524768079186,-2.9844602238526012,0.005961055612745834,0.05096268059654628,-2.3099489961616064,-2.74991593141385,-0.8043707281126031,-0.7373398341032195,GATD3B
Adapt_HSPA1A,GATD3B,-0.7443303480608989,4.793094996861962,-2.766234919994173,0.009715252784105273,0.06820141966409324,-2.856275000962213,-2.585802688509878,-0.8043707281126031,-0.7373398341032195,GATD3B
Adapt_HIST,GATD3B,-0.5463572353516866,4.853878945475998,-2.2069399226398247,0.034705767614269266,0.14608327663356985,-4.153260075284522,-2.1117748246750785,-0.8043707281126031,-0.7373398341032195,GATD3B
PVM_CD163,GATD3B,-0.8671360467306819,5.003913039280215,-2.09841924797109,0.04526805559914792,0.17191139003557568,-4.338889276839279,-2.0021550759151934,-0.8043707281126031,-0.7373398341032195,GATD3B
Adapt_HIF1A,GATD3B,-0.4993488924252123,4.804016943726517,-1.3062280518188165,0.21864633001393258,0.44020849903653814,-5.168957062357292,-1.2301356022076553,-0.8043707281126031,-0.7373398341032195,GATD3B
Adapt_IFI44L,GATD3B,-0.29349884100594226,5.2174194564647935,-0.9531413466602724,0.34674142498939464,0.5750995466043677,-5.855776554827952,-0.940928648962793,-0.8043707281126031,-0.7373398341032195,GATD3B
Prolif_MKI67,GATD3B,-0.5376777415356733,5.402466727238768,-0.9069325319993456,0.374821565445451,0.6008922345745843,-5.780517105400283,-0.8874780746032506,-0.8043707281126031,-0.7373398341032195,GATD3B
Adapt_CCL3,HIST2H2BE,-1.1404427048451868,5.803477717382902,-4.140178949039558,2.537935805576935e-4,0.007870442934227216,0.4000241897897441,-3.6584011606359295,-0.9812129779335299,-0.7359097334501475,HIST2H2BE
Adapt_IFI44L,HIST2H2BE,-1.7086492584942898,5.606172908484692,-3.9982378941442156,2.9687707475941906e-4,0.00864063562492462,0.23236662698420307,-3.6180098723996013,-0.9812129779335299,-0.7359097334501475,HIST2H2BE
Adapt_AIF1,HIST2H2BE,-1.5176215293377529,4.830209900003923,-3.290883510305872,0.0023945726123754335,0.029725616822193816,-1.936902514583589,-3.0363549868302857,-0.9812129779335299,-0.7359097334501475,HIST2H2BE
Adapt_HSPA1A,HIST2H2BE,-0.9744720992924956,5.81716024122476,-3.0055331907578524,0.005752835460274964,0.04992892998238642,-2.35612004356023,-2.7615463258517874,-0.9812129779335299,-0.7359097334501475,HIST2H2BE
Adapt_HIST,HIST2H2BE,-1.0224460857519775,6.08862942100531,-2.824080733933536,0.008141255758899476,0.06135818603049836,-2.8465818410017767,-2.6461547729608026,-0.9812129779335299,-0.7359097334501475,HIST2H2BE
Adapt_HIF1A,HIST2H2BE,-1.137307078760477,5.711583469808077,-2.5464502127103787,0.0162757476986636,0.09262348727697031,-3.2866620146129932,-2.402672692852723,-0.9812129779335299,-0.7359097334501475,HIST2H2BE
Homeo_FRMD4A,HIST2H2BE,-0.7201385054600493,5.8303586738865505,-1.446112937216939,0.15806263805979592,0.363743471716686,-5.0980890419700184,-1.4116174277595475,-0.9812129779335299,-0.7359097334501475,HIST2H2BE
PVM_GPNMB,HIST2H2BE,-0.35391353092722877,5.033975831920115,-0.7574152262121923,0.45470112696088916,0.6690850848681458,-6.090797463692997,-0.7476005598206072,-0.9812129779335299,-0.7359097334501475,HIST2H2BE
Adapt_TMEM163,HIST2H2BE,-0.2559260085323114,5.508945191381408,-0.5495149244879937,0.5868284454351711,0.7668804659934549,-6.153552394579886,-0.5434377422782535,-0.9812129779335299,-0.7359097334501475,HIST2H2BE
Adapt_HIF1A,TMED2,-1.417173874793383,7.432648183630305,-4.693040136250299,5.524662597709004e-5,0.003163848204687195,1.8827453513619865,-4.032244664930347,-0.7343160374302498,-0.7343160374302498,TMED2
PVM_CD163,TMED2,-1.5797570245312098,8.00116753119684,-4.4306172088899425,1.2355442565650172e-4,0.005146599344005329,1.0783543235198572,-3.838964233077177,-0.7343160374302498,-0.7343160374302498,TMED2
Adapt_TMEM163,TMED2,-1.3696450254523054,7.86135399541918,-4.3905140963544715,1.2672777509384938e-4,0.005212828964893503,1.0454446217636706,-3.832732417561905,-0.7343160374302498,-0.7343160374302498,TMED2
Adapt_AIF1,TMED2,-0.923591971875684,8.092544915424991,-3.635523791364432,9.384588908427295e-4,0.017125750406173534,-1.0280430947488517,-3.3083546371215125,-0.7343160374302498,-0.7343160374302498,TMED2
PVM_GPNMB,TMED2,-1.0678939277211956,7.880147947725385,-3.404095181702976,0.0018017048072207003,0.025119420645598748,-1.4727591630810224,-3.121110391525873,-0.7343160374302498,-0.7343160374302498,TMED2
Adapt_CCL3,TMED2,-0.8381652944242495,7.376587734270357,-2.656993309600436,0.01229445742452621,0.0783153595892835,-3.1524709575204017,-2.5035780087065973,-0.7343160374302498,-0.7343160374302498,TMED2
Adapt_HIST,TMED2,-0.6434860701251717,7.373641354264729,-1.9533111591056822,0.06090636169387533,0.20449804898061158,-4.524763894605881,-1.8741746153969259,-0.7343160374302498,-0.7343160374302498,TMED2
Homeo_FRMD4A,TMED2,-0.39099541263319804,7.618040973419912,-1.1782417295849612,0.24755516988895435,0.47289405943317375,-5.419011752653494,-1.1563080668877184,-0.7343160374302498,-0.7343160374302498,TMED2
Adapt_HSPA1A,TMED2,-0.45469303304092623,7.273292080330135,-1.1663472892296503,0.2540427708992823,0.47978429489203944,-5.611307181441214,-1.1405847390971182,-0.7343160374302498,-0.7343160374302498,TMED2
Adapt_IFI44L,TMED2,-0.0649767885228103,7.960576936971781,-0.2340765326753486,0.8162611450782166,0.9092405567188787,-6.136930094538633,-0.23235648358642438,-0.7343160374302498,-0.7343160374302498,TMED2
Prolif_MKI67,TMED2,-0.070717439627618,8.136776133082892,-0.14777823820407787,0.8848135245178316,0.9450068517970055,-6.041858869976894,-0.1448699854788828,-0.7343160374302498,-0.7343160374302498,TMED2
Homeo_PICALM,TMED2,0.009303413584754061,7.641247717724653,0.028025747532170808,0.9777993126568982,0.9902852566540726,-6.11712032246726,0.027828026554338164,-0.7343160374302498,-0.7343160374302498,TMED2
PVM_CD163,SEC61G,-1.8228892001422352,8.141696570252021,-4.562322279107529,8.707222563856775e-5,0.004177721028354355,1.3845972597607412,-3.9240511774823177,-0.7236393480947665,-0.7236393480947666,SEC61G
PVM_GPNMB,SEC61G,-1.3087424649577697,7.927612137695782,-3.1528950665259408,0.003511773484251593,0.03733608407698384,-2.0800171120976794,-2.9189812476893806,-0.7236393480947665,-0.7236393480947666,SEC61G
Adapt_HIF1A,SEC61G,-1.1025247082040521,7.649821031342889,-2.3608586926338533,0.025023341373429372,0.12067985056030132,-3.6403442658196474,-2.2410422038421154,-0.7236393480947665,-0.7236393480947666,SEC61G
Adapt_CCL3,SEC61G,-0.8345346818440476,7.386651589240648,-2.132305634439099,0.040919378451288034,0.1617748660161458,-4.209673976064244,-2.0443459945087756,-0.7236393480947665,-0.7236393480947666,SEC61G
Adapt_TMEM163,SEC61G,-0.9388978633838674,7.60351934046093,-2.047811065177007,0.04931790265122044,0.1804959001760056,-4.422551913371535,-1.9658330160358175,-0.7236393480947665,-0.7236393480947666,SEC61G
Adapt_AIF1,SEC61G,-0.6680067746747422,8.318076486264383,-1.9721694666704255,0.057057375673495565,0.1966761046581209,-4.778553210858252,-1.902871032256599,-0.7236393480947665,-0.7236393480947666,SEC61G
Adapt_HIST,SEC61G,-0.6964561061381422,7.173662174059268,-1.921187463055396,0.06702146606494636,0.21681740827169727,-4.615805381977912,-1.8315300542467148,-0.7236393480947665,-0.7236393480947666,SEC61G
Homeo_FRMD4A,SEC61G,-0.7105207250108494,7.600706468444488,-1.816667979998757,0.0787942382969763,0.2395464368437731,-4.622226963535839,-1.757725432680499,-0.7236393480947665,-0.7236393480947666,SEC61G
Adapt_IFI44L,SEC61G,-0.3233192367585982,7.97290767806703,-0.8576361010124018,0.3990105183161541,0.6219558514496059,-5.855611544146763,-0.8433897218586952,-0.7236393480947665,-0.7236393480947666,SEC61G
Adapt_HSPA1A,SEC61G,-0.3045449600129979,7.141131468996591,-0.6968391492937573,0.4915714755038014,0.6977826223537011,-6.01094773293042,-0.687811528195082,-0.7236393480947665,-0.7236393480947666,SEC61G
Homeo_PICALM,SEC61G,0.12086695455720697,7.823797057896756,0.27172218582628793,0.7874935937564813,0.8928625889962123,-6.106855585180769,0.2695667363905527,-0.7236393480947665,-0.7236393480947666,SEC61G
Prolif_MKI67,SEC61G,-0.09410241056710333,8.876459481343227,-0.10251938054697866,0.9203686023167046,0.962407452867613,-5.823061368704726,-0.09996942098771941,-0.7236393480947665,-0.7236393480947666,SEC61G
PVM_CD163,PDIA4,-1.7142544302053357,7.8446172561825955,-3.6445232592656223,0.0010432040452684006,0.018125873273270778,-0.9304692785792472,-3.278608088585685,-0.7235670599623254,-0.7235670599623254,PDIA4
Adapt_TMEM163,PDIA4,-1.3741582247038124,7.805914701141671,-3.0599886122399815,0.004599606446477187,0.04379185677086676,-2.3072444127659333,-2.833814213189821,-0.7235670599623254,-0.7235670599623254,PDIA4
PVM_GPNMB,PDIA4,-1.5232639397983503,6.572211294367995,-2.9654099797692353,0.005645905098370074,0.049371281881163624,-2.5222502548746344,-2.7676673472807742,-0.7235670599623254,-0.7235670599623254,PDIA4
Adapt_AIF1,PDIA4,-1.0196889964233655,7.171942185298812,-2.6304371710720926,0.020170740710895044,0.10542817618823146,-3.4623950362728686,-2.3231566109414814,-0.7235670599623254,-0.7235670599623254,PDIA4
Adapt_HIF1A,PDIA4,-1.5400886299281258,6.722861670428931,-2.4740379134879964,0.027909104422438474,0.12883185438764785,-3.3353337138070795,-2.1985616775743013,-0.7235670599623254,-0.7235670599623254,PDIA4
Adapt_CCL3,PDIA4,-0.5703382552754208,6.700900351948901,-1.2043489772356788,0.23964636732440414,0.4643249980872052,-5.600740597432851,-1.1758711542690203,-0.7235670599623254,-0.7235670599623254,PDIA4
Adapt_HIST,PDIA4,-0.5095101171250915,6.666563246378184,-0.991495396804712,0.3291287135861548,0.5580222461577035,-5.828161082355857,-0.9758703567849611,-0.7235670599623254,-0.7235670599623254,PDIA4
Homeo_FRMD4A,PDIA4,-0.3840537411112175,6.696108767515269,-0.8065322346669372,0.4283381605988674,0.6469405205810294,-5.833423237799745,-0.7920386152998107,-0.7235670599623254,-0.7235670599623254,PDIA4
Adapt_IFI44L,PDIA4,-0.2979458707341269,7.188802818905841,-0.774157954944294,0.44372567112772654,0.6600919537123243,-5.9991624547920255,-0.7659170316580501,-0.7235670599623254,-0.7235670599623254,PDIA4
Prolif_MKI67,PDIA4,0.38039686991654076,7.720708010724159,0.5661873615207248,0.5823916922054816,0.763750040148454,-5.977754202764704,0.5498945650562994,-0.7235670599623254,-0.7235670599623254,PDIA4
Adapt_HSPA1A,PDIA4,-0.15957335954769025,6.7293536318679825,-0.33185066564661075,0.7421827737336802,0.8664914433184001,-6.238022021947265,-0.32896416547301216,-0.7235670599623254,-0.7235670599623254,PDIA4
Homeo_PICALM,PDIA4,0.02967397538809191,6.235688568305165,0.0975054944386703,0.9228634383733783,0.9638252192186025,-6.2459248777356144,0.09682743241310775,-0.7235670599623254,-0.7235670599623254,PDIA4
Homeo_PICALM,SPP1,1.9991750921495282,13.215675590547614,3.8939816909431784,4.554814284817056e-4,0.0111539249059333,-0.11687395696676894,3.5056572063199494,-0.7214320315792836,-0.7214320315792836,SPP1
Adapt_TMEM163,SPP1,-2.1759768410197093,13.787193515923676,-2.8839002683142407,0.007159083278992919,0.057026812591925644,-2.713896103936913,-2.6893522414516657,-0.7214320315792836,-0.7214320315792836,SPP1
PVM_CD163,SPP1,-3.328464290094044,12.511100173592228,-2.7958508053209585,0.009100692349385636,0.06563903983981953,-2.9308564039402745,-2.608248262004273,-0.7214320315792836,-0.7214320315792836,SPP1
Adapt_HIF1A,SPP1,-1.9503409763614359,14.037957693456521,-2.6555080615722275,0.012679288613829698,0.0797440084246023,-3.067652078583599,-2.4926524527203813,-0.7214320315792836,-0.7214320315792836,SPP1
PVM_GPNMB,SPP1,-1.328003033525734,14.784240531895923,-2.0363856077959728,0.05002145407389238,0.182217023589486,-4.449326566930361,-1.9597804770505178,-0.7214320315792836,-0.7214320315792836,SPP1
Adapt_CCL3,SPP1,-0.9268710046019848,14.08818503079967,-1.243235052066965,0.22951053927782622,0.4525560053623694,-5.581701669317624,-1.2016206443790836,-0.7214320315792836,-0.7214320315792836,SPP1
Adapt_HIST,SPP1,-0.7118391028128563,13.199008042058,-0.9607338226414246,0.3439800456317057,0.5724961550560286,-5.839618459923808,-0.9463304919601332,-0.7214320315792836,-0.7214320315792836,SPP1
Adapt_AIF1,SPP1,-0.47637104740315195,14.225807956674632,-0.6431137861402672,0.5262191070613165,0.7239701355523163,-6.358960705231787,-0.6337881203146084,-0.7214320315792836,-0.7214320315792836,SPP1
Homeo_FRMD4A,SPP1,-0.37585959956165027,13.522232570482775,-0.5036368961419013,0.6203569530684021,0.7889895478648047,-6.029171979867394,-0.4953445156097458,-0.7214320315792836,-0.7214320315792836,SPP1
Adapt_IFI44L,SPP1,0.3264519856977959,13.817365737853622,0.48288345588326337,0.6320080432260826,0.7967117959423382,-6.174013397085103,0.4789024285133138,-0.7214320315792836,-0.7214320315792836,SPP1
Adapt_HSPA1A,SPP1,0.16397267386197356,13.528170190015091,0.2098802240412314,0.8350706456858926,0.9187968783467017,-6.254280215032002,0.20820277019265418,-0.7214320315792836,-0.7214320315792836,SPP1
Prolif_MKI67,SPP1,0.1269417647198665,14.081792329423594,0.0822774333326745,0.9358033210767319,0.9703203520938805,-5.97704208299217,0.08054561180261566,-0.7214320315792836,-0.7214320315792836,SPP1
PVM_CD163,GMPPB,-1.7794694450482669,5.241077291511836,-3.8152539613639505,6.794652056773776e-4,0.014156981770588547,-0.5489528614481038,-3.397733720468897,-0.7793545943702058,-0.7144083781726888,GMPPB
PVM_GPNMB,GMPPB,-1.5192521042396763,4.92406746760853,-3.312284770517853,0.002286223358521256,0.02894679311932081,-1.6986487343355785,-3.05028758544955,-0.7793545943702058,-0.7144083781726888,GMPPB
Adapt_HIF1A,GMPPB,-0.9695358742471027,5.105681883020211,-2.275970814393793,0.0452719943019853,0.17191250141008735,-3.7594168543436055,-2.0021184440463364,-0.7793545943702058,-0.7144083781726888,GMPPB
Adapt_AIF1,GMPPB,-0.8156036769698067,4.995080870205905,-2.1142991754200238,0.050995688971907614,0.18436965009663095,-4.520344740799443,-1.9515160488754149,-0.7793545943702058,-0.7144083781726888,GMPPB
Adapt_HSPA1A,GMPPB,-0.6867952045819155,4.602531040867148,-1.7593127693244226,0.08861885175413563,0.25738800788175364,-4.857145358503099,-1.7027286977824554,-0.7793545943702058,-0.7144083781726888,GMPPB
Homeo_FRMD4A,GMPPB,-0.7059327991598865,4.538131154852989,-1.6941976966131307,0.10009416583819657,0.2765098520825106,-4.836142872261372,-1.6443972837113263,-0.7793545943702058,-0.7144083781726888,GMPPB
Adapt_TMEM163,GMPPB,-0.5696781995533895,5.654097602753362,-1.5713593198238156,0.1266658169252513,0.31863584172706144,-5.125506138171099,-1.5273829367518323,-0.7793545943702058,-0.7144083781726888,GMPPB
Adapt_CCL3,GMPPB,-0.569033587163609,4.63463503456874,-1.2941028290904524,0.20508334692095553,0.4240591672724134,-5.521831536571019,-1.2672012276915385,-0.7793545943702058,-0.7144083781726888,GMPPB
Adapt_IFI44L,GMPPB,-0.44794429513816025,5.163582753181553,-1.2152195463837518,0.23202702136303402,0.4554505297901623,-5.5765157143056445,-1.1951536052605924,-0.7793545943702058,-0.7144083781726888,GMPPB
Adapt_HIST,GMPPB,-0.3637309656268428,4.76141748103719,-0.7253813859176201,0.473844550308519,0.6843772275854282,-6.003762561908037,-0.716237761030797,-0.7793545943702058,-0.7144083781726888,GMPPB
Prolif_MKI67,GMPPB,-0.14592438634360771,5.833675541225462,-0.27730442313266307,0.7851897044514544,0.891601188964304,-6.242463433883814,-0.2725622879686767,-0.7793545943702058,-0.7144083781726888,GMPPB
Adapt_IFI44L,CKS2,-1.1595986553773039,5.786357629971144,-3.864048800240389,4.3985101491012717e-4,0.01090354191310147,-0.13238340829507766,-3.5149414119244264,-0.7778537893274193,-0.713032640216801,CKS2
Adapt_HIF1A,CKS2,-1.7811662031145965,6.263405234271607,-3.6481904873654183,0.0014933983379834589,0.022484625059029376,-0.7809265380801307,-3.1759633178506492,-0.7778537893274193,-0.713032640216801,CKS2
Adapt_AIF1,CKS2,-0.8112142261668573,5.011725146491678,-3.160158957423859,0.0035212719170904837,0.03739452706863559,-2.254692096272806,-2.9181391342381757,-0.7778537893274193,-0.713032640216801,CKS2
Adapt_CCL3,CKS2,-0.5498914173628071,6.532104569691966,-1.9224885773962523,0.06378351890603774,0.21034843363246208,-4.542170540974507,-1.8536900299575514,-0.7778537893274193,-0.713032640216801,CKS2
Homeo_FRMD4A,CKS2,-0.7619087946569874,5.8836430629001715,-1.8115222289493191,0.08555840998887512,0.2518012136954013,-4.632173502505703,-1.7193074178327956,-0.7778537893274193,-0.713032640216801,CKS2
PVM_CD163,CKS2,-0.7809427208057751,6.1631734443642605,-1.7571694814101169,0.0900074610870023,0.2598901099093596,-4.896000458830365,-1.695358354375952,-0.7778537893274193,-0.713032640216801,CKS2
Adapt_HIST,CKS2,-0.4730882915288017,6.45913203046964,-1.576101888718233,0.12496190272603908,0.3160969938313463,-5.204635328914476,-1.534275449941607,-0.7778537893274193,-0.713032640216801,CKS2
Prolif_MKI67,CKS2,-0.983833179742188,6.472571936581871,-1.521123748222942,0.14310845894674315,0.3426519443302905,-5.105678962705973,-1.4643129554463112,-0.7778537893274193,-0.713032640216801,CKS2
PVM_GPNMB,CKS2,-0.667371785438263,5.651991933783242,-1.276346169003584,0.21112114879823593,0.4315639659271446,-5.60653262058291,-1.2504885133055041,-0.7778537893274193,-0.713032640216801,CKS2
Adapt_HSPA1A,CKS2,-0.3684315350160263,7.060151118562092,-0.8841187149462488,0.3831079832229739,0.6080689767285514,-5.939022743636856,-0.8721840429789033,-0.7778537893274193,-0.713032640216801,CKS2
Adapt_TMEM163,CKS2,-0.2189448733920063,5.691198538106079,-0.45079029417323546,0.6553463300226361,0.8119971949290081,-6.262586256498446,-0.4463473888219568,-0.7778537893274193,-0.713032640216801,CKS2
PVM_GPNMB,UGDH,-1.2995076390227678,4.478014447692709,-4.504342385329782,8.000639841310171e-5,0.0039501808487160265,1.4391473416016387,-3.944380917078171,-0.7759432444811052,-0.7112813074410131,UGDH
Adapt_HIST,UGDH,-1.1294208433228827,4.065275355954619,-4.137192648021781,2.4221665647323204e-4,0.007680839776227855,0.4053888542870192,-3.6703520278346295,-0.7759432444811052,-0.7112813074410131,UGDH
Adapt_TMEM163,UGDH,-1.606433781265399,5.350746967103431,-4.0832829295709985,3.2331174094222935e-4,0.009094324408959785,0.1700869038616002,-3.595867983652429,-0.7759432444811052,-0.7112813074410131,UGDH
Adapt_AIF1,UGDH,-0.9050259999106043,4.596182559198264,-3.780142858994852,6.302734012599625e-4,0.013552047350058896,-0.6875037733937077,-3.4182407052700534,-0.7759432444811052,-0.7112813074410131,UGDH
Adapt_HSPA1A,UGDH,-0.679519421168274,3.99354737447656,-2.6487648132110095,0.012355746225919988,0.07857432660126837,-3.182800892822585,-2.5018178903611394,-0.7759432444811052,-0.7112813074410131,UGDH
Homeo_FRMD4A,UGDH,-0.669399122491416,4.359188204980125,-2.0822552756474884,0.04804612029928308,0.17818039009921,-4.1252197601855,-1.9769602785071487,-0.7759432444811052,-0.7112813074410131,UGDH
PVM_CD163,UGDH,-0.7987461245098295,4.864356151888562,-1.9476450777253551,0.06174114961585231,0.20605936761467855,-4.600197979064674,-1.8681501165442,-0.7759432444811052,-0.7112813074410131,UGDH
Adapt_HIF1A,UGDH,-0.6126544266605232,4.416952510144665,-1.8864076531048886,0.08416233783053084,0.2491877695596839,-4.414111301373307,-1.7270296545628596,-0.7759432444811052,-0.7112813074410131,UGDH
Adapt_CCL3,UGDH,-0.46800400202435677,4.106937523638286,-1.5526926131125256,0.13053569397957993,0.3244046628812153,-5.18487365319076,-1.511992800873123,-0.7759432444811052,-0.7112813074410131,UGDH
Adapt_IFI44L,UGDH,-0.47378480486748487,4.673946433620664,-1.4785350724079354,0.14775149778162733,0.3492789854756864,-5.232086281048391,-1.4475194328736092,-0.7759432444811052,-0.7112813074410131,UGDH
Prolif_MKI67,UGDH,0.10712047595138108,5.158493278346786,0.1686833758530519,0.8679696754782242,0.9359599392910217,-6.114142025813894,0.1662379749949321,-0.7759432444811052,-0.7112813074410131,UGDH
Adapt_AIF1,RABGGTA,-0.9424896785523034,4.65218206343763,-5.5665879907347575,4.545733684294344e-6,7.339833947131804e-4,4.036500221385742,-4.584730041213204,-0.7755242562149798,-0.7108972348637314,RABGGTA
PVM_CD163,RABGGTA,-1.5628063409519228,4.55346657619281,-4.7688735052579405,4.848463079755837e-5,0.0029228300848211475,1.9488217151468534,-4.062814152431851,-0.7755242562149798,-0.7108972348637314,RABGGTA
Adapt_CCL3,RABGGTA,-0.6205221971546839,4.558847204745131,-3.035134026732613,0.004805963847970341,0.044941884382074034,-2.2885745496052516,-2.819759605693975,-0.7755242562149798,-0.7108972348637314,RABGGTA
PVM_GPNMB,RABGGTA,-0.6237209828987123,4.76055438712687,-2.9911296489505137,0.005397041409940383,0.048125242897302335,-2.4705238665747973,-2.7823283022990983,-0.7755242562149798,-0.7108972348637314,RABGGTA
Adapt_TMEM163,RABGGTA,-1.1048984633121415,5.241972875976182,-3.001656067868199,0.005530404710927004,0.04872629428245562,-2.4423807763394407,-2.7743975670124392,-0.7755242562149798,-0.7108972348637314,RABGGTA
Adapt_HSPA1A,RABGGTA,-0.5091084817738079,4.624831311836639,-2.018915775422833,0.05235599043996281,0.18719929445650238,-4.345590285862038,-1.9401950453325054,-0.7755242562149798,-0.7108972348637314,RABGGTA
Homeo_FRMD4A,RABGGTA,-0.5079373322068985,4.910237705362123,-1.857585392378963,0.07263306614961218,0.22788066584548242,-4.507427530058318,-1.7951295218985364,-0.7755242562149798,-0.7108972348637314,RABGGTA
Adapt_HIST,RABGGTA,-0.4209288668554958,4.850053391596853,-1.729868165037303,0.10178065640572473,0.2794068723955178,-4.942796683521595,-1.6362816420236326,-0.7755242562149798,-0.7108972348637314,RABGGTA
Adapt_HIF1A,RABGGTA,-0.7480380100383157,4.630901419677338,-1.697422836983023,0.105343350866788,0.285093690536165,-4.5237120383659,-1.6194831415825544,-0.7755242562149798,-0.7108972348637314,RABGGTA
