p_val	p_val_adj	cluster	gene	avg_log2FC.y	pct.1.y	pct.2.y	sd.1	sd.2	RNA.MTC.123	RNA.MTC.456	se	tstat	log2FC
0	0	MTC_456	TUBB	0.8866995232150625	1	0.995	0.4227986376231103	0.3760305004799423	0.6704596045567659	1.8324975587771228	0.004762863701986339	186.16940956031704	0.8866995232150625
0	0	MTC_456	SLC7A5	0.8800498980641583	0.895	0.401	0.3979366415915628	0.17756577074454993	0.03508707607699513	0.32995117554271736	0.0037361642659025874	235.5490378449821	0.8800498980641583
0	0	MTC_456	PDIA3	0.8657254233437501	1	0.998	0.441578113545826	0.4159243707313567	1.151255728689292	2.753807556523699	0.0050963381588112295	169.87205251420934	0.8657254233437501
0	0	MTC_456	SIGLEC9	0.865258075478731	0.949	0.711	0.3414607119023375	0.22968950504252034	0.0828361922220848	0.4523007586569681	0.0034945771474930495	247.6002214171899	0.865258075478731
0	0	MTC_456	SELENOT	0.8650548630008303	0.998	0.979	0.3651729762568731	0.3265827671322351	0.4352075422286241	1.169320213325307	0.0041230437301842705	209.8097715209459	0.8650548630008303
0	0	MTC_456	CST7	0.8638982977554164	0.546	0.064	0.5855925514950272	0.08572733235214444	0.00624852690847184	0.3608472921204828	0.005122434467100353	168.64994629095602	0.8638982977554164
0	0	MTC_456	SEC61B	0.8635290781647418	0.999	0.995	0.3304586554251329	0.3022121310353695	0.5616996202697336	1.401490272665824	0.003765941155003917	229.2996737395499	0.8635290781647418
0	0	MTC_456	DUSP4	0.8585357488549958	0.557	0.061	0.5662146387610096	0.0624113649745296	0.005193138667015855	0.18808683241944882	0.0049332211586143315	174.03147380810833	0.8585357488549958
0	0	MTC_456	MYDGF	0.8561953714609278	0.997	0.982	0.4067753396850683	0.35074913614965936	0.5629042817860421	1.4417426575527472	0.004525864740218384	189.17829422794776	0.8561953714609278
0	0	MTC_456	TNFRSF12A	0.8553289119251652	0.968	0.878	0.4233508892995461	0.26706671092959333	0.13513159617652573	0.5256456095545861	0.0042581867308194256	200.86693374307936	0.8553289119251652
0	0	MTC_456	KDELR2	0.8533299766814211	0.999	0.984	0.33372811297088584	0.30438608491741026	0.44297237134999806	1.1507098324945464	0.00379891611584343	224.6245904516283	0.8533299766814211
0	0	MTC_456	PPIB	0.8523736996139122	1	0.998	0.4870774456248674	0.4168278107383916	1.2800497577582877	2.8991061368587006	0.0054033091393945664	157.75031145255176	0.8523736996139122
0	0	MTC_456	PGAM1	0.8517590733419838	0.995	0.921	0.3818768879025878	0.29251877971419377	0.19332984156084787	0.6236400510779101	0.004068918949618226	209.33301544920218	0.8517590733419838
0	0	MTC_456	GPR65	0.850730603488738	0.973	0.862	0.41285561773909046	0.2635510123345007	0.1512740604949748	0.555018403064695	0.004165428875091297	204.23601722645952	0.850730603488738
0	0	MTC_456	CSTB	0.8447785853485021	0.999	0.994	0.47609975515435815	0.31996332228195357	0.6573183187115347	1.4850927664688673	0.004871237503997958	173.42176082672407	0.8447785853485021
0	0	MTC_456	ACTB	0.8424948335743521	1	1	0.5464531354311885	0.4435329314271153	18.240832787743777	39.645345151355606	0.005942182391065922	141.7820555022081	0.8424948335743521
0	0	MTC_456	EIF4E	0.8403228599716182	0.998	0.986	0.4658089724518425	0.3361013806683634	0.2915883200209716	0.8284053181101221	0.004867653415694746	172.63407810880085	0.8403228599716182
0	0	MTC_456	PRDX1	0.8330889262460905	1	0.999	0.4082907668060554	0.3467470757839371	1.0974544978394674	2.3631037331931073	0.00451591349412683	184.47849528773395	0.8330889262460905
0	0	MTC_456	FERMT3	0.8316026646267141	0.994	0.962	0.3277114288362911	0.272919819114868	0.2901872463009175	0.8269631187561108	0.0035977094315184596	231.14781236674955	0.8316026646267141
0	0	MTC_456	DSE	0.8263770877020628	0.946	0.793	0.4711922629034916	0.3172259546340364	0.1800392824407643	0.5742327048749408	0.004823439097791288	171.32528698879415	0.8263770877020628
0	0	MTC_456	ID2	0.8238736628095231	0.999	0.997	0.6404776643985168	0.5630459831862334	1.408244074898521	3.0409704799819584	0.007181117308645707	114.72778223767774	0.8238736628095231
0	0	MTC_456	ZYX	0.8226077933173297	0.979	0.798	0.32998574246964885	0.2824328393334257	0.1282807385098974	0.4728250582137924	0.0036608410809275743	224.70458977391596	0.8226077933173297
0	0	MTC_456	VAMP8	0.8180645253886227	0.995	0.99	0.5111372273595832	0.34589356328525833	0.6350923137357596	1.495119056561244	0.005239999550936723	156.11919761374452	0.8180645253886227
0	0	MTC_456	MYL12A	0.8168374711361275	1	0.998	0.3550546787840146	0.3234136653329126	0.9141050150582777	1.9850371817020822	0.004039459185767668	202.21456228945505	0.8168374711361275
0	0	MTC_456	DDX21	0.8145850545473479	0.991	0.98	0.5733603730340816	0.3902208765215707	0.5865863558989041	1.3997566288590186	0.005887503509381979	138.35831320512557	0.8145850545473479
0	0	MTC_456	RAN	0.8087395023104935	0.997	0.994	0.37675068736960743	0.3142935518598885	0.6416655754877557	1.5198016975888262	0.004138727835306005	195.40775196944008	0.8087395023104935
0	0	MTC_456	OSTC	0.8080741359997794	0.986	0.928	0.38933815475388217	0.31225144030816954	0.27665837370696506	0.8111349808458042	0.004215404895338012	191.69549688891368	0.8080741359997794
0	0	MTC_456	C4orf3	0.8036213524585549	0.998	0.964	0.3752643349989183	0.3337955800687984	0.43442974990179595	0.9971636746037793	0.004227599337821058	190.0892890367299	0.8036213524585549
